state,week_end,count,WEEK,SEASON,one
AL,2019-01-05,0,1,2018-19,1
AL,2019-01-12,0,2,2018-19,1
AL,2019-01-19,0,3,2018-19,1
AL,2019-01-26,0,4,2018-19,1
AL,2019-02-02,0,5,2018-19,1
AL,2019-02-09,0,6,2018-19,1
AL,2019-02-16,0,7,2018-19,1
AL,2019-02-23,0,8,2018-19,1
AL,2019-03-02,0,9,2018-19,1
AL,2019-03-09,0,10,2018-19,1
AL,2019-03-16,0,11,2018-19,1
AL,2019-03-23,0,12,2018-19,1
AL,2019-03-30,0,13,2018-19,1
AL,2019-04-06,0,14,2018-19,1
AL,2019-04-13,0,15,2018-19,1
AL,2019-04-20,0,16,2018-19,1
AL,2019-04-27,0,17,2018-19,1
AL,2019-05-04,0,18,2018-19,1
AL,2019-05-11,0,19,2018-19,1
AL,2019-05-18,0,20,2018-19,1
AL,2019-05-25,0,21,2018-19,1
AL,2019-06-01,0,22,2018-19,1
AL,2019-06-08,0,23,2018-19,1
AL,2019-06-15,0,24,2018-19,1
AL,2019-06-22,0,25,2018-19,1
AL,2019-06-29,0,26,2018-19,1
AL,2019-07-06,0,27,2018-19,1
AL,2019-07-13,0,28,2018-19,1
AL,2019-07-20,0,29,2018-19,1
AL,2019-07-27,0,30,2018-19,1
AL,2020-01-04,0,1,2019-20,1
AL,2020-01-11,0,2,2019-20,1
AL,2020-01-18,0,3,2019-20,1
AL,2020-01-25,0,4,2019-20,1
AL,2020-02-01,0,5,2019-20,1
AL,2020-02-08,0,6,2019-20,1
AL,2020-02-15,0,7,2019-20,1
AL,2020-02-22,0,8,2019-20,1
AL,2020-02-29,0,9,2019-20,1
AL,2020-03-07,0,10,2019-20,1
AL,2020-03-14,0,11,2019-20,1
AL,2020-03-28,23,13,2019-20,1
AL,2020-04-04,49,14,2019-20,1
AL,2020-04-11,81,15,2019-20,1
AL,2020-04-18,89,16,2019-20,1
AL,2020-04-25,83,17,2019-20,1
AL,2020-05-02,79,18,2019-20,1
AL,2020-05-09,114,19,2019-20,1
AL,2020-05-16,91,20,2019-20,1
AL,2020-05-23,77,21,2019-20,1
AL,2020-05-30,103,22,2019-20,1
AL,2020-06-06,86,23,2019-20,1
AL,2020-06-13,78,24,2019-20,1
AL,2020-06-20,84,25,2019-20,1
AL,2020-06-27,96,26,2019-20,1
AL,2020-07-04,110,27,2019-20,1
AL,2020-07-11,102,28,2019-20,1
AL,2020-07-18,122,29,2019-20,1
AL,2020-07-25,88,30,2019-20,1
AK,2019-01-05,0,1,2018-19,1
AK,2019-01-12,0,2,2018-19,1
AK,2019-01-19,0,3,2018-19,1
AK,2019-01-26,0,4,2018-19,1
AK,2019-02-02,0,5,2018-19,1
AK,2019-02-09,0,6,2018-19,1
AK,2019-02-16,0,7,2018-19,1
AK,2019-02-23,0,8,2018-19,1
AK,2019-03-02,0,9,2018-19,1
AK,2019-03-09,0,10,2018-19,1
AK,2019-03-16,0,11,2018-19,1
AK,2019-03-23,0,12,2018-19,1
AK,2019-03-30,0,13,2018-19,1
AK,2019-04-06,0,14,2018-19,1
AK,2019-04-13,0,15,2018-19,1
AK,2019-04-20,0,16,2018-19,1
AK,2019-04-27,0,17,2018-19,1
AK,2019-05-04,0,18,2018-19,1
AK,2019-05-11,0,19,2018-19,1
AK,2019-05-18,0,20,2018-19,1
AK,2019-05-25,0,21,2018-19,1
AK,2019-06-01,0,22,2018-19,1
AK,2019-06-08,0,23,2018-19,1
AK,2019-06-15,0,24,2018-19,1
AK,2019-06-22,0,25,2018-19,1
AK,2019-06-29,0,26,2018-19,1
AK,2019-07-06,0,27,2018-19,1
AK,2019-07-13,0,28,2018-19,1
AK,2019-07-20,0,29,2018-19,1
AK,2019-07-27,0,30,2018-19,1
AK,2020-01-04,0,1,2019-20,1
AK,2020-01-11,0,2,2019-20,1
AK,2020-01-18,0,3,2019-20,1
AK,2020-01-25,0,4,2019-20,1
AK,2020-02-01,0,5,2019-20,1
AK,2020-02-08,0,6,2019-20,1
AK,2020-02-15,0,7,2019-20,1
AK,2020-02-22,0,8,2019-20,1
AK,2020-02-29,0,9,2019-20,1
AK,2020-03-07,0,10,2019-20,1
AK,2020-03-14,0,11,2019-20,1
AK,2020-03-21,0,12,2019-20,1
AK,2020-04-25,0,17,2019-20,1
AK,2020-05-02,0,18,2019-20,1
AK,2020-05-16,0,20,2019-20,1
AK,2020-05-23,0,21,2019-20,1
AK,2020-05-30,0,22,2019-20,1
AK,2020-06-06,0,23,2019-20,1
AK,2020-06-20,0,25,2019-20,1
AK,2020-06-27,0,26,2019-20,1
AK,2020-07-25,0,30,2019-20,1
AZ,2019-01-05,0,1,2018-19,1
AZ,2019-01-12,0,2,2018-19,1
AZ,2019-01-19,0,3,2018-19,1
AZ,2019-01-26,0,4,2018-19,1
AZ,2019-02-02,0,5,2018-19,1
AZ,2019-02-09,0,6,2018-19,1
AZ,2019-02-16,0,7,2018-19,1
AZ,2019-02-23,0,8,2018-19,1
AZ,2019-03-02,0,9,2018-19,1
AZ,2019-03-09,0,10,2018-19,1
AZ,2019-03-16,0,11,2018-19,1
AZ,2019-03-23,0,12,2018-19,1
AZ,2019-03-30,0,13,2018-19,1
AZ,2019-04-06,0,14,2018-19,1
AZ,2019-04-13,0,15,2018-19,1
AZ,2019-04-20,0,16,2018-19,1
AZ,2019-04-27,0,17,2018-19,1
AZ,2019-05-04,0,18,2018-19,1
AZ,2019-05-11,0,19,2018-19,1
AZ,2019-05-18,0,20,2018-19,1
AZ,2019-05-25,0,21,2018-19,1
AZ,2019-06-01,0,22,2018-19,1
AZ,2019-06-08,0,23,2018-19,1
AZ,2019-06-15,0,24,2018-19,1
AZ,2019-06-22,0,25,2018-19,1
AZ,2019-06-29,0,26,2018-19,1
AZ,2019-07-06,0,27,2018-19,1
AZ,2019-07-13,0,28,2018-19,1
AZ,2019-07-20,0,29,2018-19,1
AZ,2019-07-27,0,30,2018-19,1
AZ,2020-01-04,0,1,2019-20,1
AZ,2020-01-11,0,2,2019-20,1
AZ,2020-01-18,0,3,2019-20,1
AZ,2020-01-25,0,4,2019-20,1
AZ,2020-02-01,0,5,2019-20,1
AZ,2020-02-08,0,6,2019-20,1
AZ,2020-02-15,0,7,2019-20,1
AZ,2020-02-22,0,8,2019-20,1
AZ,2020-02-29,0,9,2019-20,1
AZ,2020-03-07,0,10,2019-20,1
AZ,2020-03-14,0,11,2019-20,1
AZ,2020-03-28,31,13,2019-20,1
AZ,2020-04-04,58,14,2019-20,1
AZ,2020-04-11,91,15,2019-20,1
AZ,2020-04-18,95,16,2019-20,1
AZ,2020-04-25,106,17,2019-20,1
AZ,2020-05-02,104,18,2019-20,1
AZ,2020-05-09,125,19,2019-20,1
AZ,2020-05-16,116,20,2019-20,1
AZ,2020-05-23,95,21,2019-20,1
AZ,2020-05-30,110,22,2019-20,1
AZ,2020-06-06,132,23,2019-20,1
AZ,2020-06-13,169,24,2019-20,1
AZ,2020-06-20,201,25,2019-20,1
AZ,2020-06-27,250,26,2019-20,1
AZ,2020-07-04,356,27,2019-20,1
AZ,2020-07-11,465,28,2019-20,1
AZ,2020-07-18,477,29,2019-20,1
AZ,2020-07-25,306,30,2019-20,1
AR,2019-01-05,0,1,2018-19,1
AR,2019-01-12,0,2,2018-19,1
AR,2019-01-19,0,3,2018-19,1
AR,2019-01-26,0,4,2018-19,1
AR,2019-02-02,0,5,2018-19,1
AR,2019-02-09,0,6,2018-19,1
AR,2019-02-16,0,7,2018-19,1
AR,2019-02-23,0,8,2018-19,1
AR,2019-03-02,0,9,2018-19,1
AR,2019-03-09,0,10,2018-19,1
AR,2019-03-16,0,11,2018-19,1
AR,2019-03-23,0,12,2018-19,1
AR,2019-03-30,0,13,2018-19,1
AR,2019-04-06,0,14,2018-19,1
AR,2019-04-13,0,15,2018-19,1
AR,2019-04-20,0,16,2018-19,1
AR,2019-04-27,0,17,2018-19,1
AR,2019-05-04,0,18,2018-19,1
AR,2019-05-11,0,19,2018-19,1
AR,2019-05-18,0,20,2018-19,1
AR,2019-05-25,0,21,2018-19,1
AR,2019-06-01,0,22,2018-19,1
AR,2019-06-08,0,23,2018-19,1
AR,2019-06-15,0,24,2018-19,1
AR,2019-06-22,0,25,2018-19,1
AR,2019-06-29,0,26,2018-19,1
AR,2019-07-06,0,27,2018-19,1
AR,2019-07-13,0,28,2018-19,1
AR,2019-07-20,0,29,2018-19,1
AR,2019-07-27,0,30,2018-19,1
AR,2020-01-04,0,1,2019-20,1
AR,2020-01-11,0,2,2019-20,1
AR,2020-01-18,0,3,2019-20,1
AR,2020-01-25,0,4,2019-20,1
AR,2020-02-01,0,5,2019-20,1
AR,2020-02-08,0,6,2019-20,1
AR,2020-02-15,0,7,2019-20,1
AR,2020-02-22,0,8,2019-20,1
AR,2020-02-29,0,9,2019-20,1
AR,2020-03-07,0,10,2019-20,1
AR,2020-03-14,0,11,2019-20,1
AR,2020-03-21,0,12,2019-20,1
AR,2020-04-04,11,14,2019-20,1
AR,2020-04-11,14,15,2019-20,1
AR,2020-04-18,12,16,2019-20,1
AR,2020-04-25,14,17,2019-20,1
AR,2020-05-02,22,18,2019-20,1
AR,2020-05-09,24,19,2019-20,1
AR,2020-05-23,20,21,2019-20,1
AR,2020-05-30,19,22,2019-20,1
AR,2020-06-06,26,23,2019-20,1
AR,2020-06-13,34,24,2019-20,1
AR,2020-06-20,45,25,2019-20,1
AR,2020-06-27,46,26,2019-20,1
