state,year,week,week_end,all_cause,flag_ac
Alabama,2014,1,2014-01-04,355,NA
Alabama,2014,2,2014-01-11,872,NA
Alabama,2014,3,2014-01-18,1044,NA
Alabama,2014,4,2014-01-25,1022,NA
Alabama,2014,5,2014-02-01,1040,NA
Alabama,2014,6,2014-02-08,992,NA
Alabama,2014,7,2014-02-15,942,NA
Alabama,2014,8,2014-02-22,990,NA
Alabama,2014,9,2014-03-01,958,NA
Alabama,2014,10,2014-03-08,988,NA
Alabama,2014,11,2014-03-15,974,NA
Alabama,2014,12,2014-03-22,934,NA
Alabama,2014,13,2014-03-29,926,NA
Alabama,2014,14,2014-04-05,949,NA
Alabama,2014,15,2014-04-12,924,NA
Alabama,2014,16,2014-04-19,986,NA
Alabama,2014,17,2014-04-26,914,NA
Alabama,2014,18,2014-05-03,933,NA
Alabama,2014,19,2014-05-10,916,NA
Alabama,2014,20,2014-05-17,925,NA
Alabama,2014,21,2014-05-24,892,NA
Alabama,2014,22,2014-05-31,932,NA
Alabama,2014,23,2014-06-07,922,NA
Alabama,2014,24,2014-06-14,838,NA
Alabama,2014,25,2014-06-21,774,NA
Alabama,2014,26,2014-06-28,727,NA
Alabama,2014,27,2014-07-05,671,NA
Alabama,2014,28,2014-07-12,683,NA
Alabama,2014,29,2014-07-19,751,NA
Alabama,2014,30,2014-07-26,847,NA
Alabama,2014,31,2014-08-02,848,NA
Alabama,2014,32,2014-08-09,891,NA
Alabama,2014,33,2014-08-16,829,NA
Alabama,2014,34,2014-08-23,741,NA
Alabama,2014,35,2014-08-30,588,NA
Alabama,2014,36,2014-09-06,700,NA
Alabama,2014,37,2014-09-13,729,NA
Alabama,2014,38,2014-09-20,764,NA
Alabama,2014,39,2014-09-27,933,NA
Alabama,2014,40,2014-10-04,866,NA
Alabama,2014,41,2014-10-11,917,NA
Alabama,2014,42,2014-10-18,924,NA
Alabama,2014,43,2014-10-25,890,NA
Alabama,2014,44,2014-11-01,918,NA
Alabama,2014,45,2014-11-08,817,NA
Alabama,2014,46,2014-11-15,805,NA
Alabama,2014,47,2014-11-22,933,NA
Alabama,2014,48,2014-11-29,986,NA
Alabama,2014,49,2014-12-06,995,NA
Alabama,2014,50,2014-12-13,1036,NA
Alabama,2014,51,2014-12-20,1117,NA
Alabama,2014,52,2014-12-27,1068,NA
Alabama,2014,53,2015-01-03,1103,NA
Alabama,2015,1,2015-01-10,1139,NA
Alabama,2015,2,2015-01-17,1140,NA
Alabama,2015,3,2015-01-24,1043,NA
Alabama,2015,4,2015-01-31,1076,NA
Alabama,2015,5,2015-02-07,1110,NA
Alabama,2015,6,2015-02-14,1070,NA
Alabama,2015,7,2015-02-21,1066,NA
Alabama,2015,8,2015-02-28,1102,NA
Alabama,2015,9,2015-03-07,1206,NA
Alabama,2015,10,2015-03-14,1103,NA
Alabama,2015,11,2015-03-21,1003,NA
Alabama,2015,12,2015-03-28,983,NA
Alabama,2015,13,2015-04-04,955,NA
Alabama,2015,14,2015-04-11,975,NA
Alabama,2015,15,2015-04-18,902,NA
Alabama,2015,16,2015-04-25,996,NA
Alabama,2015,17,2015-05-02,977,NA
Alabama,2015,18,2015-05-09,900,NA
Alabama,2015,19,2015-05-16,893,NA
Alabama,2015,20,2015-05-23,862,NA
Alabama,2015,21,2015-05-30,816,NA
Alabama,2015,22,2015-06-06,749,NA
Alabama,2015,23,2015-06-13,881,NA
Alabama,2015,24,2015-06-20,902,NA
Alabama,2015,25,2015-06-27,932,NA
Alabama,2015,26,2015-07-04,905,NA
Alabama,2015,27,2015-07-11,926,NA
Alabama,2015,28,2015-07-18,920,NA
Alabama,2015,29,2015-07-25,919,NA
Alabama,2015,30,2015-08-01,904,NA
Alabama,2015,31,2015-08-08,910,NA
Alabama,2015,32,2015-08-15,958,NA
Alabama,2015,33,2015-08-22,866,NA
Alabama,2015,34,2015-08-29,918,NA
Alabama,2015,35,2015-09-05,928,NA
Alabama,2015,36,2015-09-12,957,NA
Alabama,2015,37,2015-09-19,907,NA
Alabama,2015,38,2015-09-26,933,NA
Alabama,2015,39,2015-10-03,878,NA
Alabama,2015,40,2015-10-10,918,NA
Alabama,2015,41,2015-10-17,789,NA
Alabama,2015,42,2015-10-24,794,NA
Alabama,2015,43,2015-10-31,909,NA
Alabama,2015,44,2015-11-07,866,NA
Alabama,2015,45,2015-11-14,928,NA
Alabama,2015,46,2015-11-21,995,NA
Alabama,2015,47,2015-11-28,974,NA
Alabama,2015,48,2015-12-05,914,NA
Alabama,2015,49,2015-12-12,899,NA
Alabama,2015,50,2015-12-19,768,NA
Alabama,2015,51,2015-12-26,778,NA
Alabama,2015,52,2016-01-02,912,NA
Alabama,2016,1,2016-01-09,1008,NA
Alabama,2016,2,2016-01-16,1044,NA
Alabama,2016,3,2016-01-23,1029,NA
Alabama,2016,4,2016-01-30,1020,NA
Alabama,2016,5,2016-02-06,1103,NA
Alabama,2016,6,2016-02-13,1098,NA
Alabama,2016,7,2016-02-20,1114,NA
Alabama,2016,8,2016-02-27,962,NA
Alabama,2016,9,2016-03-05,1006,NA
Alabama,2016,10,2016-03-12,1035,NA
Alabama,2016,11,2016-03-19,1009,NA
Alabama,2016,12,2016-03-26,1001,NA
Alabama,2016,13,2016-04-02,959,NA
Alabama,2016,14,2016-04-09,1006,NA
Alabama,2016,15,2016-04-16,942,NA
Alabama,2016,16,2016-04-23,1011,NA
Alabama,2016,17,2016-04-30,966,NA
Alabama,2016,18,2016-05-07,963,NA
Alabama,2016,19,2016-05-14,945,NA
Alabama,2016,20,2016-05-21,918,NA
Alabama,2016,21,2016-05-28,941,NA
Alabama,2016,22,2016-06-04,954,NA
Alabama,2016,23,2016-06-11,967,NA
Alabama,2016,24,2016-06-18,877,NA
Alabama,2016,25,2016-06-25,979,NA
Alabama,2016,26,2016-07-02,903,NA
Alabama,2016,27,2016-07-09,903,NA
Alabama,2016,28,2016-07-16,965,NA
Alabama,2016,29,2016-07-23,927,NA
Alabama,2016,30,2016-07-30,927,NA
Alabama,2016,31,2016-08-06,918,NA
Alabama,2016,32,2016-08-13,921,NA
Alabama,2016,33,2016-08-20,979,NA
Alabama,2016,34,2016-08-27,942,NA
Alabama,2016,35,2016-09-03,918,NA
Alabama,2016,36,2016-09-10,912,NA
Alabama,2016,37,2016-09-17,947,NA
Alabama,2016,38,2016-09-24,986,NA
Alabama,2016,39,2016-10-01,939,NA
Alabama,2016,40,2016-10-08,958,NA
Alabama,2016,41,2016-10-15,973,NA
Alabama,2016,42,2016-10-22,907,NA
Alabama,2016,43,2016-10-29,964,NA
Alabama,2016,44,2016-11-05,952,NA
Alabama,2016,45,2016-11-12,1029,NA
Alabama,2016,46,2016-11-19,1004,NA
Alabama,2016,47,2016-11-26,1029,NA
Alabama,2016,48,2016-12-03,1033,NA
Alabama,2016,49,2016-12-10,1057,NA
Alabama,2016,50,2016-12-17,1049,NA
Alabama,2016,51,2016-12-24,1134,NA
Alabama,2016,52,2016-12-31,1104,NA
Alabama,2017,1,2017-01-07,1121,NA
Alabama,2017,2,2017-01-14,1130,NA
Alabama,2017,3,2017-01-21,1048,NA
Alabama,2017,4,2017-01-28,1026,NA
Alabama,2017,5,2017-02-04,1036,NA
Alabama,2017,6,2017-02-11,1058,NA
Alabama,2017,7,2017-02-18,1060,NA
Alabama,2017,8,2017-02-25,1099,NA
Alabama,2017,9,2017-03-04,1081,NA
Alabama,2017,10,2017-03-11,1011,NA
Alabama,2017,11,2017-03-18,1067,NA
Alabama,2017,12,2017-03-25,1068,NA
Alabama,2017,13,2017-04-01,991,NA
Alabama,2017,14,2017-04-08,1037,NA
Alabama,2017,15,2017-04-15,1017,NA
Alabama,2017,16,2017-04-22,966,NA
Alabama,2017,17,2017-04-29,996,NA
Alabama,2017,18,2017-05-06,907,NA
Alabama,2017,19,2017-05-13,1064,NA
Alabama,2017,20,2017-05-20,998,NA
Alabama,2017,21,2017-05-27,988,NA
Alabama,2017,22,2017-06-03,925,NA
Alabama,2017,23,2017-06-10,984,NA
Alabama,2017,24,2017-06-17,918,NA
Alabama,2017,25,2017-06-24,961,NA
Alabama,2017,26,2017-07-01,925,NA
Alabama,2017,27,2017-07-08,954,NA
Alabama,2017,28,2017-07-15,968,NA
Alabama,2017,29,2017-07-22,964,NA
Alabama,2017,30,2017-07-29,888,NA
Alabama,2017,31,2017-08-05,949,NA
Alabama,2017,32,2017-08-12,936,NA
Alabama,2017,33,2017-08-19,933,NA
Alabama,2017,34,2017-08-26,917,NA
Alabama,2017,35,2017-09-02,953,NA
Alabama,2017,36,2017-09-09,960,NA
Alabama,2017,37,2017-09-16,968,NA
Alabama,2017,38,2017-09-23,995,NA
Alabama,2017,39,2017-09-30,1019,NA
Alabama,2017,40,2017-10-07,948,NA
Alabama,2017,41,2017-10-14,986,NA
Alabama,2017,42,2017-10-21,966,NA
Alabama,2017,43,2017-10-28,941,NA
Alabama,2017,44,2017-11-04,994,NA
Alabama,2017,45,2017-11-11,994,NA
Alabama,2017,46,2017-11-18,982,NA
Alabama,2017,47,2017-11-25,1004,NA
Alabama,2017,48,2017-12-02,1067,NA
Alabama,2017,49,2017-12-09,1074,NA
Alabama,2017,50,2017-12-16,1120,NA
Alabama,2017,51,2017-12-23,1098,NA
Alabama,2017,52,2017-12-30,1080,NA
Alabama,2018,1,2018-01-06,1248,NA
Alabama,2018,2,2018-01-13,1301,NA
Alabama,2018,3,2018-01-20,1275,NA
Alabama,2018,4,2018-01-27,1286,NA
Alabama,2018,5,2018-02-03,1147,NA
Alabama,2018,6,2018-02-10,1181,NA
Alabama,2018,7,2018-02-17,1096,NA
Alabama,2018,8,2018-02-24,1099,NA
Alabama,2018,9,2018-03-03,985,NA
Alabama,2018,10,2018-03-10,1059,NA
Alabama,2018,11,2018-03-17,1086,NA
Alabama,2018,12,2018-03-24,993,NA
Alabama,2018,13,2018-03-31,995,NA
Alabama,2018,14,2018-04-07,1012,NA
Alabama,2018,15,2018-04-14,1026,NA
Alabama,2018,16,2018-04-21,1031,NA
Alabama,2018,17,2018-04-28,971,NA
Alabama,2018,18,2018-05-05,1039,NA
Alabama,2018,19,2018-05-12,950,NA
Alabama,2018,20,2018-05-19,1005,NA
Alabama,2018,21,2018-05-26,977,NA
Alabama,2018,22,2018-06-02,973,NA
Alabama,2018,23,2018-06-09,1011,NA
Alabama,2018,24,2018-06-16,940,NA
Alabama,2018,25,2018-06-23,974,NA
Alabama,2018,26,2018-06-30,927,NA
Alabama,2018,27,2018-07-07,972,NA
Alabama,2018,28,2018-07-14,994,NA
Alabama,2018,29,2018-07-21,959,NA
Alabama,2018,30,2018-07-28,930,NA
Alabama,2018,31,2018-08-04,962,NA
Alabama,2018,32,2018-08-11,969,NA
Alabama,2018,33,2018-08-18,938,NA
Alabama,2018,34,2018-08-25,943,NA
Alabama,2018,35,2018-09-01,936,NA
Alabama,2018,36,2018-09-08,944,NA
Alabama,2018,37,2018-09-15,912,NA
Alabama,2018,38,2018-09-22,998,NA
Alabama,2018,39,2018-09-29,972,NA
Alabama,2018,40,2018-10-06,945,NA
Alabama,2018,41,2018-10-13,943,NA
Alabama,2018,42,2018-10-20,971,NA
Alabama,2018,43,2018-10-27,993,NA
Alabama,2018,44,2018-11-03,927,NA
Alabama,2018,45,2018-11-10,963,NA
Alabama,2018,46,2018-11-17,1055,NA
Alabama,2018,47,2018-11-24,1009,NA
Alabama,2018,48,2018-12-01,1050,NA
Alabama,2018,49,2018-12-08,1044,NA
Alabama,2018,50,2018-12-15,1053,NA
Alabama,2018,51,2018-12-22,1105,NA
Alabama,2018,52,2018-12-29,1084,NA
Alaska,2014,1,2014-01-04,53,NA
Alaska,2014,2,2014-01-11,85,NA
Alaska,2014,3,2014-01-18,80,NA
Alaska,2014,4,2014-01-25,83,NA
Alaska,2014,5,2014-02-01,57,NA
Alaska,2014,6,2014-02-08,70,NA
Alaska,2014,7,2014-02-15,73,NA
Alaska,2014,8,2014-02-22,83,NA
Alaska,2014,9,2014-03-01,56,NA
Alaska,2014,10,2014-03-08,63,NA
Alaska,2014,11,2014-03-15,71,NA
Alaska,2014,12,2014-03-22,68,NA
Alaska,2014,13,2014-03-29,81,NA
Alaska,2014,14,2014-04-05,71,NA
Alaska,2014,15,2014-04-12,70,NA
Alaska,2014,16,2014-04-19,66,NA
Alaska,2014,17,2014-04-26,65,NA
Alaska,2014,18,2014-05-03,71,NA
Alaska,2014,19,2014-05-10,81,NA
Alaska,2014,20,2014-05-17,68,NA
Alaska,2014,21,2014-05-24,78,NA
Alaska,2014,22,2014-05-31,69,NA
Alaska,2014,23,2014-06-07,66,NA
Alaska,2014,24,2014-06-14,75,NA
Alaska,2014,25,2014-06-21,73,NA
Alaska,2014,26,2014-06-28,101,NA
Alaska,2014,27,2014-07-05,82,NA
Alaska,2014,28,2014-07-12,75,NA
Alaska,2014,29,2014-07-19,80,NA
Alaska,2014,30,2014-07-26,83,NA
Alaska,2014,31,2014-08-02,80,NA
Alaska,2014,32,2014-08-09,70,NA
Alaska,2014,33,2014-08-16,70,NA
Alaska,2014,34,2014-08-23,88,NA
Alaska,2014,35,2014-08-30,74,NA
Alaska,2014,36,2014-09-06,73,NA
Alaska,2014,37,2014-09-13,94,NA
Alaska,2014,38,2014-09-20,68,NA
Alaska,2014,39,2014-09-27,76,NA
Alaska,2014,40,2014-10-04,75,NA
Alaska,2014,41,2014-10-11,90,NA
Alaska,2014,42,2014-10-18,77,NA
Alaska,2014,43,2014-10-25,86,NA
Alaska,2014,44,2014-11-01,85,NA
Alaska,2014,45,2014-11-08,80,NA
Alaska,2014,46,2014-11-15,89,NA
Alaska,2014,47,2014-11-22,81,NA
Alaska,2014,48,2014-11-29,89,NA
Alaska,2014,49,2014-12-06,87,NA
Alaska,2014,50,2014-12-13,81,NA
Alaska,2014,51,2014-12-20,85,NA
Alaska,2014,52,2014-12-27,82,NA
Alaska,2014,53,2015-01-03,84,NA
Alaska,2015,1,2015-01-10,75,NA
Alaska,2015,2,2015-01-17,80,NA
Alaska,2015,3,2015-01-24,84,NA
Alaska,2015,4,2015-01-31,84,NA
Alaska,2015,5,2015-02-07,85,NA
Alaska,2015,6,2015-02-14,81,NA
Alaska,2015,7,2015-02-21,75,NA
Alaska,2015,8,2015-02-28,90,NA
Alaska,2015,9,2015-03-07,74,NA
Alaska,2015,10,2015-03-14,79,NA
Alaska,2015,11,2015-03-21,66,NA
Alaska,2015,12,2015-03-28,81,NA
Alaska,2015,13,2015-04-04,80,NA
Alaska,2015,14,2015-04-11,71,NA
Alaska,2015,15,2015-04-18,81,NA
Alaska,2015,16,2015-04-25,69,NA
Alaska,2015,17,2015-05-02,81,NA
Alaska,2015,18,2015-05-09,72,NA
Alaska,2015,19,2015-05-16,124,NA
Alaska,2015,20,2015-05-23,80,NA
Alaska,2015,21,2015-05-30,80,NA
Alaska,2015,22,2015-06-06,78,NA
Alaska,2015,23,2015-06-13,77,NA
Alaska,2015,24,2015-06-20,77,NA
Alaska,2015,25,2015-06-27,94,NA
Alaska,2015,26,2015-07-04,77,NA
Alaska,2015,27,2015-07-11,80,NA
Alaska,2015,28,2015-07-18,84,NA
Alaska,2015,29,2015-07-25,98,NA
Alaska,2015,30,2015-08-01,68,NA
Alaska,2015,31,2015-08-08,70,NA
Alaska,2015,32,2015-08-15,59,NA
Alaska,2015,33,2015-08-22,80,NA
Alaska,2015,34,2015-08-29,99,NA
Alaska,2015,35,2015-09-05,83,NA
Alaska,2015,36,2015-09-12,102,NA
Alaska,2015,37,2015-09-19,79,NA
Alaska,2015,38,2015-09-26,73,NA
Alaska,2015,39,2015-10-03,74,NA
Alaska,2015,40,2015-10-10,91,NA
Alaska,2015,41,2015-10-17,93,NA
Alaska,2015,42,2015-10-24,75,NA
Alaska,2015,43,2015-10-31,67,NA
Alaska,2015,44,2015-11-07,78,NA
Alaska,2015,45,2015-11-14,70,NA
Alaska,2015,46,2015-11-21,83,NA
Alaska,2015,47,2015-11-28,84,NA
Alaska,2015,48,2015-12-05,77,NA
Alaska,2015,49,2015-12-12,75,NA
Alaska,2015,50,2015-12-19,72,NA
Alaska,2015,51,2015-12-26,80,NA
Alaska,2015,52,2016-01-02,97,NA
Alaska,2016,1,2016-01-09,81,NA
Alaska,2016,2,2016-01-16,79,NA
Alaska,2016,3,2016-01-23,81,NA
Alaska,2016,4,2016-01-30,98,NA
Alaska,2016,5,2016-02-06,77,NA
Alaska,2016,6,2016-02-13,91,NA
Alaska,2016,7,2016-02-20,74,NA
Alaska,2016,8,2016-02-27,57,NA
Alaska,2016,9,2016-03-05,85,NA
Alaska,2016,10,2016-03-12,85,NA
Alaska,2016,11,2016-03-19,82,NA
Alaska,2016,12,2016-03-26,80,NA
Alaska,2016,13,2016-04-02,81,NA
Alaska,2016,14,2016-04-09,76,NA
Alaska,2016,15,2016-04-16,88,NA
Alaska,2016,16,2016-04-23,84,NA
Alaska,2016,17,2016-04-30,81,NA
Alaska,2016,18,2016-05-07,73,NA
Alaska,2016,19,2016-05-14,86,NA
Alaska,2016,20,2016-05-21,102,NA
Alaska,2016,21,2016-05-28,63,NA
Alaska,2016,22,2016-06-04,105,NA
Alaska,2016,23,2016-06-11,86,NA
Alaska,2016,24,2016-06-18,84,NA
Alaska,2016,25,2016-06-25,70,NA
Alaska,2016,26,2016-07-02,88,NA
Alaska,2016,27,2016-07-09,85,NA
Alaska,2016,28,2016-07-16,93,NA
Alaska,2016,29,2016-07-23,81,NA
Alaska,2016,30,2016-07-30,89,NA
Alaska,2016,31,2016-08-06,89,NA
Alaska,2016,32,2016-08-13,78,NA
Alaska,2016,33,2016-08-20,61,NA
Alaska,2016,34,2016-08-27,68,NA
Alaska,2016,35,2016-09-03,80,NA
Alaska,2016,36,2016-09-10,81,NA
Alaska,2016,37,2016-09-17,84,NA
Alaska,2016,38,2016-09-24,61,NA
Alaska,2016,39,2016-10-01,81,NA
Alaska,2016,40,2016-10-08,89,NA
Alaska,2016,41,2016-10-15,89,NA
Alaska,2016,42,2016-10-22,99,NA
Alaska,2016,43,2016-10-29,84,NA
Alaska,2016,44,2016-11-05,68,NA
Alaska,2016,45,2016-11-12,90,NA
Alaska,2016,46,2016-11-19,75,NA
Alaska,2016,47,2016-11-26,70,NA
Alaska,2016,48,2016-12-03,84,NA
Alaska,2016,49,2016-12-10,97,NA
Alaska,2016,50,2016-12-17,80,NA
Alaska,2016,51,2016-12-24,93,NA
Alaska,2016,52,2016-12-31,81,NA
Alaska,2017,1,2017-01-07,104,NA
Alaska,2017,2,2017-01-14,87,NA
Alaska,2017,3,2017-01-21,93,NA
Alaska,2017,4,2017-01-28,80,NA
Alaska,2017,5,2017-02-04,87,NA
Alaska,2017,6,2017-02-11,63,NA
Alaska,2017,7,2017-02-18,80,NA
Alaska,2017,8,2017-02-25,73,NA
Alaska,2017,9,2017-03-04,66,NA
Alaska,2017,10,2017-03-11,74,NA
Alaska,2017,11,2017-03-18,84,NA
Alaska,2017,12,2017-03-25,92,NA
Alaska,2017,13,2017-04-01,89,NA
Alaska,2017,14,2017-04-08,78,NA
Alaska,2017,15,2017-04-15,88,NA
Alaska,2017,16,2017-04-22,58,NA
Alaska,2017,17,2017-04-29,80,NA
Alaska,2017,18,2017-05-06,73,NA
Alaska,2017,19,2017-05-13,77,NA
Alaska,2017,20,2017-05-20,68,NA
Alaska,2017,21,2017-05-27,76,NA
Alaska,2017,22,2017-06-03,77,NA
Alaska,2017,23,2017-06-10,84,NA
Alaska,2017,24,2017-06-17,90,NA
Alaska,2017,25,2017-06-24,81,NA
Alaska,2017,26,2017-07-01,79,NA
Alaska,2017,27,2017-07-08,82,NA
Alaska,2017,28,2017-07-15,70,NA
Alaska,2017,29,2017-07-22,81,NA
Alaska,2017,30,2017-07-29,79,NA
Alaska,2017,31,2017-08-05,64,NA
Alaska,2017,32,2017-08-12,68,NA
Alaska,2017,33,2017-08-19,89,NA
Alaska,2017,34,2017-08-26,89,NA
Alaska,2017,35,2017-09-02,77,NA
Alaska,2017,36,2017-09-09,86,NA
Alaska,2017,37,2017-09-16,83,NA
Alaska,2017,38,2017-09-23,89,NA
Alaska,2017,39,2017-09-30,115,NA
Alaska,2017,40,2017-10-07,78,NA
Alaska,2017,41,2017-10-14,79,NA
Alaska,2017,42,2017-10-21,79,NA
Alaska,2017,43,2017-10-28,96,NA
Alaska,2017,44,2017-11-04,64,NA
Alaska,2017,45,2017-11-11,71,NA
Alaska,2017,46,2017-11-18,81,NA
Alaska,2017,47,2017-11-25,75,NA
Alaska,2017,48,2017-12-02,94,NA
Alaska,2017,49,2017-12-09,76,NA
Alaska,2017,50,2017-12-16,96,NA
Alaska,2017,51,2017-12-23,90,NA
Alaska,2017,52,2017-12-30,86,NA
Alaska,2018,1,2018-01-06,72,NA
Alaska,2018,2,2018-01-13,100,NA
Alaska,2018,3,2018-01-20,95,NA
Alaska,2018,4,2018-01-27,79,NA
Alaska,2018,5,2018-02-03,82,NA
Alaska,2018,6,2018-02-10,65,NA
Alaska,2018,7,2018-02-17,83,NA
Alaska,2018,8,2018-02-24,94,NA
Alaska,2018,9,2018-03-03,91,NA
Alaska,2018,10,2018-03-10,90,NA
Alaska,2018,11,2018-03-17,69,NA
Alaska,2018,12,2018-03-24,76,NA
Alaska,2018,13,2018-03-31,78,NA
Alaska,2018,14,2018-04-07,92,NA
Alaska,2018,15,2018-04-14,90,NA
Alaska,2018,16,2018-04-21,98,NA
Alaska,2018,17,2018-04-28,77,NA
Alaska,2018,18,2018-05-05,93,NA
Alaska,2018,19,2018-05-12,71,NA
Alaska,2018,20,2018-05-19,72,NA
Alaska,2018,21,2018-05-26,73,NA
Alaska,2018,22,2018-06-02,63,NA
Alaska,2018,23,2018-06-09,78,NA
Alaska,2018,24,2018-06-16,82,NA
Alaska,2018,25,2018-06-23,78,NA
Alaska,2018,26,2018-06-30,66,NA
Alaska,2018,27,2018-07-07,88,NA
Alaska,2018,28,2018-07-14,104,NA
Alaska,2018,29,2018-07-21,71,NA
Alaska,2018,30,2018-07-28,77,NA
Alaska,2018,31,2018-08-04,89,NA
Alaska,2018,32,2018-08-11,82,NA
Alaska,2018,33,2018-08-18,89,NA
Alaska,2018,34,2018-08-25,92,NA
Alaska,2018,35,2018-09-01,80,NA
Alaska,2018,36,2018-09-08,86,NA
Alaska,2018,37,2018-09-15,65,NA
Alaska,2018,38,2018-09-22,84,NA
Alaska,2018,39,2018-09-29,81,NA
Alaska,2018,40,2018-10-06,91,NA
Alaska,2018,41,2018-10-13,84,NA
Alaska,2018,42,2018-10-20,80,NA
Alaska,2018,43,2018-10-27,89,NA
Alaska,2018,44,2018-11-03,67,NA
Alaska,2018,45,2018-11-10,92,NA
Alaska,2018,46,2018-11-17,82,NA
Alaska,2018,47,2018-11-24,94,NA
Alaska,2018,48,2018-12-01,89,NA
Alaska,2018,49,2018-12-08,75,NA
Alaska,2018,50,2018-12-15,110,NA
Alaska,2018,51,2018-12-22,95,NA
Alaska,2018,52,2018-12-29,68,NA
Arizona,2014,1,2014-01-04,501,NA
Arizona,2014,2,2014-01-11,1035,NA
Arizona,2014,3,2014-01-18,1152,NA
Arizona,2014,4,2014-01-25,1172,NA
Arizona,2014,5,2014-02-01,1132,NA
Arizona,2014,6,2014-02-08,1147,NA
Arizona,2014,7,2014-02-15,1070,NA
Arizona,2014,8,2014-02-22,1096,NA
Arizona,2014,9,2014-03-01,1078,NA
Arizona,2014,10,2014-03-08,979,NA
Arizona,2014,11,2014-03-15,1045,NA
Arizona,2014,12,2014-03-22,1021,NA
Arizona,2014,13,2014-03-29,1046,NA
Arizona,2014,14,2014-04-05,1002,NA
Arizona,2014,15,2014-04-12,1041,NA
Arizona,2014,16,2014-04-19,1079,NA
Arizona,2014,17,2014-04-26,999,NA
Arizona,2014,18,2014-05-03,1042,NA
Arizona,2014,19,2014-05-10,1004,NA
Arizona,2014,20,2014-05-17,970,NA
Arizona,2014,21,2014-05-24,974,NA
Arizona,2014,22,2014-05-31,967,NA
Arizona,2014,23,2014-06-07,1000,NA
Arizona,2014,24,2014-06-14,974,NA
Arizona,2014,25,2014-06-21,923,NA
Arizona,2014,26,2014-06-28,942,NA
Arizona,2014,27,2014-07-05,933,NA
Arizona,2014,28,2014-07-12,929,NA
Arizona,2014,29,2014-07-19,909,NA
Arizona,2014,30,2014-07-26,950,NA
Arizona,2014,31,2014-08-02,972,NA
Arizona,2014,32,2014-08-09,937,NA
Arizona,2014,33,2014-08-16,910,NA
Arizona,2014,34,2014-08-23,897,NA
Arizona,2014,35,2014-08-30,943,NA
Arizona,2014,36,2014-09-06,949,NA
Arizona,2014,37,2014-09-13,898,NA
Arizona,2014,38,2014-09-20,977,NA
Arizona,2014,39,2014-09-27,926,NA
Arizona,2014,40,2014-10-04,974,NA
Arizona,2014,41,2014-10-11,967,NA
Arizona,2014,42,2014-10-18,960,NA
Arizona,2014,43,2014-10-25,953,NA
Arizona,2014,44,2014-11-01,928,NA
Arizona,2014,45,2014-11-08,979,NA
Arizona,2014,46,2014-11-15,1006,NA
Arizona,2014,47,2014-11-22,1011,NA
Arizona,2014,48,2014-11-29,1026,NA
Arizona,2014,49,2014-12-06,1045,NA
Arizona,2014,50,2014-12-13,954,NA
Arizona,2014,51,2014-12-20,985,NA
Arizona,2014,52,2014-12-27,1038,NA
Arizona,2014,53,2015-01-03,1118,NA
Arizona,2015,1,2015-01-10,1147,NA
Arizona,2015,2,2015-01-17,1187,NA
Arizona,2015,3,2015-01-24,1086,NA
Arizona,2015,4,2015-01-31,1279,NA
Arizona,2015,5,2015-02-07,1145,NA
Arizona,2015,6,2015-02-14,1104,NA
Arizona,2015,7,2015-02-21,1122,NA
Arizona,2015,8,2015-02-28,1065,NA
Arizona,2015,9,2015-03-07,1139,NA
Arizona,2015,10,2015-03-14,1164,NA
Arizona,2015,11,2015-03-21,1123,NA
Arizona,2015,12,2015-03-28,1107,NA
Arizona,2015,13,2015-04-04,1049,NA
Arizona,2015,14,2015-04-11,1059,NA
Arizona,2015,15,2015-04-18,1131,NA
Arizona,2015,16,2015-04-25,1099,NA
Arizona,2015,17,2015-05-02,1066,NA
Arizona,2015,18,2015-05-09,1010,NA
Arizona,2015,19,2015-05-16,1028,NA
Arizona,2015,20,2015-05-23,1034,NA
Arizona,2015,21,2015-05-30,1007,NA
Arizona,2015,22,2015-06-06,1043,NA
Arizona,2015,23,2015-06-13,1044,NA
Arizona,2015,24,2015-06-20,975,NA
Arizona,2015,25,2015-06-27,1045,NA
Arizona,2015,26,2015-07-04,1030,NA
Arizona,2015,27,2015-07-11,997,NA
Arizona,2015,28,2015-07-18,948,NA
Arizona,2015,29,2015-07-25,908,NA
Arizona,2015,30,2015-08-01,1007,NA
Arizona,2015,31,2015-08-08,957,NA
Arizona,2015,32,2015-08-15,937,NA
Arizona,2015,33,2015-08-22,1060,NA
Arizona,2015,34,2015-08-29,960,NA
Arizona,2015,35,2015-09-05,946,NA
Arizona,2015,36,2015-09-12,945,NA
Arizona,2015,37,2015-09-19,971,NA
Arizona,2015,38,2015-09-26,1063,NA
Arizona,2015,39,2015-10-03,927,NA
Arizona,2015,40,2015-10-10,1003,NA
Arizona,2015,41,2015-10-17,967,NA
Arizona,2015,42,2015-10-24,943,NA
Arizona,2015,43,2015-10-31,979,NA
Arizona,2015,44,2015-11-07,991,NA
Arizona,2015,45,2015-11-14,1161,NA
Arizona,2015,46,2015-11-21,1103,NA
Arizona,2015,47,2015-11-28,1059,NA
Arizona,2015,48,2015-12-05,1081,NA
Arizona,2015,49,2015-12-12,1156,NA
Arizona,2015,50,2015-12-19,1142,NA
Arizona,2015,51,2015-12-26,1096,NA
Arizona,2015,52,2016-01-02,1109,NA
Arizona,2016,1,2016-01-09,1149,NA
