state,year,week,week_end,all_cause,flag_ac
Florida,2014,13,2014-03-29,3622,NA
Florida,2014,14,2014-04-05,3690,NA
Florida,2014,15,2014-04-12,3527,NA
Florida,2014,16,2014-04-19,3614,NA
Florida,2014,17,2014-04-26,3632,NA
Florida,2014,18,2014-05-03,3578,NA
Florida,2014,19,2014-05-10,3589,NA
Florida,2014,20,2014-05-17,3453,NA
Florida,2014,21,2014-05-24,3612,NA
Florida,2014,22,2014-05-31,3439,NA
Florida,2014,23,2014-06-07,3508,NA
Florida,2014,24,2014-06-14,3554,NA
Florida,2014,25,2014-06-21,3434,NA
Florida,2014,26,2014-06-28,3500,NA
Florida,2014,27,2014-07-05,3394,NA
Florida,2014,28,2014-07-12,3405,NA
Florida,2014,29,2014-07-19,3512,NA
Florida,2014,30,2014-07-26,3448,NA
Florida,2014,31,2014-08-02,3414,NA
Florida,2014,32,2014-08-09,3362,NA
Florida,2014,33,2014-08-16,3447,NA
Florida,2014,34,2014-08-23,3378,NA
Florida,2014,35,2014-08-30,3360,NA
Florida,2014,36,2014-09-06,3346,NA
Florida,2014,37,2014-09-13,3376,NA
Florida,2014,38,2014-09-20,3369,NA
Florida,2014,39,2014-09-27,3351,NA
Florida,2014,40,2014-10-04,3303,NA
Florida,2014,41,2014-10-11,3480,NA
Florida,2014,42,2014-10-18,3445,NA
Florida,2014,43,2014-10-25,3397,NA
Florida,2014,44,2014-11-01,3529,NA
Florida,2014,45,2014-11-08,3662,NA
Florida,2014,46,2014-11-15,3633,NA
Florida,2014,47,2014-11-22,3695,NA
Florida,2014,48,2014-11-29,3729,NA
Florida,2014,49,2014-12-06,3842,NA
Florida,2014,50,2014-12-13,3831,NA
Florida,2014,51,2014-12-20,4026,NA
Florida,2014,52,2014-12-27,4037,NA
Florida,2014,53,2015-01-03,4172,NA
Florida,2015,1,2015-01-10,4105,NA
Florida,2015,2,2015-01-17,4131,NA
Florida,2015,3,2015-01-24,4103,NA
Florida,2015,4,2015-01-31,4019,NA
Florida,2015,5,2015-02-07,4172,NA
Florida,2015,6,2015-02-14,4082,NA
Florida,2015,7,2015-02-21,4169,NA
Florida,2015,8,2015-02-28,4240,NA
Florida,2015,9,2015-03-07,3992,NA
Florida,2015,10,2015-03-14,4011,NA
Florida,2015,11,2015-03-21,4026,NA
Florida,2015,12,2015-03-28,3895,NA
Florida,2015,13,2015-04-04,3969,NA
Florida,2015,14,2015-04-11,3731,NA
Florida,2015,15,2015-04-18,3822,NA
Florida,2015,16,2015-04-25,3695,NA
Florida,2015,17,2015-05-02,3647,NA
Florida,2015,18,2015-05-09,3825,NA
Florida,2015,19,2015-05-16,3796,NA
Florida,2015,20,2015-05-23,3566,NA
Florida,2015,21,2015-05-30,3628,NA
Florida,2015,22,2015-06-06,3525,NA
Florida,2015,23,2015-06-13,3581,NA
Florida,2015,24,2015-06-20,3625,NA
Florida,2015,25,2015-06-27,3567,NA
Florida,2015,26,2015-07-04,3510,NA
Florida,2015,27,2015-07-11,3607,NA
Florida,2015,28,2015-07-18,3493,NA
Florida,2015,29,2015-07-25,3550,NA
Florida,2015,30,2015-08-01,3475,NA
Florida,2015,31,2015-08-08,3561,NA
Florida,2015,32,2015-08-15,3487,NA
Florida,2015,33,2015-08-22,3528,NA
Florida,2015,34,2015-08-29,3442,NA
Florida,2015,35,2015-09-05,3511,NA
Florida,2015,36,2015-09-12,3507,NA
Florida,2015,37,2015-09-19,3507,NA
Florida,2015,38,2015-09-26,3637,NA
Florida,2015,39,2015-10-03,3488,NA
Florida,2015,40,2015-10-10,3591,NA
Florida,2015,41,2015-10-17,3509,NA
Florida,2015,42,2015-10-24,3599,NA
Florida,2015,43,2015-10-31,3511,NA
Florida,2015,44,2015-11-07,3625,NA
Florida,2015,45,2015-11-14,3443,NA
Florida,2015,46,2015-11-21,3236,NA
Florida,2015,47,2015-11-28,3346,NA
Florida,2015,48,2015-12-05,3690,NA
Florida,2015,49,2015-12-12,3741,NA
Florida,2015,50,2015-12-19,3732,NA
Florida,2015,51,2015-12-26,3836,NA
Florida,2015,52,2016-01-02,3767,NA
Florida,2016,1,2016-01-09,3910,NA
Florida,2016,2,2016-01-16,3937,NA
Florida,2016,3,2016-01-23,4053,NA
Florida,2016,4,2016-01-30,4053,NA
Florida,2016,5,2016-02-06,4119,NA
Florida,2016,6,2016-02-13,4213,NA
Florida,2016,7,2016-02-20,4118,NA
Florida,2016,8,2016-02-27,4200,NA
Florida,2016,9,2016-03-05,4224,NA
Florida,2016,10,2016-03-12,4298,NA
Florida,2016,11,2016-03-19,4193,NA
Florida,2016,12,2016-03-26,4091,NA
Florida,2016,13,2016-04-02,3986,NA
Florida,2016,14,2016-04-09,4052,NA
Florida,2016,15,2016-04-16,3884,NA
Florida,2016,16,2016-04-23,3883,NA
Florida,2016,17,2016-04-30,3771,NA
Florida,2016,18,2016-05-07,3802,NA
Florida,2016,19,2016-05-14,3793,NA
Florida,2016,20,2016-05-21,3700,NA
Florida,2016,21,2016-05-28,3665,NA
Florida,2016,22,2016-06-04,3714,NA
Florida,2016,23,2016-06-11,3545,NA
Florida,2016,24,2016-06-18,3728,NA
Florida,2016,25,2016-06-25,3529,NA
Florida,2016,26,2016-07-02,3589,NA
Florida,2016,27,2016-07-09,3648,NA
Florida,2016,28,2016-07-16,3741,NA
Florida,2016,29,2016-07-23,3673,NA
Florida,2016,30,2016-07-30,3584,NA
Florida,2016,31,2016-08-06,3642,NA
Florida,2016,32,2016-08-13,3637,NA
Florida,2016,33,2016-08-20,3585,NA
Florida,2016,34,2016-08-27,3559,NA
Florida,2016,35,2016-09-03,3672,NA
Florida,2016,36,2016-09-10,3624,NA
Florida,2016,37,2016-09-17,3577,NA
Florida,2016,38,2016-09-24,3612,NA
Florida,2016,39,2016-10-01,3627,NA
Florida,2016,40,2016-10-08,3637,NA
Florida,2016,41,2016-10-15,3650,NA
Florida,2016,42,2016-10-22,3814,NA
Florida,2016,43,2016-10-29,3622,NA
Florida,2016,44,2016-11-05,3740,NA
Florida,2016,45,2016-11-12,3831,NA
Florida,2016,46,2016-11-19,3821,NA
Florida,2016,47,2016-11-26,3954,NA
Florida,2016,48,2016-12-03,3965,NA
Florida,2016,49,2016-12-10,3877,NA
Florida,2016,50,2016-12-17,3902,NA
Florida,2016,51,2016-12-24,3830,NA
Florida,2016,52,2016-12-31,3936,NA
Florida,2017,1,2017-01-07,4153,NA
Florida,2017,2,2017-01-14,4337,NA
Florida,2017,3,2017-01-21,4237,NA
Florida,2017,4,2017-01-28,4039,NA
Florida,2017,5,2017-02-04,4333,NA
Florida,2017,6,2017-02-11,4154,NA
Florida,2017,7,2017-02-18,4295,NA
Florida,2017,8,2017-02-25,4354,NA
Florida,2017,9,2017-03-04,4139,NA
Florida,2017,10,2017-03-11,4314,NA
Florida,2017,11,2017-03-18,4068,NA
Florida,2017,12,2017-03-25,4356,NA
Florida,2017,13,2017-04-01,4140,NA
Florida,2017,14,2017-04-08,4106,NA
Florida,2017,15,2017-04-15,4089,NA
Florida,2017,16,2017-04-22,3943,NA
Florida,2017,17,2017-04-29,3929,NA
Florida,2017,18,2017-05-06,3884,NA
Florida,2017,19,2017-05-13,3816,NA
Florida,2017,20,2017-05-20,3807,NA
Florida,2017,21,2017-05-27,3752,NA
Florida,2017,22,2017-06-03,3836,NA
Florida,2017,23,2017-06-10,3774,NA
Florida,2017,24,2017-06-17,3625,NA
Florida,2017,25,2017-06-24,3807,NA
Florida,2017,26,2017-07-01,3770,NA
Florida,2017,27,2017-07-08,3763,NA
Florida,2017,28,2017-07-15,3671,NA
Florida,2017,29,2017-07-22,3672,NA
Florida,2017,30,2017-07-29,3645,NA
Florida,2017,31,2017-08-05,3688,NA
Florida,2017,32,2017-08-12,3854,NA
Florida,2017,33,2017-08-19,3815,NA
Florida,2017,34,2017-08-26,3637,NA
Florida,2017,35,2017-09-02,3590,NA
Florida,2017,36,2017-09-09,3800,NA
Florida,2017,37,2017-09-16,3864,NA
Florida,2017,38,2017-09-23,3937,NA
Florida,2017,39,2017-09-30,3836,NA
Florida,2017,40,2017-10-07,3901,NA
Florida,2017,41,2017-10-14,3818,NA
Florida,2017,42,2017-10-21,3796,NA
Florida,2017,43,2017-10-28,3849,NA
Florida,2017,44,2017-11-04,3985,NA
Florida,2017,45,2017-11-11,3891,NA
Florida,2017,46,2017-11-18,3943,NA
Florida,2017,47,2017-11-25,3912,NA
Florida,2017,48,2017-12-02,3999,NA
Florida,2017,49,2017-12-09,3914,NA
Florida,2017,50,2017-12-16,4208,NA
Florida,2017,51,2017-12-23,4277,NA
Florida,2017,52,2017-12-30,4211,NA
Florida,2018,1,2018-01-06,4480,NA
Florida,2018,2,2018-01-13,4696,NA
Florida,2018,3,2018-01-20,4719,NA
Florida,2018,4,2018-01-27,4669,NA
Florida,2018,5,2018-02-03,4722,NA
Florida,2018,6,2018-02-10,4658,NA
Florida,2018,7,2018-02-17,4493,NA
Florida,2018,8,2018-02-24,4231,NA
Florida,2018,9,2018-03-03,4231,NA
Florida,2018,10,2018-03-10,4151,NA
Florida,2018,11,2018-03-17,4317,NA
Florida,2018,12,2018-03-24,4197,NA
Florida,2018,13,2018-03-31,4136,NA
Florida,2018,14,2018-04-07,4158,NA
Florida,2018,15,2018-04-14,4014,NA
Florida,2018,16,2018-04-21,3997,NA
Florida,2018,17,2018-04-28,3893,NA
Florida,2018,18,2018-05-05,3961,NA
Florida,2018,19,2018-05-12,3857,NA
Florida,2018,20,2018-05-19,3799,NA
Florida,2018,21,2018-05-26,3678,NA
Florida,2018,22,2018-06-02,3903,NA
Florida,2018,23,2018-06-09,3918,NA
Florida,2018,24,2018-06-16,3793,NA
Florida,2018,25,2018-06-23,3816,NA
Florida,2018,26,2018-06-30,3722,NA
Florida,2018,27,2018-07-07,4021,NA
Florida,2018,28,2018-07-14,3675,NA
Florida,2018,29,2018-07-21,3702,NA
Florida,2018,30,2018-07-28,3633,NA
Florida,2018,31,2018-08-04,3686,NA
Florida,2018,32,2018-08-11,3725,NA
Florida,2018,33,2018-08-18,3566,NA
Florida,2018,34,2018-08-25,3624,NA
Florida,2018,35,2018-09-01,3698,NA
Florida,2018,36,2018-09-08,3677,NA
Florida,2018,37,2018-09-15,3886,NA
Florida,2018,38,2018-09-22,3742,NA
Florida,2018,39,2018-09-29,3765,NA
Florida,2018,40,2018-10-06,3769,NA
Florida,2018,41,2018-10-13,3787,NA
Florida,2018,42,2018-10-20,3712,NA
Florida,2018,43,2018-10-27,3875,NA
Florida,2018,44,2018-11-03,3750,NA
Florida,2018,45,2018-11-10,3814,NA
Florida,2018,46,2018-11-17,3947,NA
Florida,2018,47,2018-11-24,3877,NA
Florida,2018,48,2018-12-01,3934,NA
Florida,2018,49,2018-12-08,4154,NA
Florida,2018,50,2018-12-15,4151,NA
Florida,2018,51,2018-12-22,3978,NA
Florida,2018,52,2018-12-29,4180,NA
Georgia,2014,1,2014-01-04,933,NA
Georgia,2014,2,2014-01-11,1735,NA
Georgia,2014,3,2014-01-18,1664,NA
Georgia,2014,4,2014-01-25,1691,NA
Georgia,2014,5,2014-02-01,1608,NA
Georgia,2014,6,2014-02-08,1590,NA
Georgia,2014,7,2014-02-15,1529,NA
Georgia,2014,8,2014-02-22,1535,NA
Georgia,2014,9,2014-03-01,1526,NA
Georgia,2014,10,2014-03-08,1460,NA
Georgia,2014,11,2014-03-15,1452,NA
Georgia,2014,12,2014-03-22,1516,NA
Georgia,2014,13,2014-03-29,1514,NA
Georgia,2014,14,2014-04-05,1552,NA
Georgia,2014,15,2014-04-12,1438,NA
Georgia,2014,16,2014-04-19,1373,NA
Georgia,2014,17,2014-04-26,1506,NA
Georgia,2014,18,2014-05-03,1433,NA
Georgia,2014,19,2014-05-10,1486,NA
Georgia,2014,20,2014-05-17,1432,NA
Georgia,2014,21,2014-05-24,1479,NA
Georgia,2014,22,2014-05-31,1494,NA
Georgia,2014,23,2014-06-07,1426,NA
Georgia,2014,24,2014-06-14,1401,NA
Georgia,2014,25,2014-06-21,1334,NA
Georgia,2014,26,2014-06-28,1415,NA
Georgia,2014,27,2014-07-05,1365,NA
Georgia,2014,28,2014-07-12,1381,NA
Georgia,2014,29,2014-07-19,1398,NA
Georgia,2014,30,2014-07-26,1332,NA
Georgia,2014,31,2014-08-02,1315,NA
Georgia,2014,32,2014-08-09,1450,NA
Georgia,2014,33,2014-08-16,1347,NA
Georgia,2014,34,2014-08-23,1438,NA
Georgia,2014,35,2014-08-30,1365,NA
Georgia,2014,36,2014-09-06,1400,NA
Georgia,2014,37,2014-09-13,1365,NA
Georgia,2014,38,2014-09-20,1391,NA
Georgia,2014,39,2014-09-27,1367,NA
Georgia,2014,40,2014-10-04,1421,NA
Georgia,2014,41,2014-10-11,1481,NA
Georgia,2014,42,2014-10-18,1415,NA
Georgia,2014,43,2014-10-25,1418,NA
Georgia,2014,44,2014-11-01,1429,NA
Georgia,2014,45,2014-11-08,1538,NA
Georgia,2014,46,2014-11-15,1522,NA
Georgia,2014,47,2014-11-22,1488,NA
Georgia,2014,48,2014-11-29,1559,NA
Georgia,2014,49,2014-12-06,1668,NA
Georgia,2014,50,2014-12-13,1645,NA
Georgia,2014,51,2014-12-20,1711,NA
Georgia,2014,52,2014-12-27,1715,NA
Georgia,2014,53,2015-01-03,1789,NA
Georgia,2015,1,2015-01-10,1768,NA
Georgia,2015,2,2015-01-17,1721,NA
Georgia,2015,3,2015-01-24,1651,NA
Georgia,2015,4,2015-01-31,1655,NA
Georgia,2015,5,2015-02-07,1629,NA
Georgia,2015,6,2015-02-14,1656,NA
Georgia,2015,7,2015-02-21,1700,NA
Georgia,2015,8,2015-02-28,1745,NA
Georgia,2015,9,2015-03-07,1665,NA
Georgia,2015,10,2015-03-14,1698,NA
Georgia,2015,11,2015-03-21,1589,NA
Georgia,2015,12,2015-03-28,1583,NA
Georgia,2015,13,2015-04-04,1574,NA
Georgia,2015,14,2015-04-11,1540,NA
Georgia,2015,15,2015-04-18,1452,NA
Georgia,2015,16,2015-04-25,1572,NA
Georgia,2015,17,2015-05-02,1514,NA
Georgia,2015,18,2015-05-09,1499,NA
Georgia,2015,19,2015-05-16,1512,NA
Georgia,2015,20,2015-05-23,1528,NA
Georgia,2015,21,2015-05-30,1428,NA
Georgia,2015,22,2015-06-06,1456,NA
Georgia,2015,23,2015-06-13,1478,NA
Georgia,2015,24,2015-06-20,1457,NA
Georgia,2015,25,2015-06-27,1522,NA
Georgia,2015,26,2015-07-04,1437,NA
Georgia,2015,27,2015-07-11,1466,NA
Georgia,2015,28,2015-07-18,1475,NA
Georgia,2015,29,2015-07-25,1453,NA
Georgia,2015,30,2015-08-01,1463,NA
Georgia,2015,31,2015-08-08,1441,NA
Georgia,2015,32,2015-08-15,1408,NA
Georgia,2015,33,2015-08-22,1434,NA
Georgia,2015,34,2015-08-29,1414,NA
Georgia,2015,35,2015-09-05,1444,NA
Georgia,2015,36,2015-09-12,1438,NA
Georgia,2015,37,2015-09-19,1468,NA
Georgia,2015,38,2015-09-26,1459,NA
Georgia,2015,39,2015-10-03,1464,NA
Georgia,2015,40,2015-10-10,1473,NA
Georgia,2015,41,2015-10-17,1451,NA
Georgia,2015,42,2015-10-24,1515,NA
Georgia,2015,43,2015-10-31,1573,NA
Georgia,2015,44,2015-11-07,1597,NA
Georgia,2015,45,2015-11-14,1530,NA
Georgia,2015,46,2015-11-21,1575,NA
Georgia,2015,47,2015-11-28,1596,NA
Georgia,2015,48,2015-12-05,1583,NA
Georgia,2015,49,2015-12-12,1704,NA
Georgia,2015,50,2015-12-19,1556,NA
Georgia,2015,51,2015-12-26,1630,NA
Georgia,2015,52,2016-01-02,1553,NA
Georgia,2016,1,2016-01-09,1641,NA
Georgia,2016,2,2016-01-16,1665,NA
Georgia,2016,3,2016-01-23,1657,NA
Georgia,2016,4,2016-01-30,1672,NA
Georgia,2016,5,2016-02-06,1604,NA
Georgia,2016,6,2016-02-13,1701,NA
Georgia,2016,7,2016-02-20,1624,NA
Georgia,2016,8,2016-02-27,1611,NA
Georgia,2016,9,2016-03-05,1600,NA
Georgia,2016,10,2016-03-12,1702,NA
Georgia,2016,11,2016-03-19,1673,NA
Georgia,2016,12,2016-03-26,1518,NA
Georgia,2016,13,2016-04-02,1612,NA
Georgia,2016,14,2016-04-09,1547,NA
Georgia,2016,15,2016-04-16,1626,NA
Georgia,2016,16,2016-04-23,1564,NA
Georgia,2016,17,2016-04-30,1497,NA
Georgia,2016,18,2016-05-07,1457,NA
Georgia,2016,19,2016-05-14,1555,NA
Georgia,2016,20,2016-05-21,1502,NA
Georgia,2016,21,2016-05-28,1445,NA
Georgia,2016,22,2016-06-04,1451,NA
Georgia,2016,23,2016-06-11,1549,NA
Georgia,2016,24,2016-06-18,1559,NA
Georgia,2016,25,2016-06-25,1469,NA
Georgia,2016,26,2016-07-02,1451,NA
Georgia,2016,27,2016-07-09,1458,NA
Georgia,2016,28,2016-07-16,1482,NA
Georgia,2016,29,2016-07-23,1515,NA
Georgia,2016,30,2016-07-30,1496,NA
Georgia,2016,31,2016-08-06,1532,NA
Georgia,2016,32,2016-08-13,1544,NA
Georgia,2016,33,2016-08-20,1485,NA
Georgia,2016,34,2016-08-27,1524,NA
Georgia,2016,35,2016-09-03,1507,NA
Georgia,2016,36,2016-09-10,1526,NA
Georgia,2016,37,2016-09-17,1510,NA
Georgia,2016,38,2016-09-24,1517,NA
Georgia,2016,39,2016-10-01,1479,NA
Georgia,2016,40,2016-10-08,1502,NA
Georgia,2016,41,2016-10-15,1509,NA
Georgia,2016,42,2016-10-22,1411,NA
Georgia,2016,43,2016-10-29,1607,NA
Georgia,2016,44,2016-11-05,1475,NA
Georgia,2016,45,2016-11-12,1572,NA
Georgia,2016,46,2016-11-19,1596,NA
Georgia,2016,47,2016-11-26,1616,NA
Georgia,2016,48,2016-12-03,1708,NA
Georgia,2016,49,2016-12-10,1691,NA
Georgia,2016,50,2016-12-17,1775,NA
Georgia,2016,51,2016-12-24,1642,NA
Georgia,2016,52,2016-12-31,1718,NA
Georgia,2017,1,2017-01-07,1816,NA
Georgia,2017,2,2017-01-14,1751,NA
Georgia,2017,3,2017-01-21,1733,NA
Georgia,2017,4,2017-01-28,1620,NA
Georgia,2017,5,2017-02-04,1693,NA
Georgia,2017,6,2017-02-11,1701,NA
Georgia,2017,7,2017-02-18,1662,NA
Georgia,2017,8,2017-02-25,1711,NA
Georgia,2017,9,2017-03-04,1631,NA
Georgia,2017,10,2017-03-11,1676,NA
Georgia,2017,11,2017-03-18,1695,NA
Georgia,2017,12,2017-03-25,1694,NA
Georgia,2017,13,2017-04-01,1756,NA
Georgia,2017,14,2017-04-08,1596,NA
Georgia,2017,15,2017-04-15,1585,NA
Georgia,2017,16,2017-04-22,1644,NA
Georgia,2017,17,2017-04-29,1563,NA
Georgia,2017,18,2017-05-06,1632,NA
Georgia,2017,19,2017-05-13,1447,NA
Georgia,2017,20,2017-05-20,1582,NA
Georgia,2017,21,2017-05-27,1534,NA
Georgia,2017,22,2017-06-03,1507,NA
Georgia,2017,23,2017-06-10,1527,NA
Georgia,2017,24,2017-06-17,1510,NA
Georgia,2017,25,2017-06-24,1596,NA
Georgia,2017,26,2017-07-01,1497,NA
Georgia,2017,27,2017-07-08,1517,NA
Georgia,2017,28,2017-07-15,1492,NA
Georgia,2017,29,2017-07-22,1565,NA
Georgia,2017,30,2017-07-29,1517,NA
Georgia,2017,31,2017-08-05,1501,NA
Georgia,2017,32,2017-08-12,1487,NA
Georgia,2017,33,2017-08-19,1572,NA
Georgia,2017,34,2017-08-26,1484,NA
Georgia,2017,35,2017-09-02,1529,NA
Georgia,2017,36,2017-09-09,1512,NA
Georgia,2017,37,2017-09-16,1587,NA
Georgia,2017,38,2017-09-23,1518,NA
Georgia,2017,39,2017-09-30,1527,NA
Georgia,2017,40,2017-10-07,1546,NA
Georgia,2017,41,2017-10-14,1591,NA
Georgia,2017,42,2017-10-21,1678,NA
Georgia,2017,43,2017-10-28,1528,NA
Georgia,2017,44,2017-11-04,1626,NA
Georgia,2017,45,2017-11-11,1636,NA
Georgia,2017,46,2017-11-18,1573,NA
Georgia,2017,47,2017-11-25,1629,NA
Georgia,2017,48,2017-12-02,1630,NA
Georgia,2017,49,2017-12-09,1705,NA
Georgia,2017,50,2017-12-16,1704,NA
Georgia,2017,51,2017-12-23,1739,NA
Georgia,2017,52,2017-12-30,1677,NA
Georgia,2018,1,2018-01-06,1934,NA
Georgia,2018,2,2018-01-13,2073,NA
Georgia,2018,3,2018-01-20,1970,NA
Georgia,2018,4,2018-01-27,1979,NA
Georgia,2018,5,2018-02-03,1894,NA
Georgia,2018,6,2018-02-10,1945,NA
Georgia,2018,7,2018-02-17,1891,NA
Georgia,2018,8,2018-02-24,1623,NA
Georgia,2018,9,2018-03-03,1599,NA
Georgia,2018,10,2018-03-10,1648,NA
Georgia,2018,11,2018-03-17,1694,NA
Georgia,2018,12,2018-03-24,1649,NA
Georgia,2018,13,2018-03-31,1684,NA
Georgia,2018,14,2018-04-07,1614,NA
Georgia,2018,15,2018-04-14,1627,NA
Georgia,2018,16,2018-04-21,1614,NA
Georgia,2018,17,2018-04-28,1649,NA
Georgia,2018,18,2018-05-05,1604,NA
Georgia,2018,19,2018-05-12,1680,NA
Georgia,2018,20,2018-05-19,1555,NA
Georgia,2018,21,2018-05-26,1527,NA
Georgia,2018,22,2018-06-02,1608,NA
Georgia,2018,23,2018-06-09,1536,NA
Georgia,2018,24,2018-06-16,1517,NA
Georgia,2018,25,2018-06-23,1494,NA
Georgia,2018,26,2018-06-30,1546,NA
Georgia,2018,27,2018-07-07,1501,NA
Georgia,2018,28,2018-07-14,1512,NA
Georgia,2018,29,2018-07-21,1480,NA
Georgia,2018,30,2018-07-28,1512,NA
Georgia,2018,31,2018-08-04,1524,NA
Georgia,2018,32,2018-08-11,1527,NA
Georgia,2018,33,2018-08-18,1598,NA
Georgia,2018,34,2018-08-25,1596,NA
Georgia,2018,35,2018-09-01,1568,NA
Georgia,2018,36,2018-09-08,1439,NA
Georgia,2018,37,2018-09-15,1522,NA
Georgia,2018,38,2018-09-22,1579,NA
Georgia,2018,39,2018-09-29,1485,NA
Georgia,2018,40,2018-10-06,1605,NA
Georgia,2018,41,2018-10-13,1506,NA
Georgia,2018,42,2018-10-20,1505,NA
Georgia,2018,43,2018-10-27,1616,NA
Georgia,2018,44,2018-11-03,1624,NA
Georgia,2018,45,2018-11-10,1578,NA
Georgia,2018,46,2018-11-17,1662,NA
Georgia,2018,47,2018-11-24,1695,NA
Georgia,2018,48,2018-12-01,1690,NA
Georgia,2018,49,2018-12-08,1693,NA
Georgia,2018,50,2018-12-15,1774,NA
Georgia,2018,51,2018-12-22,1771,NA
Georgia,2018,52,2018-12-29,1760,NA
Hawaii,2014,1,2014-01-04,117,NA
Hawaii,2014,2,2014-01-11,201,NA
Hawaii,2014,3,2014-01-18,222,NA
Hawaii,2014,4,2014-01-25,199,NA
Hawaii,2014,5,2014-02-01,210,NA
Hawaii,2014,6,2014-02-08,231,NA
Hawaii,2014,7,2014-02-15,223,NA
Hawaii,2014,8,2014-02-22,218,NA
Hawaii,2014,9,2014-03-01,223,NA
Hawaii,2014,10,2014-03-08,215,NA
Hawaii,2014,11,2014-03-15,207,NA
Hawaii,2014,12,2014-03-22,231,NA
Hawaii,2014,13,2014-03-29,221,NA
Hawaii,2014,14,2014-04-05,228,NA
Hawaii,2014,15,2014-04-12,207,NA
Hawaii,2014,16,2014-04-19,231,NA
Hawaii,2014,17,2014-04-26,194,NA
Hawaii,2014,18,2014-05-03,215,NA
Hawaii,2014,19,2014-05-10,216,NA
Hawaii,2014,20,2014-05-17,216,NA
Hawaii,2014,21,2014-05-24,196,NA
Hawaii,2014,22,2014-05-31,210,NA
Hawaii,2014,23,2014-06-07,218,NA
Hawaii,2014,24,2014-06-14,205,NA
Hawaii,2014,25,2014-06-21,232,NA
Hawaii,2014,26,2014-06-28,188,NA
Hawaii,2014,27,2014-07-05,202,NA
Hawaii,2014,28,2014-07-12,190,NA
Hawaii,2014,29,2014-07-19,216,NA
Hawaii,2014,30,2014-07-26,205,NA
Hawaii,2014,31,2014-08-02,199,NA
Hawaii,2014,32,2014-08-09,216,NA
Hawaii,2014,33,2014-08-16,196,NA
Hawaii,2014,34,2014-08-23,218,NA
Hawaii,2014,35,2014-08-30,204,NA
Hawaii,2014,36,2014-09-06,233,NA
Hawaii,2014,37,2014-09-13,201,NA
Hawaii,2014,38,2014-09-20,221,NA
Hawaii,2014,39,2014-09-27,208,NA
Hawaii,2014,40,2014-10-04,192,NA
Hawaii,2014,41,2014-10-11,205,NA
Hawaii,2014,42,2014-10-18,190,NA
Hawaii,2014,43,2014-10-25,169,NA
Hawaii,2014,44,2014-11-01,218,NA
Hawaii,2014,45,2014-11-08,200,NA
Hawaii,2014,46,2014-11-15,183,NA
Hawaii,2014,47,2014-11-22,179,NA
Hawaii,2014,48,2014-11-29,195,NA
Hawaii,2014,49,2014-12-06,201,NA
Hawaii,2014,50,2014-12-13,190,NA
Hawaii,2014,51,2014-12-20,237,NA
Hawaii,2014,52,2014-12-27,195,NA
Hawaii,2014,53,2015-01-03,218,NA
Hawaii,2015,1,2015-01-10,266,NA
Hawaii,2015,2,2015-01-17,262,NA
Hawaii,2015,3,2015-01-24,240,NA
Hawaii,2015,4,2015-01-31,229,NA
Hawaii,2015,5,2015-02-07,262,NA
Hawaii,2015,6,2015-02-14,244,NA
Hawaii,2015,7,2015-02-21,224,NA
Hawaii,2015,8,2015-02-28,201,NA
Hawaii,2015,9,2015-03-07,231,NA
Hawaii,2015,10,2015-03-14,218,NA
Hawaii,2015,11,2015-03-21,231,NA
Hawaii,2015,12,2015-03-28,202,NA
Hawaii,2015,13,2015-04-04,213,NA
Hawaii,2015,14,2015-04-11,198,NA
Hawaii,2015,15,2015-04-18,212,NA
Hawaii,2015,16,2015-04-25,198,NA
Hawaii,2015,17,2015-05-02,195,NA
Hawaii,2015,18,2015-05-09,235,NA
Hawaii,2015,19,2015-05-16,220,NA
Hawaii,2015,20,2015-05-23,211,NA
Hawaii,2015,21,2015-05-30,219,NA
Hawaii,2015,22,2015-06-06,207,NA
Hawaii,2015,23,2015-06-13,213,NA
Hawaii,2015,24,2015-06-20,251,NA
Hawaii,2015,25,2015-06-27,207,NA
Hawaii,2015,26,2015-07-04,244,NA
Hawaii,2015,27,2015-07-11,213,NA
Hawaii,2015,28,2015-07-18,202,NA
Hawaii,2015,29,2015-07-25,179,NA
Hawaii,2015,30,2015-08-01,201,NA
Hawaii,2015,31,2015-08-08,197,NA
Hawaii,2015,32,2015-08-15,218,NA
Hawaii,2015,33,2015-08-22,220,NA
Hawaii,2015,34,2015-08-29,192,NA
Hawaii,2015,35,2015-09-05,241,NA
Hawaii,2015,36,2015-09-12,198,NA
Hawaii,2015,37,2015-09-19,221,NA
Hawaii,2015,38,2015-09-26,229,NA
Hawaii,2015,39,2015-10-03,225,NA
Hawaii,2015,40,2015-10-10,231,NA
Hawaii,2015,41,2015-10-17,212,NA
Hawaii,2015,42,2015-10-24,177,NA
Hawaii,2015,43,2015-10-31,170,NA
Hawaii,2015,44,2015-11-07,224,NA
Hawaii,2015,45,2015-11-14,187,NA
Hawaii,2015,46,2015-11-21,163,NA
Hawaii,2015,47,2015-11-28,205,NA
Hawaii,2015,48,2015-12-05,211,NA
Hawaii,2015,49,2015-12-12,205,NA
Hawaii,2015,50,2015-12-19,203,NA
Hawaii,2015,51,2015-12-26,195,NA
Hawaii,2015,52,2016-01-02,216,NA
Hawaii,2016,1,2016-01-09,231,NA
Hawaii,2016,2,2016-01-16,209,NA
Hawaii,2016,3,2016-01-23,220,NA
