seasonid,baseline,threshold,percent_pni,percent_complete,number_influenza,number_pneumonia,all_deaths,total_pni,weeknumber,geo_description,age_label,week_start,week_end,year_week_num,mmwrid,coverage_area,region_name,callout
54,,,0.068,0.8959999999999999,0,301,4405,301,27,State,All,2015-07-05,2015-07-11,27,2793,state,California,At or Above Threshold
54,,,0.069,0.946,1,319,4650,320,28,State,All,2015-07-12,2015-07-18,28,2794,state,California,At or Above Threshold
54,,,0.071,0.938,0,329,4612,329,29,State,All,2015-07-19,2015-07-25,29,2795,state,California,At or Above Threshold
54,,,0.07,0.963,1,329,4733,330,30,State,All,2015-07-26,2015-08-01,30,2796,state,California,At or Above Threshold
54,,,0.068,0.927,0,310,4557,310,31,State,All,2015-08-02,2015-08-08,31,2797,state,California,At or Above Threshold
54,,,0.065,0.9279999999999999,0,298,4559,298,32,State,All,2015-08-09,2015-08-15,32,2798,state,California,At or Above Threshold
54,,,0.068,0.943,1,316,4637,317,33,State,All,2015-08-16,2015-08-22,33,2799,state,California,At or Above Threshold
54,,,0.07,0.958,0,330,4709,330,34,State,All,2015-08-23,2015-08-29,34,2800,state,California,At or Above Threshold
54,,,0.062,0.9359999999999999,0,286,4599,286,35,State,All,2015-08-30,2015-09-05,35,2801,state,California,At or Above Threshold
54,,,0.068,0.977,0,326,4803,326,36,State,All,2015-09-06,2015-09-12,36,2802,state,California,At or Above Threshold
54,,,0.07200000000000001,0.9570000000000001,0,338,4704,338,37,State,All,2015-09-13,2015-09-19,37,2803,state,California,At or Above Threshold
54,,,0.073,0.937,0,335,4608,335,38,State,All,2015-09-20,2015-09-26,38,2804,state,California,At or Above Threshold
54,,,0.07200000000000001,0.927,0,326,4558,326,39,State,All,2015-09-27,2015-10-03,39,2805,state,California,At or Above Threshold
54,,,0.052000000000000005,0.937,0,34,649,34,40,State,All,2014-09-28,2014-10-04,40,2753,state,Colorado,At or Above Threshold
54,,,0.057,0.9129999999999999,0,36,632,36,41,State,All,2014-10-05,2014-10-11,41,2754,state,Colorado,At or Above Threshold
54,,,0.045,1,0,34,755,34,42,State,All,2014-10-12,2014-10-18,42,2755,state,Colorado,At or Above Threshold
54,,,0.063,0.9329999999999999,0,41,646,41,43,State,All,2014-10-19,2014-10-25,43,2756,state,Colorado,At or Above Threshold
54,,,0.045,0.97,0,30,672,30,44,State,All,2014-10-26,2014-11-01,44,2757,state,Colorado,At or Above Threshold
54,,,0.059000000000000004,0.955,0,39,661,39,45,State,All,2014-11-02,2014-11-08,45,2758,state,Colorado,At or Above Threshold
54,,,0.048,0.9990000000000001,0,33,692,33,46,State,All,2014-11-09,2014-11-15,46,2759,state,Colorado,At or Above Threshold
54,,,0.046,1,0,32,703,32,47,State,All,2014-11-16,2014-11-22,47,2760,state,Colorado,At or Above Threshold
54,,,0.051,1,1,36,725,37,48,State,All,2014-11-23,2014-11-29,48,2761,state,Colorado,At or Above Threshold
54,,,0.071,1,4,47,717,51,49,State,All,2014-11-30,2014-12-06,49,2762,state,Colorado,At or Above Threshold
54,,,0.08,1,8,51,733,59,50,State,All,2014-12-07,2014-12-13,50,2763,state,Colorado,At or Above Threshold
54,,,0.091,1,14,54,747,68,51,State,All,2014-12-14,2014-12-20,51,2764,state,Colorado,At or Above Threshold
54,,,0.11199999999999999,1,19,73,820,92,52,State,All,2014-12-21,2014-12-27,52,2765,state,Colorado,At or Above Threshold
54,,,0.114,1,31,76,940,107,53,State,All,2014-12-28,2015-01-03,53,2766,state,Colorado,At or Above Threshold
54,,,0.138,1,36,85,877,121,1,State,All,2015-01-04,2015-01-10,1,2767,state,Colorado,At or Above Threshold
54,,,0.127,1,20,83,810,103,2,State,All,2015-01-11,2015-01-17,2,2768,state,Colorado,At or Above Threshold
54,,,0.076,1,6,51,747,57,3,State,All,2015-01-18,2015-01-24,3,2769,state,Colorado,At or Above Threshold
54,,,0.078,1,10,50,774,60,4,State,All,2015-01-25,2015-01-31,4,2770,state,Colorado,At or Above Threshold
54,,,0.067,1,4,45,734,49,5,State,All,2015-02-01,2015-02-07,5,2771,state,Colorado,At or Above Threshold
54,,,0.07400000000000001,0.97,2,48,672,50,6,State,All,2015-02-08,2015-02-14,6,2772,state,Colorado,At or Above Threshold
54,,,0.081,1,3,55,712,58,7,State,All,2015-02-15,2015-02-21,7,2773,state,Colorado,At or Above Threshold
54,,,0.07200000000000001,1,5,46,709,51,8,State,All,2015-02-22,2015-02-28,8,2774,state,Colorado,At or Above Threshold
54,,,0.063,0.96,0,42,665,42,9,State,All,2015-03-01,2015-03-07,9,2775,state,Colorado,At or Above Threshold
54,,,0.069,0.96,3,43,665,46,10,State,All,2015-03-08,2015-03-14,10,2776,state,Colorado,At or Above Threshold
54,,,0.07,1,3,48,725,51,11,State,All,2015-03-15,2015-03-21,11,2777,state,Colorado,At or Above Threshold
54,,,0.07200000000000001,1,1,49,694,50,12,State,All,2015-03-22,2015-03-28,12,2778,state,Colorado,At or Above Threshold
54,,,0.076,1,4,50,715,54,13,State,All,2015-03-29,2015-04-04,13,2779,state,Colorado,At or Above Threshold
54,,,0.071,1,4,48,732,52,14,State,All,2015-04-05,2015-04-11,14,2780,state,Colorado,At or Above Threshold
54,,,0.069,1,0,52,757,52,15,State,All,2015-04-12,2015-04-18,15,2781,state,Colorado,At or Above Threshold
54,,,0.059000000000000004,1,3,40,724,43,16,State,All,2015-04-19,2015-04-25,16,2782,state,Colorado,At or Above Threshold
54,,,0.06,1,0,42,699,42,17,State,All,2015-04-26,2015-05-02,17,2783,state,Colorado,At or Above Threshold
54,,,0.049,0.937,0,32,649,32,18,State,All,2015-05-03,2015-05-09,18,2784,state,Colorado,At or Above Threshold
54,,,0.066,1,1,46,714,47,19,State,All,2015-05-10,2015-05-16,19,2785,state,Colorado,At or Above Threshold
54,,,0.043,1,0,31,720,31,20,State,All,2015-05-17,2015-05-23,20,2786,state,Colorado,At or Above Threshold
54,,,0.062,0.985,0,42,682,42,21,State,All,2015-05-24,2015-05-30,21,2787,state,Colorado,At or Above Threshold
54,,,0.08,0.9179999999999999,0,51,636,51,22,State,All,2015-05-31,2015-06-06,22,2788,state,Colorado,At or Above Threshold
54,,,0.073,1,0,51,698,51,23,State,All,2015-06-07,2015-06-13,23,2789,state,Colorado,At or Above Threshold
54,,,0.063,1,0,45,718,45,24,State,All,2015-06-14,2015-06-20,24,2790,state,Colorado,At or Above Threshold
54,,,0.051,0.991,0,35,686,35,25,State,All,2015-06-21,2015-06-27,25,2791,state,Colorado,At or Above Threshold
54,,,0.048,0.9079999999999999,0,30,629,30,26,State,All,2015-06-28,2015-07-04,26,2792,state,Colorado,At or Above Threshold
54,,,0.06,0.914,0,38,633,38,27,State,All,2015-07-05,2015-07-11,27,2793,state,Colorado,At or Above Threshold
54,,,0.059000000000000004,0.95,0,39,658,39,28,State,All,2015-07-12,2015-07-18,28,2794,state,Colorado,At or Above Threshold
54,,,0.048,0.972,0,32,673,32,29,State,All,2015-07-19,2015-07-25,29,2795,state,Colorado,At or Above Threshold
54,,,0.046,0.976,0,31,676,31,30,State,All,2015-07-26,2015-08-01,30,2796,state,Colorado,At or Above Threshold
54,,,0.059000000000000004,0.978,0,40,677,40,31,State,All,2015-08-02,2015-08-08,31,2797,state,Colorado,At or Above Threshold
54,,,0.049,0.9359999999999999,0,32,648,32,32,State,All,2015-08-09,2015-08-15,32,2798,state,Colorado,At or Above Threshold
54,,,0.044000000000000004,0.927,0,28,642,28,33,State,All,2015-08-16,2015-08-22,33,2799,state,Colorado,At or Above Threshold
54,,,0.044000000000000004,0.9209999999999999,1,27,638,28,34,State,All,2015-08-23,2015-08-29,34,2800,state,Colorado,At or Above Threshold
54,,,0.035,0.9179999999999999,0,22,636,22,35,State,All,2015-08-30,2015-09-05,35,2801,state,Colorado,At or Above Threshold
54,,,0.055999999999999994,0.929,0,36,643,36,36,State,All,2015-09-06,2015-09-12,36,2802,state,Colorado,At or Above Threshold
54,,,0.049,0.907,0,31,628,31,37,State,All,2015-09-13,2015-09-19,37,2803,state,Colorado,At or Above Threshold
54,,,0.07,0.884,0,43,612,43,38,State,All,2015-09-20,2015-09-26,38,2804,state,Colorado,At or Above Threshold
54,,,0.055,0.995,0,38,689,38,39,State,All,2015-09-27,2015-10-03,39,2805,state,Colorado,At or Above Threshold
54,,,0.071,0.902,0,37,524,37,40,State,All,2014-09-28,2014-10-04,40,2753,state,Connecticut,At or Above Threshold
54,,,0.073,0.914,0,39,531,39,41,State,All,2014-10-05,2014-10-11,41,2754,state,Connecticut,At or Above Threshold
54,,,0.057999999999999996,1,0,34,584,34,42,State,All,2014-10-12,2014-10-18,42,2755,state,Connecticut,At or Above Threshold
54,,,0.052000000000000005,0.955,0,29,555,29,43,State,All,2014-10-19,2014-10-25,43,2756,state,Connecticut,At or Above Threshold
54,,,0.067,0.9570000000000001,0,37,556,37,44,State,All,2014-10-26,2014-11-01,44,2757,state,Connecticut,At or Above Threshold
54,,,0.064,1,0,39,606,39,45,State,All,2014-11-02,2014-11-08,45,2758,state,Connecticut,At or Above Threshold
54,,,0.078,0.9309999999999999,0,42,541,42,46,State,All,2014-11-09,2014-11-15,46,2759,state,Connecticut,At or Above Threshold
54,,,0.069,0.998,0,40,580,40,47,State,All,2014-11-16,2014-11-22,47,2760,state,Connecticut,At or Above Threshold
54,,,0.069,0.904,0,36,525,36,48,State,All,2014-11-23,2014-11-29,48,2761,state,Connecticut,At or Above Threshold
54,,,0.081,0.938,0,44,545,44,49,State,All,2014-11-30,2014-12-06,49,2762,state,Connecticut,At or Above Threshold
54,,,0.063,1,0,37,590,37,50,State,All,2014-12-07,2014-12-13,50,2763,state,Connecticut,At or Above Threshold
54,,,0.076,1,0,49,642,49,51,State,All,2014-12-14,2014-12-20,51,2764,state,Connecticut,At or Above Threshold
54,,,0.06,1,0,35,583,35,52,State,All,2014-12-21,2014-12-27,52,2765,state,Connecticut,At or Above Threshold
54,,,0.07,1,2,41,613,43,53,State,All,2014-12-28,2015-01-03,53,2766,state,Connecticut,At or Above Threshold
54,,,0.08800000000000001,1,7,50,648,57,1,State,All,2015-01-04,2015-01-10,1,2767,state,Connecticut,At or Above Threshold
54,,,0.092,1,12,48,652,60,2,State,All,2015-01-11,2015-01-17,2,2768,state,Connecticut,At or Above Threshold
54,,,0.091,1,7,56,693,63,3,State,All,2015-01-18,2015-01-24,3,2769,state,Connecticut,At or Above Threshold
54,,,0.077,1,2,50,673,52,4,State,All,2015-01-25,2015-01-31,4,2770,state,Connecticut,At or Above Threshold
54,,,0.09300000000000001,1,6,60,710,66,5,State,All,2015-02-01,2015-02-07,5,2771,state,Connecticut,At or Above Threshold
54,,,0.105,1,11,58,659,69,6,State,All,2015-02-08,2015-02-14,6,2772,state,Connecticut,At or Above Threshold
54,,,0.076,1,5,46,668,51,7,State,All,2015-02-15,2015-02-21,7,2773,state,Connecticut,At or Above Threshold
54,,,0.10300000000000001,1,5,63,661,68,8,State,All,2015-02-22,2015-02-28,8,2774,state,Connecticut,At or Above Threshold
54,,,0.109,1,7,66,670,73,9,State,All,2015-03-01,2015-03-07,9,2775,state,Connecticut,At or Above Threshold
54,,,0.087,1,8,47,635,55,10,State,All,2015-03-08,2015-03-14,10,2776,state,Connecticut,At or Above Threshold
54,,,0.077,1,3,43,599,46,11,State,All,2015-03-15,2015-03-21,11,2777,state,Connecticut,At or Above Threshold
54,,,0.09,1,6,55,676,61,12,State,All,2015-03-22,2015-03-28,12,2778,state,Connecticut,At or Above Threshold
54,,,0.071,1,6,37,608,43,13,State,All,2015-03-29,2015-04-04,13,2779,state,Connecticut,At or Above Threshold
54,,,0.086,1,6,46,608,52,14,State,All,2015-04-05,2015-04-11,14,2780,state,Connecticut,At or Above Threshold
54,,,0.075,1,3,42,599,45,15,State,All,2015-04-12,2015-04-18,15,2781,state,Connecticut,At or Above Threshold
54,,,0.10099999999999999,1,4,55,586,59,16,State,All,2015-04-19,2015-04-25,16,2782,state,Connecticut,At or Above Threshold
54,,,0.09,1,7,45,581,52,17,State,All,2015-04-26,2015-05-02,17,2783,state,Connecticut,At or Above Threshold
54,,,0.07,0.9570000000000001,0,39,556,39,18,State,All,2015-05-03,2015-05-09,18,2784,state,Connecticut,At or Above Threshold
54,,,0.073,1,0,43,590,43,19,State,All,2015-05-10,2015-05-16,19,2785,state,Connecticut,At or Above Threshold
54,,,0.066,0.935,1,35,543,36,20,State,All,2015-05-17,2015-05-23,20,2786,state,Connecticut,At or Above Threshold
54,,,0.075,0.983,0,43,571,43,21,State,All,2015-05-24,2015-05-30,21,2787,state,Connecticut,At or Above Threshold
54,,,0.063,0.924,0,34,537,34,22,State,All,2015-05-31,2015-06-06,22,2788,state,Connecticut,At or Above Threshold
54,,,0.055999999999999994,0.9590000000000001,0,31,557,31,23,State,All,2015-06-07,2015-06-13,23,2789,state,Connecticut,At or Above Threshold
54,,,0.059000000000000004,0.91,0,31,529,31,24,State,All,2015-06-14,2015-06-20,24,2790,state,Connecticut,At or Above Threshold
54,,,0.106,0.976,0,60,567,60,25,State,All,2015-06-21,2015-06-27,25,2791,state,Connecticut,At or Above Threshold
54,,,0.07400000000000001,0.935,1,39,543,40,26,State,All,2015-06-28,2015-07-04,26,2792,state,Connecticut,At or Above Threshold
54,,,0.064,1,0,38,597,38,27,State,All,2015-07-05,2015-07-11,27,2793,state,Connecticut,At or Above Threshold
54,,,0.061,0.981,0,35,570,35,28,State,All,2015-07-12,2015-07-18,28,2794,state,Connecticut,At or Above Threshold
54,,,0.096,0.917,0,51,533,51,29,State,All,2015-07-19,2015-07-25,29,2795,state,Connecticut,At or Above Threshold
54,,,0.061,0.9309999999999999,0,33,541,33,30,State,All,2015-07-26,2015-08-01,30,2796,state,Connecticut,At or Above Threshold
54,,,0.057,0.91,0,30,529,30,31,State,All,2015-08-02,2015-08-08,31,2797,state,Connecticut,At or Above Threshold
54,,,0.06,0.855,0,30,497,30,32,State,All,2015-08-09,2015-08-15,32,2798,state,Connecticut,At or Above Threshold
54,,,0.073,0.878,0,37,510,37,33,State,All,2015-08-16,2015-08-22,33,2799,state,Connecticut,At or Above Threshold
54,,,0.05,0.89,0,26,517,26,34,State,All,2015-08-23,2015-08-29,34,2800,state,Connecticut,At or Above Threshold
54,,,0.071,0.9259999999999999,0,38,538,38,35,State,All,2015-08-30,2015-09-05,35,2801,state,Connecticut,At or Above Threshold
54,,,0.049,0.873,0,25,507,25,36,State,All,2015-09-06,2015-09-12,36,2802,state,Connecticut,At or Above Threshold
54,,,0.046,0.9740000000000001,0,26,566,26,37,State,All,2015-09-13,2015-09-19,37,2803,state,Connecticut,At or Above Threshold
54,,,0.081,0.9520000000000001,0,45,553,45,38,State,All,2015-09-20,2015-09-26,38,2804,state,Connecticut,At or Above Threshold
54,,,0.068,0.9159999999999999,0,36,532,36,39,State,All,2015-09-27,2015-10-03,39,2805,state,Connecticut,At or Above Threshold
54,,,0.071,0.951,0,11,156,11,40,State,All,2014-09-28,2014-10-04,40,2753,state,Delaware,At or Above Threshold
54,,,0.067,1,0,11,165,11,41,State,All,2014-10-05,2014-10-11,41,2754,state,Delaware,At or Above Threshold
54,,,0.086,0.927,0,13,152,13,42,State,All,2014-10-12,2014-10-18,42,2755,state,Delaware,At or Above Threshold
54,,,0.057,0.97,1,8,159,9,43,State,All,2014-10-19,2014-10-25,43,2756,state,Delaware,At or Above Threshold
54,,,0.055999999999999994,0.982,0,9,161,9,44,State,All,2014-10-26,2014-11-01,44,2757,state,Delaware,At or Above Threshold
54,,,0.073,0.9209999999999999,0,11,151,11,45,State,All,2014-11-02,2014-11-08,45,2758,state,Delaware,At or Above Threshold
54,,,0.047,1,0,8,170,8,46,State,All,2014-11-09,2014-11-15,46,2759,state,Delaware,At or Above Threshold
54,,,0.055,0.9940000000000001,1,8,163,9,47,State,All,2014-11-16,2014-11-22,47,2760,state,Delaware,At or Above Threshold
54,,,0.067,1,0,11,165,11,48,State,All,2014-11-23,2014-11-29,48,2761,state,Delaware,At or Above Threshold
54,,,0.03,1,0,5,169,5,49,State,All,2014-11-30,2014-12-06,49,2762,state,Delaware,At or Above Threshold
54,,,0.057,1,1,9,175,10,50,State,All,2014-12-07,2014-12-13,50,2763,state,Delaware,At or Above Threshold
54,,,0.063,1,0,11,174,11,51,State,All,2014-12-14,2014-12-20,51,2764,state,Delaware,At or Above Threshold
54,,,0.047,1,0,8,172,8,52,State,All,2014-12-21,2014-12-27,52,2765,state,Delaware,At or Above Threshold
54,,,0.083,1,3,13,192,16,53,State,All,2014-12-28,2015-01-03,53,2766,state,Delaware,At or Above Threshold
54,,,0.129,1,5,25,233,30,1,State,All,2015-01-04,2015-01-10,1,2767,state,Delaware,At or Above Threshold
54,,,0.126,1,3,23,206,26,2,State,All,2015-01-11,2015-01-17,2,2768,state,Delaware,At or Above Threshold
54,,,0.114,1,3,17,176,20,3,State,All,2015-01-18,2015-01-24,3,2769,state,Delaware,At or Above Threshold
54,,,0.141,1,5,23,198,28,4,State,All,2015-01-25,2015-01-31,4,2770,state,Delaware,At or Above Threshold
54,,,0.092,1,5,11,174,16,5,State,All,2015-02-01,2015-02-07,5,2771,state,Delaware,At or Above Threshold
54,,,0.054000000000000006,1,0,10,186,10,6,State,All,2015-02-08,2015-02-14,6,2772,state,Delaware,At or Above Threshold
54,,,0.079,1,4,12,203,16,7,State,All,2015-02-15,2015-02-21,7,2773,state,Delaware,At or Above Threshold
54,,,0.083,1,1,14,181,15,8,State,All,2015-02-22,2015-02-28,8,2774,state,Delaware,At or Above Threshold
54,,,0.07200000000000001,1,1,11,166,12,9,State,All,2015-03-01,2015-03-07,9,2775,state,Delaware,At or Above Threshold
54,,,0.092,1,0,16,174,16,10,State,All,2015-03-08,2015-03-14,10,2776,state,Delaware,At or Above Threshold
54,,,0.049,0.9940000000000001,0,8,163,8,11,State,All,2015-03-15,2015-03-21,11,2777,state,Delaware,At or Above Threshold
54,,,0.08,1,0,14,175,14,12,State,All,2015-03-22,2015-03-28,12,2778,state,Delaware,At or Above Threshold
54,,,0.040999999999999995,1,1,6,170,7,13,State,All,2015-03-29,2015-04-04,13,2779,state,Delaware,At or Above Threshold
54,,,0.054000000000000006,1,0,9,168,9,14,State,All,2015-04-05,2015-04-11,14,2780,state,Delaware,At or Above Threshold
54,,,0.028999999999999998,1,0,5,171,5,15,State,All,2015-04-12,2015-04-18,15,2781,state,Delaware,At or Above Threshold
54,,,0.059000000000000004,1,0,10,170,10,16,State,All,2015-04-19,2015-04-25,16,2782,state,Delaware,At or Above Threshold
54,,,0.071,1,0,12,170,12,17,State,All,2015-04-26,2015-05-02,17,2783,state,Delaware,At or Above Threshold
54,,,0.051,1,0,9,177,9,18,State,All,2015-05-03,2015-05-09,18,2784,state,Delaware,At or Above Threshold
54,,,0.078,0.9390000000000001,0,12,154,12,19,State,All,2015-05-10,2015-05-16,19,2785,state,Delaware,At or Above Threshold
54,,,0.08800000000000001,0.902,0,13,148,13,20,State,All,2015-05-17,2015-05-23,20,2786,state,Delaware,At or Above Threshold
54,,,0.1,0.915,0,15,150,15,21,State,All,2015-05-24,2015-05-30,21,2787,state,Delaware,At or Above Threshold
54,,,0.031,0.787,0,4,129,4,22,State,All,2015-05-31,2015-06-06,22,2788,state,Delaware,At or Above Threshold
54,,,0.039,0.945,0,6,155,6,23,State,All,2015-06-07,2015-06-13,23,2789,state,Delaware,At or Above Threshold
54,,,0.087,1,0,15,172,15,24,State,All,2015-06-14,2015-06-20,24,2790,state,Delaware,At or Above Threshold
54,,,0.05,0.848,0,7,139,7,25,State,All,2015-06-21,2015-06-27,25,2791,state,Delaware,At or Above Threshold
54,,,0.096,0.951,0,15,156,15,26,State,All,2015-06-28,2015-07-04,26,2792,state,Delaware,At or Above Threshold
54,,,0.033,0.927,0,5,152,5,27,State,All,2015-07-05,2015-07-11,27,2793,state,Delaware,At or Above Threshold
54,,,0.063,0.97,0,10,159,10,28,State,All,2015-07-12,2015-07-18,28,2794,state,Delaware,At or Above Threshold
54,,,0.038,0.976,0,6,160,6,29,State,All,2015-07-19,2015-07-25,29,2795,state,Delaware,At or Above Threshold
54,,,0.022000000000000002,0.8170000000000001,0,3,134,3,30,State,All,2015-07-26,2015-08-01,30,2796,state,Delaware,At or Above Threshold
54,,,0.079,0.848,0,11,139,11,31,State,All,2015-08-02,2015-08-08,31,2797,state,Delaware,At or Above Threshold
54,,,0.046,0.927,0,7,152,7,32,State,All,2015-08-09,2015-08-15,32,2798,state,Delaware,At or Above Threshold
54,,,0.062,0.89,0,9,146,9,33,State,All,2015-08-16,2015-08-22,33,2799,state,Delaware,At or Above Threshold
54,,,0.053,1,0,9,169,9,34,State,All,2015-08-23,2015-08-29,34,2800,state,Delaware,At or Above Threshold
54,,,0.048,0.8959999999999999,0,7,147,7,35,State,All,2015-08-30,2015-09-05,35,2801,state,Delaware,At or Above Threshold
54,,,0.054000000000000006,1,0,9,167,9,36,State,All,2015-09-06,2015-09-12,36,2802,state,Delaware,At or Above Threshold
54,,,0.044000000000000004,0.8290000000000001,0,6,136,6,37,State,All,2015-09-13,2015-09-19,37,2803,state,Delaware,At or Above Threshold
54,,,0.055,1,0,9,165,9,38,State,All,2015-09-20,2015-09-26,38,2804,state,Delaware,At or Above Threshold
54,,,0.053,0.9209999999999999,0,8,151,8,39,State,All,2015-09-27,2015-10-03,39,2805,state,Delaware,At or Above Threshold
54,,,0.013000000000000001,0.8270000000000001,0,1,77,1,40,State,All,2014-09-28,2014-10-04,40,2753,state,District of Columbia,At or Above Threshold
54,,,0.063,1,0,7,112,7,41,State,All,2014-10-05,2014-10-11,41,2754,state,District of Columbia,At or Above Threshold
54,,,0.021,1,0,2,96,2,42,State,All,2014-10-12,2014-10-18,42,2755,state,District of Columbia,At or Above Threshold
54,,,0.024,0.8909999999999999,0,2,83,2,43,State,All,2014-10-19,2014-10-25,43,2756,state,District of Columbia,At or Above Threshold
54,,,0.055,0.977,0,5,91,5,44,State,All,2014-10-26,2014-11-01,44,2757,state,District of Columbia,At or Above Threshold
54,,,0.128,0.924,1,10,86,11,45,State,All,2014-11-02,2014-11-08,45,2758,state,District of Columbia,At or Above Threshold
54,,,0.046,0.934,0,4,87,4,46,State,All,2014-11-09,2014-11-15,46,2759,state,District of Columbia,At or Above Threshold
54,,,0.033,0.9670000000000001,0,3,90,3,47,State,All,2014-11-16,2014-11-22,47,2760,state,District of Columbia,At or Above Threshold
54,,,0.115,0.934,0,10,87,10,48,State,All,2014-11-23,2014-11-29,48,2761,state,District of Columbia,At or Above Threshold
54,,,0.096,0.8909999999999999,1,7,83,8,49,State,All,2014-11-30,2014-12-06,49,2762,state,District of Columbia,At or Above Threshold
54,,,0.055,1,1,5,110,6,50,State,All,2014-12-07,2014-12-13,50,2763,state,District of Columbia,At or Above Threshold
54,,,0.040999999999999995,1,0,4,97,4,51,State,All,2014-12-14,2014-12-20,51,2764,state,District of Columbia,At or Above Threshold
54,,,0.111,1,0,11,99,11,52,State,All,2014-12-21,2014-12-27,52,2765,state,District of Columbia,At or Above Threshold
54,,,0.12300000000000001,1,0,15,122,15,53,State,All,2014-12-28,2015-01-03,53,2766,state,District of Columbia,At or Above Threshold
54,,,0.049,1,1,5,122,6,1,State,All,2015-01-04,2015-01-10,1,2767,state,District of Columbia,At or Above Threshold
54,,,0.071,1,0,8,113,8,2,State,All,2015-01-11,2015-01-17,2,2768,state,District of Columbia,At or Above Threshold
54,,,0.114,1,0,12,105,12,3,State,All,2015-01-18,2015-01-24,3,2769,state,District of Columbia,At or Above Threshold
54,,,0.05,1,1,5,120,6,4,State,All,2015-01-25,2015-01-31,4,2770,state,District of Columbia,At or Above Threshold
54,,,0.057999999999999996,1,0,6,104,6,5,State,All,2015-02-01,2015-02-07,5,2771,state,District of Columbia,At or Above Threshold
54,,,0.061,1,0,7,114,7,6,State,All,2015-02-08,2015-02-14,6,2772,state,District of Columbia,At or Above Threshold
54,,,0.054000000000000006,0.988,0,5,92,5,7,State,All,2015-02-15,2015-02-21,7,2773,state,District of Columbia,At or Above Threshold
54,,,0.069,1,0,7,101,7,8,State,All,2015-02-22,2015-02-28,8,2774,state,District of Columbia,At or Above Threshold
54,,,0.095,0.902,0,8,84,8,9,State,All,2015-03-01,2015-03-07,9,2775,state,District of Columbia,At or Above Threshold
54,,,0.042,1,2,3,119,5,10,State,All,2015-03-08,2015-03-14,10,2776,state,District of Columbia,At or Above Threshold
54,,,0.066,0.977,0,6,91,6,11,State,All,2015-03-15,2015-03-21,11,2777,state,District of Columbia,At or Above Threshold
54,,,0.087,1,0,9,103,9,12,State,All,2015-03-22,2015-03-28,12,2778,state,District of Columbia,At or Above Threshold
54,,,0.08800000000000001,1,0,9,102,9,13,State,All,2015-03-29,2015-04-04,13,2779,state,District of Columbia,At or Above Threshold
54,,,0.10099999999999999,1,0,10,99,10,14,State,All,2015-04-05,2015-04-11,14,2780,state,District of Columbia,At or Above Threshold
54,,,0.062,1,0,6,97,6,15,State,All,2015-04-12,2015-04-18,15,2781,state,District of Columbia,At or Above Threshold
54,,,0.075,0.8590000000000001,0,6,80,6,16,State,All,2015-04-19,2015-04-25,16,2782,state,District of Columbia,At or Above Threshold
54,,,0.09300000000000001,1,0,9,97,9,17,State,All,2015-04-26,2015-05-02,17,2783,state,District of Columbia,At or Above Threshold
54,,,0.073,0.8809999999999999,0,6,82,6,18,State,All,2015-05-03,2015-05-09,18,2784,state,District of Columbia,At or Above Threshold
54,,,0.046,0.934,0,4,87,4,19,State,All,2015-05-10,2015-05-16,19,2785,state,District of Columbia,At or Above Threshold
54,,,0.10400000000000001,0.8270000000000001,0,8,77,8,20,State,All,2015-05-17,2015-05-23,20,2786,state,District of Columbia,At or Above Threshold
54,,,0.027999999999999997,0.763,0,2,71,2,21,State,All,2015-05-24,2015-05-30,21,2787,state,District of Columbia,At or Above Threshold
54,,,0.055,0.784,0,4,73,4,22,State,All,2015-05-31,2015-06-06,22,2788,state,District of Columbia,At or Above Threshold
54,,,0.073,1,0,7,96,7,23,State,All,2015-06-07,2015-06-13,23,2789,state,District of Columbia,At or Above Threshold
54,,,0.133,1,0,13,98,13,24,State,All,2015-06-14,2015-06-20,24,2790,state,District of Columbia,At or Above Threshold
54,,,0.098,0.8809999999999999,0,8,82,8,25,State,All,2015-06-21,2015-06-27,25,2791,state,District of Columbia,At or Above Threshold
54,,,0.105,1,0,10,95,10,26,State,All,2015-06-28,2015-07-04,26,2792,state,District of Columbia,At or Above Threshold
54,,,0.053,1,0,5,95,5,27,State,All,2015-07-05,2015-07-11,27,2793,state,District of Columbia,At or Above Threshold
54,,,0.026000000000000002,0.816,0,2,76,2,28,State,All,2015-07-12,2015-07-18,28,2794,state,District of Columbia,At or Above Threshold
54,,,0.034,0.945,0,3,88,3,29,State,All,2015-07-19,2015-07-25,29,2795,state,District of Columbia,At or Above Threshold
54,,,0.096,1,0,9,94,9,30,State,All,2015-07-26,2015-08-01,30,2796,state,District of Columbia,At or Above Threshold
54,,,0.044000000000000004,0.9670000000000001,0,4,90,4,31,State,All,2015-08-02,2015-08-08,31,2797,state,District of Columbia,At or Above Threshold
54,,,0.069,1,0,7,101,7,32,State,All,2015-08-09,2015-08-15,32,2798,state,District of Columbia,At or Above Threshold
54,,,0.071,1,0,7,99,7,33,State,All,2015-08-16,2015-08-22,33,2799,state,District of Columbia,At or Above Threshold
54,,,0.026000000000000002,0.838,0,2,78,2,34,State,All,2015-08-23,2015-08-29,34,2800,state,District of Columbia,At or Above Threshold
54,,,0.043,1,0,4,94,4,35,State,All,2015-08-30,2015-09-05,35,2801,state,District of Columbia,At or Above Threshold
54,,,0.10800000000000001,0.795,0,8,74,8,36,State,All,2015-09-06,2015-09-12,36,2802,state,District of Columbia,At or Above Threshold
