region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
HHS Regions,Region 10,2016,49,1123,100,0,8.90472,8.90472,0,2016-12-04
HHS Regions,Region 1,2016,50,1115,40,4,3.94619,3.58744,0.358744,2016-12-11
HHS Regions,Region 2,2016,50,2388,146,8,6.44891,6.1139,0.335008,2016-12-11
HHS Regions,Region 3,2016,50,1593,52,3,3.45261,3.26428,0.188324,2016-12-11
HHS Regions,Region 4,2016,50,4865,401,135,11.0175,8.24255,2.77492,2016-12-11
HHS Regions,Region 5,2016,50,4218,101,19,2.84495,2.3945,0.45045,2016-12-11
HHS Regions,Region 6,2016,50,3525,138,28,4.70922,3.91489,0.794326,2016-12-11
HHS Regions,Region 7,2016,50,1079,33,1,3.15107,3.05839,0.0926784,2016-12-11
HHS Regions,Region 8,2016,50,1607,128,3,8.15184,7.96515,0.186683,2016-12-11
HHS Regions,Region 9,2016,50,1737,92,7,5.69948,5.29649,0.402994,2016-12-11
HHS Regions,Region 10,2016,50,1349,228,2,17.0497,16.9014,0.148258,2016-12-11
HHS Regions,Region 1,2016,51,1291,96,9,8.13323,7.4361,0.697134,2016-12-18
HHS Regions,Region 2,2016,51,2883,365,17,13.2501,12.6604,0.589664,2016-12-18
HHS Regions,Region 3,2016,51,1694,81,14,5.60803,4.78158,0.826446,2016-12-18
HHS Regions,Region 4,2016,51,5999,656,161,13.6189,10.9352,2.68378,2016-12-18
HHS Regions,Region 5,2016,51,4539,194,41,5.17735,4.27407,0.903283,2016-12-18
HHS Regions,Region 6,2016,51,3655,216,73,7.90698,5.90971,1.99726,2016-12-18
HHS Regions,Region 7,2016,51,1198,70,4,6.17696,5.84307,0.33389,2016-12-18
HHS Regions,Region 8,2016,51,2009,303,11,15.6297,15.0821,0.547536,2016-12-18
HHS Regions,Region 9,2016,51,1900,137,6,7.52632,7.21053,0.315789,2016-12-18
HHS Regions,Region 10,2016,51,1766,445,5,25.4813,25.1982,0.283126,2016-12-18
HHS Regions,Region 1,2016,52,1951,234,13,12.6602,11.9938,0.666325,2016-12-25
HHS Regions,Region 2,2016,52,3829,792,15,21.076,20.6843,0.391747,2016-12-25
HHS Regions,Region 3,2016,52,2154,206,28,10.8635,9.5636,1.29991,2016-12-25
HHS Regions,Region 4,2016,52,6182,666,155,13.2805,10.7732,2.50728,2016-12-25
HHS Regions,Region 5,2016,52,5649,386,55,7.80669,6.83307,0.973624,2016-12-25
HHS Regions,Region 6,2016,52,4436,274,78,7.93508,6.17674,1.75834,2016-12-25
HHS Regions,Region 7,2016,52,1357,99,7,7.81135,7.2955,0.515844,2016-12-25
HHS Regions,Region 8,2016,52,2678,528,7,19.9776,19.7162,0.261389,2016-12-25
HHS Regions,Region 9,2016,52,2273,195,28,9.81082,8.57897,1.23185,2016-12-25
HHS Regions,Region 10,2016,52,2764,890,2,32.2721,32.1997,0.0723589,2016-12-25
HHS Regions,Region 1,2017,1,2070,223,20,11.7391,10.7729,0.966184,2017-01-01
HHS Regions,Region 2,2017,1,4169,703,28,17.5342,16.8626,0.671624,2017-01-01
HHS Regions,Region 3,2017,1,2418,203,32,9.71878,8.39537,1.32341,2017-01-01
HHS Regions,Region 4,2017,1,5649,542,117,11.6658,9.59462,2.07116,2017-01-01
HHS Regions,Region 5,2017,1,6205,462,70,8.57373,7.44561,1.12812,2017-01-01
HHS Regions,Region 6,2017,1,4345,325,82,9.36709,7.47986,1.88723,2017-01-01
HHS Regions,Region 7,2017,1,1510,141,10,10,9.33775,0.662252,2017-01-01
HHS Regions,Region 8,2017,1,2718,397,5,14.7903,14.6063,0.183959,2017-01-01
HHS Regions,Region 9,2017,1,2528,330,10,13.4494,13.0538,0.39557,2017-01-01
HHS Regions,Region 10,2017,1,3416,962,12,28.5129,28.1616,0.351288,2017-01-01
HHS Regions,Region 1,2017,2,2145,300,16,14.7319,13.986,0.745921,2017-01-08
HHS Regions,Region 2,2017,2,4326,846,52,20.7582,19.5562,1.20203,2017-01-08
HHS Regions,Region 3,2017,2,2408,221,45,11.0465,9.17774,1.86877,2017-01-08
HHS Regions,Region 4,2017,2,4893,542,110,13.3252,11.077,2.24811,2017-01-08
HHS Regions,Region 5,2017,2,6486,633,106,11.3938,9.75948,1.63429,2017-01-08
HHS Regions,Region 6,2017,2,4499,477,98,12.7806,10.6024,2.17826,2017-01-08
HHS Regions,Region 7,2017,2,1663,201,12,12.8082,12.0866,0.721587,2017-01-08
HHS Regions,Region 8,2017,2,2678,415,13,15.9821,15.4966,0.485437,2017-01-08
HHS Regions,Region 9,2017,2,2602,354,12,14.0661,13.6049,0.461184,2017-01-08
HHS Regions,Region 10,2017,2,3498,946,12,27.3871,27.044,0.343053,2017-01-08
HHS Regions,Region 1,2017,3,2310,388,22,17.7489,16.7965,0.952381,2017-01-15
HHS Regions,Region 2,2017,3,4378,1064,61,25.6967,24.3033,1.39333,2017-01-15
HHS Regions,Region 3,2017,3,2601,330,59,14.9558,12.6874,2.26836,2017-01-15
HHS Regions,Region 4,2017,3,5732,889,166,18.4054,15.5094,2.89602,2017-01-15
HHS Regions,Region 5,2017,3,6950,893,155,15.0791,12.8489,2.23022,2017-01-15
HHS Regions,Region 6,2017,3,4715,625,117,15.737,13.2556,2.48144,2017-01-15
HHS Regions,Region 7,2017,3,1670,251,25,16.5269,15.0299,1.49701,2017-01-15
HHS Regions,Region 8,2017,3,2508,408,9,16.6268,16.2679,0.358852,2017-01-15
HHS Regions,Region 9,2017,3,2380,276,17,12.3109,11.5966,0.714286,2017-01-15
HHS Regions,Region 10,2017,3,3488,938,24,27.5803,26.8922,0.688073,2017-01-15
HHS Regions,Region 1,2017,4,2615,445,25,17.9732,17.0172,0.956023,2017-01-22
HHS Regions,Region 2,2017,4,4977,1234,81,26.4215,24.7941,1.62749,2017-01-22
HHS Regions,Region 3,2017,4,2488,384,79,18.6093,15.4341,3.17524,2017-01-22
HHS Regions,Region 4,2017,4,5771,849,178,17.7959,14.7115,3.08439,2017-01-22
HHS Regions,Region 5,2017,4,7172,1001,227,17.1221,13.9571,3.16509,2017-01-22
HHS Regions,Region 6,2017,4,5345,778,119,16.782,14.5557,2.22638,2017-01-22
HHS Regions,Region 7,2017,4,1775,267,24,16.3944,15.0423,1.35211,2017-01-22
HHS Regions,Region 8,2017,4,2500,361,15,15.04,14.44,0.6,2017-01-22
HHS Regions,Region 9,2017,4,2298,244,17,11.3577,10.6179,0.739774,2017-01-22
HHS Regions,Region 10,2017,4,3111,691,32,23.2401,22.2115,1.02861,2017-01-22
HHS Regions,Region 1,2017,5,2580,552,31,22.5969,21.3953,1.20155,2017-01-29
HHS Regions,Region 2,2017,5,4965,1317,77,28.0765,26.5257,1.55086,2017-01-29
HHS Regions,Region 3,2017,5,2663,535,62,22.4183,20.0901,2.3282,2017-01-29
HHS Regions,Region 4,2017,5,7135,1206,259,20.5326,16.9026,3.62999,2017-01-29
HHS Regions,Region 5,2017,5,7688,1307,297,20.8637,17.0005,3.86316,2017-01-29
HHS Regions,Region 6,2017,5,6469,1228,226,22.4764,18.9828,3.49358,2017-01-29
HHS Regions,Region 7,2017,5,2033,370,63,21.2986,18.1997,3.09887,2017-01-29
HHS Regions,Region 8,2017,5,2706,431,26,16.8884,15.9276,0.960828,2017-01-29
HHS Regions,Region 9,2017,5,2412,299,16,13.0597,12.3964,0.66335,2017-01-29
HHS Regions,Region 10,2017,5,2784,534,40,20.6178,19.181,1.43678,2017-01-29
HHS Regions,Region 1,2017,6,2903,762,53,28.0744,26.2487,1.8257,2017-02-05
HHS Regions,Region 2,2017,6,5058,1425,115,30.4468,28.1732,2.27363,2017-02-05
HHS Regions,Region 3,2017,6,3141,733,125,27.3161,23.3365,3.97962,2017-02-05
HHS Regions,Region 4,2017,6,8413,1451,341,21.3004,17.2471,4.05325,2017-02-05
HHS Regions,Region 5,2017,6,10110,2064,695,27.2898,20.4154,6.87438,2017-02-05
HHS Regions,Region 6,2017,6,8076,1679,363,25.2848,20.79,4.4948,2017-02-05
HHS Regions,Region 7,2017,6,2518,483,105,23.3519,19.1819,4.16998,2017-02-05
HHS Regions,Region 8,2017,6,2963,472,41,17.3135,15.9298,1.38373,2017-02-05
HHS Regions,Region 9,2017,6,2496,315,25,13.6218,12.6202,1.0016,2017-02-05
HHS Regions,Region 10,2017,6,2317,318,27,14.8899,13.7246,1.1653,2017-02-05
HHS Regions,Region 1,2017,7,2880,664,73,25.5903,23.0556,2.53472,2017-02-12
HHS Regions,Region 2,2017,7,4887,1050,143,24.4117,21.4856,2.92613,2017-02-12
HHS Regions,Region 3,2017,7,3296,779,153,28.2767,23.6347,4.64199,2017-02-12
HHS Regions,Region 4,2017,7,8820,1452,509,22.2336,16.4626,5.77098,2017-02-12
HHS Regions,Region 5,2017,7,11704,2636,997,31.0407,22.5222,8.51846,2017-02-12
HHS Regions,Region 6,2017,7,7847,1621,383,25.5384,20.6576,4.88085,2017-02-12
HHS Regions,Region 7,2017,7,2655,474,151,23.5405,17.8531,5.68738,2017-02-12
HHS Regions,Region 8,2017,7,2888,446,63,17.6247,15.4432,2.18144,2017-02-12
HHS Regions,Region 9,2017,7,2392,226,28,10.6187,9.44816,1.17057,2017-02-12
HHS Regions,Region 10,2017,7,1987,198,52,12.5818,9.96477,2.61701,2017-02-12
HHS Regions,Region 1,2017,8,2706,650,91,27.3836,24.0207,3.3629,2017-02-19
HHS Regions,Region 2,2017,8,4547,928,154,23.7959,20.4091,3.38685,2017-02-19
HHS Regions,Region 3,2017,8,3572,858,234,30.5711,24.0202,6.55095,2017-02-19
HHS Regions,Region 4,2017,8,8309,1313,530,22.1808,15.8021,6.37863,2017-02-19
HHS Regions,Region 5,2017,8,12310,2689,1262,32.0959,21.844,10.2518,2017-02-19
HHS Regions,Region 6,2017,8,7152,1360,356,23.9933,19.0157,4.9776300000000004,2017-02-19
HHS Regions,Region 7,2017,8,2261,349,168,22.866,15.4356,7.43034,2017-02-19
HHS Regions,Region 8,2017,8,2741,299,88,14.1189,10.9084,3.21051,2017-02-19
HHS Regions,Region 9,2017,8,2133,178,20,9.2827,8.34505,0.937647,2017-02-19
HHS Regions,Region 10,2017,8,1650,139,49,11.3939,8.42424,2.9697,2017-02-19
HHS Regions,Region 1,2017,9,2434,416,113,21.7338,17.0912,4.64256,2017-02-26
HHS Regions,Region 2,2017,9,3712,483,119,16.2177,13.0119,3.20582,2017-02-26
HHS Regions,Region 3,2017,9,2951,473,155,21.2809,16.0285,5.25246,2017-02-26
HHS Regions,Region 4,2017,9,7144,902,419,18.491,12.626,5.86506,2017-02-26
HHS Regions,Region 5,2017,9,10076,1549,946,24.7618,15.3732,9.38865,2017-02-26
HHS Regions,Region 6,2017,9,6636,1149,358,22.7095,17.3146,5.39482,2017-02-26
HHS Regions,Region 7,2017,9,1838,191,117,16.7573,10.3917,6.36561,2017-02-26
HHS Regions,Region 8,2017,9,2252,211,96,13.6323,9.36945,4.26288,2017-02-26
HHS Regions,Region 9,2017,9,1996,129,22,7.56513,6.46293,1.1022,2017-02-26
HHS Regions,Region 10,2017,9,1392,102,44,10.4885,7.32759,3.16092,2017-02-26
HHS Regions,Region 1,2017,10,2185,322,127,20.5492,14.7368,5.81236,2017-03-05
HHS Regions,Region 2,2017,10,3251,255,135,11.9963,7.84374,4.15257,2017-03-05
HHS Regions,Region 3,2017,10,2676,383,206,22.0105,14.3124,7.69806,2017-03-05
HHS Regions,Region 4,2017,10,7029,804,474,18.1818,11.4383,6.74349,2017-03-05
HHS Regions,Region 5,2017,10,9654,1258,1105,24.4769,13.0309,11.446,2017-03-05
HHS Regions,Region 6,2017,10,6305,1120,374,23.6955,17.7637,5.9318,2017-03-05
HHS Regions,Region 7,2017,10,1679,132,141,16.2597,7.86182,8.39786,2017-03-05
HHS Regions,Region 8,2017,10,2295,168,138,13.3333,7.32026,6.01307,2017-03-05
HHS Regions,Region 9,2017,10,2068,122,30,7.3501,5.89942,1.45068,2017-03-05
HHS Regions,Region 10,2017,10,1345,68,55,9.14498,5.05576,4.08922,2017-03-05
HHS Regions,Region 1,2017,11,2054,231,143,18.2084,11.2463,6.96203,2017-03-12
HHS Regions,Region 2,2017,11,2820,204,173,13.3688,7.23404,6.13475,2017-03-12
HHS Regions,Region 3,2017,11,2572,315,249,21.9285,12.2473,9.68118,2017-03-12
HHS Regions,Region 4,2017,11,6931,693,570,18.2225,9.99856,8.22392,2017-03-12
HHS Regions,Region 5,2017,11,9260,1023,1225,24.2765,11.0475,13.2289,2017-03-12
HHS Regions,Region 6,2017,11,5855,944,400,22.9547,16.123,6.83177,2017-03-12
HHS Regions,Region 7,2017,11,1659,111,154,15.9735,6.69078,9.2827,2017-03-12
HHS Regions,Region 8,2017,11,2177,107,166,12.5402,4.91502,7.62517,2017-03-12
HHS Regions,Region 9,2017,11,1954,117,33,7.67656,5.98772,1.68884,2017-03-12
HHS Regions,Region 10,2017,11,1316,50,58,8.20669,3.79939,4.40729,2017-03-12
HHS Regions,Region 1,2017,12,2111,212,229,20.8906,10.0426,10.8479,2017-03-19
HHS Regions,Region 2,2017,12,2825,133,225,12.6726,4.70796,7.9646,2017-03-19
HHS Regions,Region 3,2017,12,2641,307,294,22.7565,11.6244,11.1321,2017-03-19
HHS Regions,Region 4,2017,12,7346,890,746,22.2706,12.1154,10.1552,2017-03-19
HHS Regions,Region 5,2017,12,9555,1026,1530,26.7504,10.7378,16.0126,2017-03-19
HHS Regions,Region 6,2017,12,4396,371,291,15.0591,8.43949,6.61965,2017-03-19
HHS Regions,Region 7,2017,12,1467,75,156,15.7464,5.11247,10.6339,2017-03-19
HHS Regions,Region 8,2017,12,1962,94,158,12.844,4.79103,8.05301,2017-03-19
HHS Regions,Region 9,2017,12,1712,84,30,6.65888,4.90654,1.75234,2017-03-19
HHS Regions,Region 10,2017,12,1173,29,56,7.24638,2.47229,4.77408,2017-03-19
HHS Regions,Region 1,2017,13,2151,202,331,24.7792,9.39098,15.3882,2017-03-26
HHS Regions,Region 2,2017,13,3011,117,331,14.8788,3.88575,10.993,2017-03-26
HHS Regions,Region 3,2017,13,2367,241,305,23.0672,10.1817,12.8855,2017-03-26
HHS Regions,Region 4,2017,13,6321,532,612,18.0984,8.41639,9.68201,2017-03-26
HHS Regions,Region 5,2017,13,8896,796,1441,25.1461,8.94784,16.1983,2017-03-26
HHS Regions,Region 6,2017,13,4014,267,256,13.0294,6.65172,6.37768,2017-03-26
HHS Regions,Region 7,2017,13,1321,47,149,14.8372,3.55791,11.2793,2017-03-26
HHS Regions,Region 8,2017,13,1827,51,157,11.3848,2.79146,8.59332,2017-03-26
HHS Regions,Region 9,2017,13,1635,72,36,6.6055,4.40367,2.20183,2017-03-26
HHS Regions,Region 10,2017,13,938,20,40,6.39659,2.1322,4.26439,2017-03-26
HHS Regions,Region 1,2017,14,2387,170,416,24.5496,7.12191,17.4277,2017-04-02
HHS Regions,Region 2,2017,14,3058,66,373,14.3558,2.15827,12.1975,2017-04-02
HHS Regions,Region 3,2017,14,2056,111,257,17.8988,5.39883,12.5,2017-04-02
HHS Regions,Region 4,2017,14,5048,351,448,15.8281,6.95325,8.8748,2017-04-02
HHS Regions,Region 5,2017,14,7291,438,936,18.8452,6.00741,12.8377,2017-04-02
HHS Regions,Region 6,2017,14,3343,182,205,11.5764,5.44421,6.13222,2017-04-02
HHS Regions,Region 7,2017,14,1259,16,107,9.76966,1.27085,8.49881,2017-04-02
HHS Regions,Region 8,2017,14,1796,30,134,9.1314,1.67038,7.46102,2017-04-02
HHS Regions,Region 9,2017,14,1544,63,51,7.38342,4.08031,3.30311,2017-04-02
HHS Regions,Region 10,2017,14,931,16,59,8.05585,1.71858,6.33727,2017-04-02
HHS Regions,Region 1,2017,15,2233,126,354,21.4957,5.64263,15.8531,2017-04-09
HHS Regions,Region 2,2017,15,2783,43,333,13.5106,1.5451,11.9655,2017-04-09
HHS Regions,Region 3,2017,15,1762,63,157,12.4858,3.57548,8.91033,2017-04-09
HHS Regions,Region 4,2017,15,4348,237,347,13.4315,5.45078,7.98068,2017-04-09
HHS Regions,Region 5,2017,15,5911,252,628,14.8875,4.26324,10.6243,2017-04-09
HHS Regions,Region 6,2017,15,2946,114,168,9.5723,3.86965,5.70265,2017-04-09
HHS Regions,Region 7,2017,15,1089,10,79,8.17264,0.918274,7.25436,2017-04-09
HHS Regions,Region 8,2017,15,1808,21,116,7.57743,1.1615,6.41593,2017-04-09
HHS Regions,Region 9,2017,15,1323,27,56,6.27362,2.04082,4.2328,2017-04-09
HHS Regions,Region 10,2017,15,798,9,45,6.76692,1.12782,5.6391,2017-04-09
HHS Regions,Region 1,2017,16,1905,64,259,16.9554,3.35958,13.5958,2017-04-16
HHS Regions,Region 2,2017,16,2484,28,201,9.219,1.12721,8.09179,2017-04-16
HHS Regions,Region 3,2017,16,1393,30,102,9.47595,2.15363,7.32233,2017-04-16
HHS Regions,Region 4,2017,16,3876,160,247,10.5005,4.12797,6.37255,2017-04-16
HHS Regions,Region 5,2017,16,5109,126,425,10.7849,2.46624,8.31865,2017-04-16
HHS Regions,Region 6,2017,16,2938,99,118,7.38598,3.36964,4.01634,2017-04-16
HHS Regions,Region 7,2017,16,975,5,49,5.53846,0.512821,5.02564,2017-04-16
HHS Regions,Region 8,2017,16,1397,16,81,6.94345,1.14531,5.79814,2017-04-16
HHS Regions,Region 9,2017,16,1303,31,56,6.6769,2.37913,4.29777,2017-04-16
HHS Regions,Region 10,2017,16,711,8,37,6.32911,1.12518,5.20394,2017-04-16
HHS Regions,Region 1,2017,17,1540,30,180,13.6364,1.94805,11.6883,2017-04-23
HHS Regions,Region 2,2017,17,1850,21,105,6.81081,1.13514,5.67568,2017-04-23
HHS Regions,Region 3,2017,17,1121,15,39,4.81713,1.33809,3.47904,2017-04-23
HHS Regions,Region 4,2017,17,3457,115,171,8.27307,3.32658,4.94649,2017-04-23
HHS Regions,Region 5,2017,17,4018,46,200,6.12245,1.14485,4.9776,2017-04-23
HHS Regions,Region 6,2017,17,2583,50,87,5.30391,1.93573,3.36818,2017-04-23
HHS Regions,Region 7,2017,17,830,3,27,3.61446,0.361446,3.25301,2017-04-23
HHS Regions,Region 8,2017,17,1535,15,66,5.27687,0.977199,4.29967,2017-04-23
HHS Regions,Region 9,2017,17,1209,24,43,5.54177,1.98511,3.55666,2017-04-23
HHS Regions,Region 10,2017,17,652,7,28,5.3681,1.07362,4.29448,2017-04-23
HHS Regions,Region 1,2017,18,1100,12,87,9,1.09091,7.90909,2017-04-30
HHS Regions,Region 2,2017,18,1652,14,59,4.41889,0.847458,3.57143,2017-04-30
HHS Regions,Region 3,2017,18,926,3,26,3.13175,0.323974,2.80778,2017-04-30
HHS Regions,Region 4,2017,18,3102,98,168,8.57511,3.15925,5.41586,2017-04-30
HHS Regions,Region 5,2017,18,3338,19,124,4.284,0.569203,3.7148,2017-04-30
HHS Regions,Region 6,2017,18,2211,40,75,5.20127,1.80914,3.39213,2017-04-30
HHS Regions,Region 7,2017,18,804,1,19,2.48756,0.124378,2.36318,2017-04-30
HHS Regions,Region 8,2017,18,1386,32,65,6.99856,2.3088,4.68975,2017-04-30
HHS Regions,Region 9,2017,18,1073,27,47,6.89655,2.51631,4.38024,2017-04-30
HHS Regions,Region 10,2017,18,631,6,38,6.97306,0.950872,6.02219,2017-04-30
HHS Regions,Region 1,2017,19,1060,15,41,5.28302,1.41509,3.86792,2017-05-07
HHS Regions,Region 2,2017,19,1518,6,41,3.09618,0.395257,2.70092,2017-05-07
HHS Regions,Region 3,2017,19,816,6,17,2.81863,0.735294,2.08333,2017-05-07
HHS Regions,Region 4,2017,19,3115,102,185,9.21348,3.27448,5.939,2017-05-07
HHS Regions,Region 5,2017,19,2993,29,87,3.87571,0.968927,2.90678,2017-05-07
HHS Regions,Region 6,2017,19,2127,27,73,4.70146,1.26939,3.43206,2017-05-07
HHS Regions,Region 7,2017,19,731,3,10,1.77839,0.410397,1.36799,2017-05-07
HHS Regions,Region 8,2017,19,1235,23,47,5.66802,1.86235,3.80567,2017-05-07
HHS Regions,Region 9,2017,19,1124,19,59,6.9395,1.69039,5.24911,2017-05-07
HHS Regions,Region 10,2017,19,583,2,24,4.45969,0.343053,4.11664,2017-05-07
HHS Regions,Region 1,2017,20,906,7,36,4.74614,0.772627,3.97351,2017-05-14
HHS Regions,Region 2,2017,20,1525,13,33,3.01639,0.852459,2.16393,2017-05-14
HHS Regions,Region 3,2017,20,737,6,6,1.62822,0.814111,0.814111,2017-05-14
HHS Regions,Region 4,2017,20,2736,102,142,8.91813,3.72807,5.19006,2017-05-14
HHS Regions,Region 5,2017,20,2617,13,65,2.98051,0.496752,2.48376,2017-05-14
HHS Regions,Region 6,2017,20,2193,34,69,4.69676,1.55039,3.14637,2017-05-14
HHS Regions,Region 7,2017,20,725,1,12,1.7931,0.137931,1.65517,2017-05-14
HHS Regions,Region 8,2017,20,1173,17,36,4.51833,1.44928,3.06905,2017-05-14
HHS Regions,Region 9,2017,20,1104,22,59,7.33696,1.99275,5.3442,2017-05-14
HHS Regions,Region 10,2017,20,576,1,21,3.81944,0.173611,3.64583,2017-05-14
HHS Regions,Region 1,2017,21,680,1,9,1.47059,0.147059,1.32353,2017-05-21
HHS Regions,Region 2,2017,21,1324,5,17,1.66163,0.377644,1.28399,2017-05-21
HHS Regions,Region 3,2017,21,603,0,3,0.497512,0,0.497512,2017-05-21
HHS Regions,Region 4,2017,21,2778,112,142,9.14327,4.03168,5.11159,2017-05-21
HHS Regions,Region 5,2017,21,2248,11,41,2.31317,0.489324,1.82384,2017-05-21
HHS Regions,Region 6,2017,21,2011,22,47,3.43113,1.09398,2.33715,2017-05-21
HHS Regions,Region 7,2017,21,588,4,6,1.70068,0.680272,1.02041,2017-05-21
HHS Regions,Region 8,2017,21,992,8,23,3.125,0.806452,2.31855,2017-05-21
HHS Regions,Region 9,2017,21,1064,17,77,8.83459,1.59774,7.23684,2017-05-21
HHS Regions,Region 10,2017,21,533,0,13,2.43902,0,2.43902,2017-05-21
HHS Regions,Region 1,2017,22,600,2,6,1.33333,0.333333,1,2017-05-28
HHS Regions,Region 2,2017,22,1177,8,4,1.01954,0.679694,0.339847,2017-05-28
HHS Regions,Region 3,2017,22,581,1,3,0.688468,0.172117,0.516351,2017-05-28
HHS Regions,Region 4,2017,22,2635,112,142,9.63947,4.25047,5.38899,2017-05-28
HHS Regions,Region 5,2017,22,1961,7,16,1.17287,0.356961,0.81591,2017-05-28
HHS Regions,Region 6,2017,22,1741,25,57,4.70994,1.43596,3.27398,2017-05-28
HHS Regions,Region 7,2017,22,505,1,1,0.39604,0.19802,0.19802,2017-05-28
HHS Regions,Region 8,2017,22,992,7,21,2.82258,0.705645,2.11694,2017-05-28
HHS Regions,Region 9,2017,22,988,6,55,6.17409,0.607287,5.5668,2017-05-28
HHS Regions,Region 10,2017,22,464,2,9,2.37069,0.431034,1.93966,2017-05-28
HHS Regions,Region 1,2017,23,449,0,3,0.668151,0,0.668151,2017-06-04
HHS Regions,Region 2,2017,23,1185,1,5,0.506329,0.0843882,0.421941,2017-06-04
HHS Regions,Region 3,2017,23,648,11,1,1.85185,1.69753,0.154321,2017-06-04
HHS Regions,Region 4,2017,23,2274,94,96,8.35532,4.13369,4.22164,2017-06-04
HHS Regions,Region 5,2017,23,1709,3,11,0.819193,0.175541,0.643651,2017-06-04
HHS Regions,Region 6,2017,23,1697,12,37,2.88745,0.70713,2.18032,2017-06-04
HHS Regions,Region 7,2017,23,521,1,3,0.767754,0.191939,0.575816,2017-06-04
HHS Regions,Region 8,2017,23,829,5,15,2.41255,0.603136,1.80941,2017-06-04
HHS Regions,Region 9,2017,23,938,9,43,5.54371,0.959488,4.58422,2017-06-04
HHS Regions,Region 10,2017,23,412,0,11,2.6699,0,2.6699,2017-06-04
HHS Regions,Region 1,2017,24,430,0,0,0,0,0,2017-06-11
HHS Regions,Region 2,2017,24,1105,9,4,1.17647,0.81448,0.361991,2017-06-11
HHS Regions,Region 3,2017,24,619,1,5,0.969305,0.161551,0.807754,2017-06-11
HHS Regions,Region 4,2017,24,2069,92,93,8.94152,4.44659,4.49493,2017-06-11
HHS Regions,Region 5,2017,24,1533,8,5,0.84801,0.521853,0.326158,2017-06-11
HHS Regions,Region 6,2017,24,1384,8,15,1.66185,0.578035,1.08382,2017-06-11
HHS Regions,Region 7,2017,24,510,0,1,0.196078,0,0.196078,2017-06-11
HHS Regions,Region 8,2017,24,740,4,12,2.16216,0.540541,1.62162,2017-06-11
HHS Regions,Region 9,2017,24,884,9,21,3.39367,1.0181,2.37557,2017-06-11
HHS Regions,Region 10,2017,24,294,0,6,2.04082,0,2.04082,2017-06-11
HHS Regions,Region 1,2017,25,350,5,0,1.42857,1.42857,0,2017-06-18
HHS Regions,Region 2,2017,25,1051,5,5,0.951475,0.475737,0.475737,2017-06-18
HHS Regions,Region 3,2017,25,424,3,0,0.707547,0.707547,0,2017-06-18
HHS Regions,Region 4,2017,25,1834,70,64,7.30643,3.81679,3.48964,2017-06-18
HHS Regions,Region 5,2017,25,1406,7,8,1.06686,0.497866,0.56899,2017-06-18
HHS Regions,Region 6,2017,25,1274,8,8,1.25589,0.627943,0.627943,2017-06-18
HHS Regions,Region 7,2017,25,458,1,2,0.655022,0.218341,0.436681,2017-06-18
HHS Regions,Region 8,2017,25,612,1,7,1.30719,0.163399,1.14379,2017-06-18
HHS Regions,Region 9,2017,25,759,6,18,3.16206,0.790514,2.37154,2017-06-18
HHS Regions,Region 10,2017,25,287,1,5,2.09059,0.348432,1.74216,2017-06-18
HHS Regions,Region 1,2017,26,301,1,1,0.664452,0.332226,0.332226,2017-06-25
HHS Regions,Region 2,2017,26,952,5,1,0.630252,0.52521,0.105042,2017-06-25
HHS Regions,Region 3,2017,26,358,2,1,0.837989,0.558659,0.27933,2017-06-25
HHS Regions,Region 4,2017,26,1538,58,56,7.41222,3.77113,3.64109,2017-06-25
HHS Regions,Region 5,2017,26,1361,9,4,0.95518,0.661278,0.293902,2017-06-25
HHS Regions,Region 6,2017,26,1070,2,8,0.934579,0.186916,0.747664,2017-06-25
HHS Regions,Region 7,2017,26,365,1,0,0.273973,0.273973,0,2017-06-25
HHS Regions,Region 8,2017,26,588,3,4,1.19048,0.510204,0.680272,2017-06-25
HHS Regions,Region 9,2017,26,697,8,17,3.5868,1.14778,2.43902,2017-06-25
HHS Regions,Region 10,2017,26,268,5,4,3.35821,1.86567,1.49254,2017-06-25
HHS Regions,Region 1,2017,27,285,1,0,0.350877,0.350877,0,2017-07-02
HHS Regions,Region 2,2017,27,780,2,1,0.384615,0.25641,0.128205,2017-07-02
HHS Regions,Region 3,2017,27,417,0,1,0.239808,0,0.239808,2017-07-02
HHS Regions,Region 4,2017,27,1602,51,47,6.11735,3.18352,2.93383,2017-07-02
HHS Regions,Region 5,2017,27,1109,2,2,0.360685,0.180343,0.180343,2017-07-02
HHS Regions,Region 6,2017,27,941,4,6,1.0627,0.42508,0.63762,2017-07-02
HHS Regions,Region 7,2017,27,377,1,0,0.265252,0.265252,0,2017-07-02
HHS Regions,Region 8,2017,27,655,4,8,1.83206,0.610687,1.22137,2017-07-02
HHS Regions,Region 9,2017,27,646,9,11,3.09598,1.39319,1.70279,2017-07-02
HHS Regions,Region 10,2017,27,259,1,3,1.5444,0.3861,1.1583,2017-07-02
HHS Regions,Region 1,2017,28,257,4,0,1.55642,1.55642,0,2017-07-09
HHS Regions,Region 2,2017,28,850,4,2,0.705882,0.470588,0.235294,2017-07-09
HHS Regions,Region 3,2017,28,474,1,1,0.421941,0.21097,0.21097,2017-07-09
HHS Regions,Region 4,2017,28,1614,59,46,6.50558,3.65551,2.85006,2017-07-09
