region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
HHS Regions,Region 3,2016,18,1190,23,84,8.9916,1.93277,7.05882,2016-05-01
HHS Regions,Region 4,2016,18,3100,80,203,9.12903,2.58065,6.54839,2016-05-01
HHS Regions,Region 5,2016,18,2484,58,113,6.88406,2.33494,4.54911,2016-05-01
HHS Regions,Region 6,2016,18,2216,79,99,8.03249,3.56498,4.46751,2016-05-01
HHS Regions,Region 7,2016,18,635,10,15,3.93701,1.5748,2.3622,2016-05-01
HHS Regions,Region 8,2016,18,1048,39,22,5.82061,3.72137,2.09924,2016-05-01
HHS Regions,Region 9,2016,18,1089,21,24,4.13223,1.92837,2.20386,2016-05-01
HHS Regions,Region 10,2016,18,642,24,16,6.23053,3.73832,2.49221,2016-05-01
HHS Regions,Region 1,2016,19,1028,27,86,10.9922,2.62646,8.36576,2016-05-08
HHS Regions,Region 2,2016,19,1630,27,92,7.30061,1.65644,5.64417,2016-05-08
HHS Regions,Region 3,2016,19,1197,20,82,8.5213,1.67084,6.85046,2016-05-08
HHS Regions,Region 4,2016,19,2865,57,179,8.23735,1.98953,6.24782,2016-05-08
HHS Regions,Region 5,2016,19,2165,29,98,5.86605,1.33949,4.52656,2016-05-08
HHS Regions,Region 6,2016,19,2177,66,78,6.61461,3.03169,3.58291,2016-05-08
HHS Regions,Region 7,2016,19,625,6,15,3.36,0.96,2.4,2016-05-08
HHS Regions,Region 8,2016,19,940,17,11,2.97872,1.80851,1.17021,2016-05-08
HHS Regions,Region 9,2016,19,917,17,13,3.27154,1.85387,1.41767,2016-05-08
HHS Regions,Region 10,2016,19,546,14,8,4.0293,2.5641,1.4652,2016-05-08
HHS Regions,Region 1,2016,20,851,13,70,9.75323,1.52761,8.22562,2016-05-15
HHS Regions,Region 2,2016,20,1504,21,73,6.25,1.39628,4.85372,2016-05-15
HHS Regions,Region 3,2016,20,982,10,33,4.37882,1.01833,3.36049,2016-05-15
HHS Regions,Region 4,2016,20,2575,50,152,7.84466,1.94175,5.90291,2016-05-15
HHS Regions,Region 5,2016,20,1876,27,72,5.27719,1.43923,3.83795,2016-05-15
HHS Regions,Region 6,2016,20,1973,71,70,7.14648,3.59858,3.5479,2016-05-15
HHS Regions,Region 7,2016,20,510,2,3,0.980392,0.392157,0.588235,2016-05-15
HHS Regions,Region 8,2016,20,908,11,16,2.97357,1.21145,1.76211,2016-05-15
HHS Regions,Region 9,2016,20,897,13,8,2.34114,1.44928,0.891862,2016-05-15
HHS Regions,Region 10,2016,20,469,6,8,2.98507,1.27932,1.70576,2016-05-15
HHS Regions,Region 1,2016,21,701,5,35,5.70613,0.713267,4.99287,2016-05-22
HHS Regions,Region 2,2016,21,1282,8,67,5.85023,0.624025,5.22621,2016-05-22
HHS Regions,Region 3,2016,21,834,15,27,5.03597,1.79856,3.23741,2016-05-22
HHS Regions,Region 4,2016,21,2633,45,149,7.36802,1.70908,5.65894,2016-05-22
HHS Regions,Region 5,2016,21,1682,11,43,3.21046,0.653983,2.55648,2016-05-22
HHS Regions,Region 6,2016,21,1863,35,55,4.83092,1.87869,2.95223,2016-05-22
HHS Regions,Region 7,2016,21,508,2,4,1.1811,0.393701,0.787402,2016-05-22
HHS Regions,Region 8,2016,21,814,9,9,2.2113,1.10565,1.10565,2016-05-22
HHS Regions,Region 9,2016,21,876,8,17,2.85388,0.913242,1.94064,2016-05-22
HHS Regions,Region 10,2016,21,398,1,2,0.753769,0.251256,0.502513,2016-05-22
HHS Regions,Region 1,2016,22,521,3,9,2.30326,0.575816,1.72745,2016-05-29
HHS Regions,Region 2,2016,22,1220,8,28,2.95082,0.655738,2.29508,2016-05-29
HHS Regions,Region 3,2016,22,754,4,17,2.78515,0.530504,2.25464,2016-05-29
HHS Regions,Region 4,2016,22,2246,28,95,5.4764,1.24666,4.22974,2016-05-29
HHS Regions,Region 5,2016,22,1303,2,18,1.53492,0.153492,1.38143,2016-05-29
HHS Regions,Region 6,2016,22,1678,25,39,3.81406,1.48987,2.3242,2016-05-29
HHS Regions,Region 7,2016,22,456,3,7,2.19298,0.657895,1.53509,2016-05-29
HHS Regions,Region 8,2016,22,725,0,6,0.827586,0,0.827586,2016-05-29
HHS Regions,Region 9,2016,22,778,4,6,1.28535,0.514139,0.771208,2016-05-29
HHS Regions,Region 10,2016,22,386,5,1,1.5544,1.29534,0.259067,2016-05-29
HHS Regions,Region 1,2016,23,391,0,7,1.79028,0,1.79028,2016-06-05
HHS Regions,Region 2,2016,23,1186,3,10,1.09612,0.252951,0.84317,2016-06-05
HHS Regions,Region 3,2016,23,604,1,5,0.993377,0.165563,0.827815,2016-06-05
HHS Regions,Region 4,2016,23,2036,18,114,6.4833,0.884086,5.59921,2016-06-05
HHS Regions,Region 5,2016,23,1250,2,12,1.12,0.16,0.96,2016-06-05
HHS Regions,Region 6,2016,23,1514,29,39,4.49141,1.91546,2.57596,2016-06-05
HHS Regions,Region 7,2016,23,406,1,3,0.985222,0.246305,0.738916,2016-06-05
HHS Regions,Region 8,2016,23,704,6,4,1.42045,0.852273,0.568182,2016-06-05
HHS Regions,Region 9,2016,23,727,7,8,2.06327,0.962861,1.10041,2016-06-05
HHS Regions,Region 10,2016,23,354,3,5,2.25989,0.847458,1.41243,2016-06-05
HHS Regions,Region 1,2016,24,367,3,2,1.3624,0.817439,0.544959,2016-06-12
HHS Regions,Region 2,2016,24,1056,8,9,1.60985,0.757576,0.852273,2016-06-12
HHS Regions,Region 3,2016,24,556,0,2,0.359712,0,0.359712,2016-06-12
HHS Regions,Region 4,2016,24,1705,20,55,4.39883,1.17302,3.22581,2016-06-12
HHS Regions,Region 5,2016,24,1186,4,3,0.590219,0.337268,0.252951,2016-06-12
HHS Regions,Region 6,2016,24,1433,14,20,2.37264,0.976971,1.39567,2016-06-12
HHS Regions,Region 7,2016,24,401,0,0,0,0,0,2016-06-12
HHS Regions,Region 8,2016,24,608,1,0,0.164474,0.164474,0,2016-06-12
HHS Regions,Region 9,2016,24,685,6,3,1.31387,0.875912,0.437956,2016-06-12
HHS Regions,Region 10,2016,24,367,3,0,0.817439,0.817439,0,2016-06-12
HHS Regions,Region 1,2016,25,296,1,2,1.01351,0.337838,0.675676,2016-06-19
HHS Regions,Region 2,2016,25,978,2,8,1.02249,0.204499,0.817996,2016-06-19
HHS Regions,Region 3,2016,25,552,0,1,0.181159,0,0.181159,2016-06-19
HHS Regions,Region 4,2016,25,1515,17,49,4.35644,1.12211,3.23432,2016-06-19
HHS Regions,Region 5,2016,25,1079,3,3,0.55607,0.278035,0.278035,2016-06-19
HHS Regions,Region 6,2016,25,1189,15,15,2.52313,1.26156,1.26156,2016-06-19
HHS Regions,Region 7,2016,25,282,0,0,0,0,0,2016-06-19
HHS Regions,Region 8,2016,25,539,2,2,0.742115,0.371058,0.371058,2016-06-19
HHS Regions,Region 9,2016,25,699,1,3,0.572246,0.143062,0.429185,2016-06-19
HHS Regions,Region 10,2016,25,288,3,0,1.04167,1.04167,0,2016-06-19
HHS Regions,Region 1,2016,26,268,1,0,0.373134,0.373134,0,2016-06-26
HHS Regions,Region 2,2016,26,899,1,2,0.333704,0.111235,0.222469,2016-06-26
HHS Regions,Region 3,2016,26,442,0,3,0.678733,0,0.678733,2016-06-26
HHS Regions,Region 4,2016,26,1180,13,27,3.38983,1.10169,2.28814,2016-06-26
HHS Regions,Region 5,2016,26,851,1,2,0.352526,0.117509,0.235018,2016-06-26
HHS Regions,Region 6,2016,26,881,3,12,1.70261,0.340522,1.36209,2016-06-26
HHS Regions,Region 7,2016,26,309,0,1,0.323625,0,0.323625,2016-06-26
HHS Regions,Region 8,2016,26,578,2,0,0.346021,0.346021,0,2016-06-26
HHS Regions,Region 9,2016,26,632,4,4,1.26582,0.632911,0.632911,2016-06-26
HHS Regions,Region 10,2016,26,258,1,0,0.387597,0.387597,0,2016-06-26
HHS Regions,Region 1,2016,27,246,1,0,0.406504,0.406504,0,2016-07-03
HHS Regions,Region 2,2016,27,741,2,1,0.404858,0.269906,0.134953,2016-07-03
HHS Regions,Region 3,2016,27,399,1,3,1.00251,0.250627,0.75188,2016-07-03
HHS Regions,Region 4,2016,27,1207,12,17,2.40265,0.9942,1.40845,2016-07-03
HHS Regions,Region 5,2016,27,804,0,1,0.124378,0,0.124378,2016-07-03
HHS Regions,Region 6,2016,27,1030,4,4,0.776699,0.38835,0.38835,2016-07-03
HHS Regions,Region 7,2016,27,341,0,3,0.879765,0,0.879765,2016-07-03
HHS Regions,Region 8,2016,27,542,2,0,0.369004,0.369004,0,2016-07-03
HHS Regions,Region 9,2016,27,387,1,0,0.258398,0.258398,0,2016-07-03
HHS Regions,Region 10,2016,27,281,1,1,0.711744,0.355872,0.355872,2016-07-03
HHS Regions,Region 1,2016,28,228,0,0,0,0,0,2016-07-10
HHS Regions,Region 2,2016,28,752,2,2,0.531915,0.265957,0.265957,2016-07-10
HHS Regions,Region 3,2016,28,477,0,1,0.209644,0,0.209644,2016-07-10
HHS Regions,Region 4,2016,28,1146,11,8,1.65794,0.95986,0.69808,2016-07-10
HHS Regions,Region 5,2016,28,982,1,1,0.203666,0.101833,0.101833,2016-07-10
HHS Regions,Region 6,2016,28,964,6,11,1.76349,0.622407,1.14108,2016-07-10
HHS Regions,Region 7,2016,28,311,1,1,0.643087,0.321543,0.321543,2016-07-10
HHS Regions,Region 8,2016,28,563,1,1,0.35524,0.17762,0.17762,2016-07-10
HHS Regions,Region 9,2016,28,634,2,6,1.26183,0.315457,0.946372,2016-07-10
HHS Regions,Region 10,2016,28,271,0,0,0,0,0,2016-07-10
HHS Regions,Region 1,2016,29,95,1,1,2.10526,1.05263,1.05263,2016-07-17
HHS Regions,Region 2,2016,29,703,0,3,0.426743,0,0.426743,2016-07-17
HHS Regions,Region 3,2016,29,497,0,0,0,0,0,2016-07-17
HHS Regions,Region 4,2016,29,1125,7,17,2.13333,0.622222,1.51111,2016-07-17
HHS Regions,Region 5,2016,29,806,2,0,0.248139,0.248139,0,2016-07-17
HHS Regions,Region 6,2016,29,908,2,3,0.550661,0.220264,0.330396,2016-07-17
HHS Regions,Region 7,2016,29,291,1,1,0.687285,0.343643,0.343643,2016-07-17
HHS Regions,Region 8,2016,29,521,3,1,0.767754,0.575816,0.191939,2016-07-17
HHS Regions,Region 9,2016,29,684,7,0,1.02339,1.02339,0,2016-07-17
HHS Regions,Region 10,2016,29,258,1,0,0.387597,0.387597,0,2016-07-17
HHS Regions,Region 1,2016,30,112,0,0,0,0,0,2016-07-24
HHS Regions,Region 2,2016,30,713,1,0,0.140252,0.140252,0,2016-07-24
HHS Regions,Region 3,2016,30,470,0,0,0,0,0,2016-07-24
HHS Regions,Region 4,2016,30,1116,10,16,2.32975,0.896057,1.43369,2016-07-24
HHS Regions,Region 5,2016,30,809,2,0,0.247219,0.247219,0,2016-07-24
HHS Regions,Region 6,2016,30,884,4,7,1.24434,0.452489,0.791855,2016-07-24
HHS Regions,Region 7,2016,30,318,0,0,0,0,0,2016-07-24
HHS Regions,Region 8,2016,30,508,0,0,0,0,0,2016-07-24
HHS Regions,Region 9,2016,30,569,2,1,0.527241,0.351494,0.175747,2016-07-24
HHS Regions,Region 10,2016,30,257,1,1,0.77821,0.389105,0.389105,2016-07-24
HHS Regions,Region 1,2016,31,203,0,1,0.492611,0,0.492611,2016-07-31
HHS Regions,Region 2,2016,31,665,0,0,0,0,0,2016-07-31
HHS Regions,Region 3,2016,31,453,1,0,0.220751,0.220751,0,2016-07-31
HHS Regions,Region 4,2016,31,1094,12,11,2.10238,1.09689,1.00548,2016-07-31
HHS Regions,Region 5,2016,31,811,7,1,0.986436,0.863132,0.123305,2016-07-31
HHS Regions,Region 6,2016,31,788,5,6,1.39594,0.634518,0.761421,2016-07-31
HHS Regions,Region 7,2016,31,318,0,0,0,0,0,2016-07-31
HHS Regions,Region 8,2016,31,549,5,0,0.910747,0.910747,0,2016-07-31
HHS Regions,Region 9,2016,31,567,2,1,0.529101,0.352734,0.176367,2016-07-31
HHS Regions,Region 10,2016,31,227,1,0,0.440529,0.440529,0,2016-07-31
HHS Regions,Region 1,2016,32,177,0,0,0,0,0,2016-08-07
HHS Regions,Region 2,2016,32,720,0,0,0,0,0,2016-08-07
HHS Regions,Region 3,2016,32,458,0,0,0,0,0,2016-08-07
HHS Regions,Region 4,2016,32,1181,11,21,2.70957,0.931414,1.77815,2016-08-07
HHS Regions,Region 5,2016,32,898,3,0,0.334076,0.334076,0,2016-08-07
HHS Regions,Region 6,2016,32,797,4,4,1.00376,0.501882,0.501882,2016-08-07
HHS Regions,Region 7,2016,32,295,0,0,0,0,0,2016-08-07
HHS Regions,Region 8,2016,32,509,1,0,0.196464,0.196464,0,2016-08-07
HHS Regions,Region 9,2016,32,485,1,5,1.23711,0.206186,1.03093,2016-08-07
HHS Regions,Region 10,2016,32,253,2,0,0.790514,0.790514,0,2016-08-07
HHS Regions,Region 1,2016,33,188,1,0,0.531915,0.531915,0,2016-08-14
HHS Regions,Region 2,2016,33,680,5,1,0.882353,0.735294,0.147059,2016-08-14
HHS Regions,Region 3,2016,33,444,1,0,0.225225,0.225225,0,2016-08-14
HHS Regions,Region 4,2016,33,1273,12,13,1.96386,0.942655,1.02121,2016-08-14
HHS Regions,Region 5,2016,33,797,6,0,0.752823,0.752823,0,2016-08-14
HHS Regions,Region 6,2016,33,802,2,6,0.997506,0.249377,0.74813,2016-08-14
HHS Regions,Region 7,2016,33,348,0,0,0,0,0,2016-08-14
HHS Regions,Region 8,2016,33,562,0,0,0,0,0,2016-08-14
HHS Regions,Region 9,2016,33,649,0,1,0.154083,0,0.154083,2016-08-14
HHS Regions,Region 10,2016,33,231,0,0,0,0,0,2016-08-14
HHS Regions,Region 1,2016,34,172,0,0,0,0,0,2016-08-21
HHS Regions,Region 2,2016,34,657,0,1,0.152207,0,0.152207,2016-08-21
HHS Regions,Region 3,2016,34,413,2,0,0.484262,0.484262,0,2016-08-21
HHS Regions,Region 4,2016,34,1402,20,18,2.71041,1.42653,1.28388,2016-08-21
HHS Regions,Region 5,2016,34,930,2,1,0.322581,0.215054,0.107527,2016-08-21
HHS Regions,Region 6,2016,34,969,31,4,3.61197,3.19917,0.412797,2016-08-21
HHS Regions,Region 7,2016,34,375,0,0,0,0,0,2016-08-21
HHS Regions,Region 8,2016,34,582,1,0,0.171821,0.171821,0,2016-08-21
HHS Regions,Region 9,2016,34,522,5,1,1.14943,0.957854,0.191571,2016-08-21
HHS Regions,Region 10,2016,34,242,2,0,0.826446,0.826446,0,2016-08-21
HHS Regions,Region 1,2016,35,180,2,0,1.11111,1.11111,0,2016-08-28
HHS Regions,Region 2,2016,35,668,2,0,0.299401,0.299401,0,2016-08-28
HHS Regions,Region 3,2016,35,497,4,1,1.00604,0.804829,0.201207,2016-08-28
HHS Regions,Region 4,2016,35,1538,6,26,2.08062,0.390117,1.69051,2016-08-28
HHS Regions,Region 5,2016,35,913,5,2,0.766703,0.547645,0.219058,2016-08-28
HHS Regions,Region 6,2016,35,1330,45,12,4.28571,3.38346,0.902256,2016-08-28
HHS Regions,Region 7,2016,35,385,0,0,0,0,0,2016-08-28
HHS Regions,Region 8,2016,35,661,3,0,0.453858,0.453858,0,2016-08-28
HHS Regions,Region 9,2016,35,678,9,0,1.32743,1.32743,0,2016-08-28
HHS Regions,Region 10,2016,35,243,2,0,0.823045,0.823045,0,2016-08-28
HHS Regions,Region 1,2016,36,239,1,0,0.41841,0.41841,0,2016-09-04
HHS Regions,Region 2,2016,36,673,0,1,0.148588,0,0.148588,2016-09-04
HHS Regions,Region 3,2016,36,586,1,1,0.341297,0.170648,0.170648,2016-09-04
HHS Regions,Region 4,2016,36,1761,20,35,3.12323,1.13572,1.98751,2016-09-04
HHS Regions,Region 5,2016,36,1031,3,1,0.387973,0.29098,0.0969932,2016-09-04
HHS Regions,Region 6,2016,36,1410,21,17,2.69504,1.48936,1.20567,2016-09-04
HHS Regions,Region 7,2016,36,446,2,0,0.44843,0.44843,0,2016-09-04
HHS Regions,Region 8,2016,36,704,2,0,0.284091,0.284091,0,2016-09-04
HHS Regions,Region 9,2016,36,646,5,1,0.928793,0.773994,0.154799,2016-09-04
HHS Regions,Region 10,2016,36,236,2,0,0.847458,0.847458,0,2016-09-04
HHS Regions,Region 1,2016,37,315,0,0,0,0,0,2016-09-11
HHS Regions,Region 2,2016,37,857,6,2,0.933489,0.700117,0.233372,2016-09-11
HHS Regions,Region 3,2016,37,520,1,0,0.192308,0.192308,0,2016-09-11
HHS Regions,Region 4,2016,37,1919,33,36,3.59562,1.71965,1.87598,2016-09-11
HHS Regions,Region 5,2016,37,1273,8,4,0.942655,0.628437,0.314218,2016-09-11
HHS Regions,Region 6,2016,37,1527,10,15,1.6372,0.654879,0.982318,2016-09-11
HHS Regions,Region 7,2016,37,437,0,0,0,0,0,2016-09-11
HHS Regions,Region 8,2016,37,800,3,0,0.375,0.375,0,2016-09-11
HHS Regions,Region 9,2016,37,735,8,1,1.22449,1.08844,0.136054,2016-09-11
HHS Regions,Region 10,2016,37,344,5,0,1.45349,1.45349,0,2016-09-11
HHS Regions,Region 1,2016,38,415,2,0,0.481928,0.481928,0,2016-09-18
HHS Regions,Region 2,2016,38,936,1,1,0.213675,0.106838,0.106838,2016-09-18
HHS Regions,Region 3,2016,38,610,3,0,0.491803,0.491803,0,2016-09-18
HHS Regions,Region 4,2016,38,2030,38,38,3.74384,1.87192,1.87192,2016-09-18
HHS Regions,Region 5,2016,38,1328,9,5,1.05422,0.677711,0.376506,2016-09-18
HHS Regions,Region 6,2016,38,1586,13,19,2.01765,0.819672,1.19798,2016-09-18
HHS Regions,Region 7,2016,38,466,1,0,0.214592,0.214592,0,2016-09-18
HHS Regions,Region 8,2016,38,811,4,0,0.493218,0.493218,0,2016-09-18
HHS Regions,Region 9,2016,38,794,15,4,2.39295,1.88917,0.503778,2016-09-18
HHS Regions,Region 10,2016,38,442,11,0,2.48869,2.48869,0,2016-09-18
HHS Regions,Region 1,2016,39,465,2,0,0.430108,0.430108,0,2016-09-25
HHS Regions,Region 2,2016,39,1050,6,2,0.761905,0.571429,0.190476,2016-09-25
HHS Regions,Region 3,2016,39,697,2,1,0.430416,0.286944,0.143472,2016-09-25
HHS Regions,Region 4,2016,39,2369,45,53,4.13677,1.89954,2.23723,2016-09-25
HHS Regions,Region 5,2016,39,1565,8,3,0.702875,0.511182,0.191693,2016-09-25
HHS Regions,Region 6,2016,39,1602,15,18,2.05993,0.93633,1.1236,2016-09-25
HHS Regions,Region 7,2016,39,662,0,0,0,0,0,2016-09-25
HHS Regions,Region 8,2016,39,790,3,2,0.632911,0.379747,0.253165,2016-09-25
HHS Regions,Region 9,2016,39,901,5,4,0.99889,0.554939,0.443951,2016-09-25
HHS Regions,Region 10,2016,39,495,20,0,4.0404,4.0404,0,2016-09-25
HHS Regions,Region 1,2016,40,654,5,1,0.917431,0.764526,0.152905,2016-10-02
HHS Regions,Region 2,2016,40,1307,10,3,0.994644,0.765111,0.229533,2016-10-02
HHS Regions,Region 3,2016,40,941,1,4,0.53135,0.10627,0.42508,2016-10-02
HHS Regions,Region 4,2016,40,2960,46,63,3.68243,1.55405,2.12838,2016-10-02
HHS Regions,Region 5,2016,40,2386,8,5,0.544845,0.335289,0.209556,2016-10-02
HHS Regions,Region 6,2016,40,1914,22,13,1.82863,1.14943,0.679206,2016-10-02
HHS Regions,Region 7,2016,40,723,0,0,0,0,0,2016-10-02
HHS Regions,Region 8,2016,40,913,8,0,0.876232,0.876232,0,2016-10-02
HHS Regions,Region 9,2016,40,992,6,1,0.705645,0.604839,0.100806,2016-10-02
HHS Regions,Region 10,2016,40,590,14,0,2.37288,2.37288,0,2016-10-02
HHS Regions,Region 1,2016,41,810,5,1,0.740741,0.617284,0.123457,2016-10-09
HHS Regions,Region 2,2016,41,1310,2,3,0.381679,0.152672,0.229008,2016-10-09
HHS Regions,Region 3,2016,41,953,3,1,0.419727,0.314795,0.104932,2016-10-09
HHS Regions,Region 4,2016,41,2884,47,46,3.22469,1.62968,1.59501,2016-10-09
HHS Regions,Region 5,2016,41,2674,8,7,0.560957,0.299177,0.26178,2016-10-09
HHS Regions,Region 6,2016,41,2019,18,21,1.93165,0.89153,1.04012,2016-10-09
HHS Regions,Region 7,2016,41,785,1,0,0.127389,0.127389,0,2016-10-09
HHS Regions,Region 8,2016,41,966,10,1,1.13872,1.0352,0.10352,2016-10-09
HHS Regions,Region 9,2016,41,1036,10,1,1.06178,0.965251,0.0965251,2016-10-09
HHS Regions,Region 10,2016,41,616,4,2,0.974026,0.649351,0.324675,2016-10-09
HHS Regions,Region 1,2016,42,870,1,0,0.114943,0.114943,0,2016-10-16
HHS Regions,Region 2,2016,42,1751,17,1,1.02798,0.970874,0.0571102,2016-10-16
HHS Regions,Region 3,2016,42,1011,0,1,0.098912,0,0.098912,2016-10-16
HHS Regions,Region 4,2016,42,3100,42,62,3.35484,1.35484,2,2016-10-16
HHS Regions,Region 5,2016,42,2874,13,14,0.939457,0.452331,0.487126,2016-10-16
HHS Regions,Region 6,2016,42,2047,11,13,1.17245,0.537372,0.635076,2016-10-16
HHS Regions,Region 7,2016,42,819,0,2,0.2442,0,0.2442,2016-10-16
HHS Regions,Region 8,2016,42,1009,7,0,0.693756,0.693756,0,2016-10-16
HHS Regions,Region 9,2016,42,1026,6,3,0.877193,0.584795,0.292398,2016-10-16
HHS Regions,Region 10,2016,42,603,18,1,3.15091,2.98507,0.165837,2016-10-16
HHS Regions,Region 1,2016,43,790,2,2,0.506329,0.253165,0.253165,2016-10-23
HHS Regions,Region 2,2016,43,1693,8,4,0.708801,0.472534,0.236267,2016-10-23
HHS Regions,Region 3,2016,43,1055,0,2,0.189573,0,0.189573,2016-10-23
HHS Regions,Region 4,2016,43,3084,41,52,3.01556,1.32944,1.68612,2016-10-23
HHS Regions,Region 5,2016,43,2947,6,5,0.373261,0.203597,0.169664,2016-10-23
HHS Regions,Region 6,2016,43,2109,20,18,1.8018,0.948317,0.853485,2016-10-23
HHS Regions,Region 7,2016,43,885,1,1,0.225989,0.112994,0.112994,2016-10-23
HHS Regions,Region 8,2016,43,1058,10,0,0.94518,0.94518,0,2016-10-23
HHS Regions,Region 9,2016,43,976,14,2,1.63934,1.43443,0.204918,2016-10-23
HHS Regions,Region 10,2016,43,715,41,2,6.01399,5.73427,0.27972,2016-10-23
HHS Regions,Region 1,2016,44,790,10,3,1.64557,1.26582,0.379747,2016-10-30
HHS Regions,Region 2,2016,44,1783,15,2,0.953449,0.841279,0.11217,2016-10-30
HHS Regions,Region 3,2016,44,1144,0,1,0.0874126,0,0.0874126,2016-10-30
HHS Regions,Region 4,2016,44,3595,79,87,4.61752,2.1975,2.42003,2016-10-30
HHS Regions,Region 5,2016,44,3201,18,9,0.843486,0.562324,0.281162,2016-10-30
HHS Regions,Region 6,2016,44,2289,21,12,1.44168,0.917431,0.524246,2016-10-30
HHS Regions,Region 7,2016,44,848,1,2,0.353774,0.117925,0.235849,2016-10-30
HHS Regions,Region 8,2016,44,1064,15,0,1.40977,1.40977,0,2016-10-30
HHS Regions,Region 9,2016,44,1081,13,1,1.2951,1.20259,0.0925069,2016-10-30
HHS Regions,Region 10,2016,44,857,29,1,3.50058,3.3839,0.116686,2016-10-30
HHS Regions,Region 1,2016,45,883,7,2,1.01925,0.792752,0.226501,2016-11-06
HHS Regions,Region 2,2016,45,1873,20,1,1.1212,1.06781,0.0533903,2016-11-06
HHS Regions,Region 3,2016,45,1259,2,2,0.317712,0.158856,0.158856,2016-11-06
HHS Regions,Region 4,2016,45,3697,95,86,4.89586,2.56965,2.32621,2016-11-06
HHS Regions,Region 5,2016,45,3350,10,6,0.477612,0.298507,0.179104,2016-11-06
HHS Regions,Region 6,2016,45,2594,22,21,1.65767,0.848111,0.809561,2016-11-06
HHS Regions,Region 7,2016,45,881,1,0,0.113507,0.113507,0,2016-11-06
HHS Regions,Region 8,2016,45,1195,26,0,2.17573,2.17573,0,2016-11-06
HHS Regions,Region 9,2016,45,1215,16,2,1.48148,1.31687,0.164609,2016-11-06
HHS Regions,Region 10,2016,45,864,72,1,8.44907,8.33333,0.115741,2016-11-06
HHS Regions,Region 1,2016,46,919,12,1,1.41458,1.30577,0.108814,2016-11-13
HHS Regions,Region 2,2016,46,1902,25,4,1.52471,1.31441,0.210305,2016-11-13
HHS Regions,Region 3,2016,46,1277,7,2,0.704777,0.54816,0.156617,2016-11-13
HHS Regions,Region 4,2016,46,4133,108,90,4.79071,2.61311,2.17759,2016-11-13
HHS Regions,Region 5,2016,46,3462,22,14,1.03986,0.635471,0.404391,2016-11-13
HHS Regions,Region 6,2016,46,3014,45,27,2.38885,1.49303,0.89582,2016-11-13
HHS Regions,Region 7,2016,46,954,6,3,0.943396,0.628931,0.314465,2016-11-13
HHS Regions,Region 8,2016,46,1163,19,1,1.71969,1.63371,0.0859845,2016-11-13
HHS Regions,Region 9,2016,46,1223,15,1,1.30826,1.22649,0.0817661,2016-11-13
HHS Regions,Region 10,2016,46,1013,88,1,8.78578,8.68707,0.0987167,2016-11-13
HHS Regions,Region 1,2016,47,915,8,4,1.31148,0.874317,0.437158,2016-11-20
HHS Regions,Region 2,2016,47,1872,39,3,2.24359,2.08333,0.160256,2016-11-20
HHS Regions,Region 3,2016,47,1229,12,4,1.30187,0.976404,0.325468,2016-11-20
HHS Regions,Region 4,2016,47,4167,149,118,6.40749,3.57571,2.83177,2016-11-20
HHS Regions,Region 5,2016,47,3299,37,9,1.39436,1.12155,0.27281,2016-11-20
HHS Regions,Region 6,2016,47,2727,39,21,2.20022,1.43014,0.770077,2016-11-20
HHS Regions,Region 7,2016,47,881,13,2,1.70261,1.4756,0.227015,2016-11-20
HHS Regions,Region 8,2016,47,1194,30,1,2.59631,2.51256,0.0837521,2016-11-20
HHS Regions,Region 9,2016,47,1173,26,6,2.72805,2.21654,0.511509,2016-11-20
HHS Regions,Region 10,2016,47,1063,98,1,9.31326,9.21919,0.0940734,2016-11-20
HHS Regions,Region 1,2016,48,1135,29,3,2.81938,2.55507,0.264317,2016-11-27
HHS Regions,Region 2,2016,48,2315,69,14,3.58531,2.98056,0.604752,2016-11-27
HHS Regions,Region 3,2016,48,1491,23,6,1.945,1.54259,0.402414,2016-11-27
HHS Regions,Region 4,2016,48,4481,154,108,5.84691,3.43673,2.41018,2016-11-27
HHS Regions,Region 5,2016,48,4042,36,13,1.21227,0.890648,0.321623,2016-11-27
HHS Regions,Region 6,2016,48,3075,35,27,2.01626,1.13821,0.878049,2016-11-27
HHS Regions,Region 7,2016,48,1004,20,3,2.29084,1.99203,0.298805,2016-11-27
HHS Regions,Region 8,2016,48,1407,49,0,3.48259,3.48259,0,2016-11-27
HHS Regions,Region 9,2016,48,1526,37,8,2.94889,2.42464,0.524246,2016-11-27
HHS Regions,Region 10,2016,48,1066,80,1,7.5985,7.50469,0.0938086,2016-11-27
HHS Regions,Region 1,2016,49,1042,18,5,2.20729,1.72745,0.479846,2016-12-04
HHS Regions,Region 2,2016,49,1750,62,2,3.65714,3.54286,0.114286,2016-12-04
HHS Regions,Region 3,2016,49,1508,31,5,2.38727,2.0557,0.331565,2016-12-04
HHS Regions,Region 4,2016,49,4449,223,102,7.30501,5.01236,2.29265,2016-12-04
HHS Regions,Region 5,2016,49,3987,73,20,2.33258,1.83095,0.50163,2016-12-04
HHS Regions,Region 6,2016,49,2799,56,31,3.10825,2.00071,1.10754,2016-12-04
HHS Regions,Region 7,2016,49,1078,18,1,1.76252,1.66976,0.0927644,2016-12-04
HHS Regions,Region 8,2016,49,1397,60,4,4.58125,4.29492,0.286328,2016-12-04
HHS Regions,Region 9,2016,49,1431,55,10,4.54228,3.84347,0.698812,2016-12-04
