X1,state,week_end_date,week_start_date,baseline_all_cause,baseline_all_cause_lower,baseline_all_cause_upper,all_cause_deaths,excess_all_cause_deaths,covid19.nchs,year,week,day,baseline_pi,baseline_pi_lower,baseline_pi_upper,pneumonia_influenza_covid,excess_pneumonia_influenza_covid,pic.denom,date,testN,covid.track.death,pop2019,test.week.per.capita,week_end,lag,quantile_rank,type_of_order,restrictions,Last checked,restriction_type,adjusted_expected,adjusted_expected_minus_covid
220,AK,2020-01-04,2019-12-29,92,73,113,89,-3,0,2020,1,1,5,1,10,5,0,89.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-3,-3
221,AK,2020-01-11,2020-01-05,92,74,113,105,13,0,2020,2,1,6,2,12,4,-2,105.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,13,13
222,AK,2020-01-18,2020-01-12,92,73,113,98,6,0,2020,3,1,5,1,11,5,0,98.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,6,6
223,AK,2020-01-25,2020-01-19,92,73,112,97,5,0,2020,4,1,5,1,10,2,-3,97.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,5,5
224,AK,2020-02-01,2020-01-26,91,72,111,83,-8,0,2020,5,1,5,1,10,4,-1,83.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-8,-8
225,AK,2020-02-08,2020-02-02,90,72,110,92,2,0,2020,6,1,5,1,11,4,-1,92.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,2,2
226,AK,2020-02-15,2020-02-09,89,70,109,88,-1,0,2020,7,1,5,1,11,0,-5,88.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-1,-1
227,AK,2020-02-22,2020-02-16,87,69,108,83,-4,0,2020,8,1,5,1,10,6,1,83.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-4,-4
228,AK,2020-02-29,2020-02-23,86,68,106,79,-7,0,2020,9,1,5,1,10,6,1,79.5,,,,,,,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-7,-7
229,AK,2020-03-07,2020-03-01,85,67,105,78,-7,0,2020,10,1,5,1,10,2,-3,78.5,2020-03-01,4,0,731545,0.00546787962463006,2020-03-07,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-7,-7
230,AK,2020-03-14,2020-03-08,84,66,104,90,6,0,2020,11,1,6,2,12,7,1,90.5,2020-03-08,132,0,731545,0.180440027612792,2020-03-14,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,6,6
231,AK,2020-03-21,2020-03-15,83,65,102,66,-17,0,2020,12,1,4,1,9,9,5,66.5,2020-03-15,628,0,731545,0.85845710106692,2020-03-21,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-17,-17
232,AK,2020-03-28,2020-03-22,81,64,100,80,-1,2,2020,13,1,5,1,10,10,5,80.5,2020-03-22,2149,2,731545,2.9376183283325,2020-03-28,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-1,-3
233,AK,2020-04-04,2020-03-29,80,63,99,94,14,3,2020,14,1,6,2,12,8,2,94.5,2020-03-29,3119,3,731545,4.26357913730529,2020-04-04,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,14,11
234,AK,2020-04-11,2020-04-05,79,62,98,76,-3,3,2020,15,1,5,1,10,4,-1,76.5,2020-04-05,1692,3,731545,2.31291308121852,2020-04-11,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-3,-6
235,AK,2020-04-18,2020-04-12,77,60,96,70,-7,1,2020,16,1,4,1,9,3,-1,70.5,2020-04-12,1923,1,731545,2.6286831295409,2020-04-18,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-7,-8
236,AK,2020-04-25,2020-04-19,73,56,90,55,-18,0,2020,17,1,3,0,7,3,0,55.5,2020-04-19,6077,0,731545,8.30707611971922,2020-04-25,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,-18,-18
237,AK,2020-05-02,2020-04-26,66,50,84,72,6,0,2020,18,1,4,1,9,1,-3,72.5,2020-04-26,5667,0,731545,7.74661845819464,2020-05-02,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,6,6
238,AK,2020-05-09,2020-05-03,54,40,69,56,2,1,2020,19,1,3,0,7,1,-2,56.5,2020-05-03,5050,1,731545,6.90319802609546,2020-05-09,0.726344884556485,1,Statewide physical distancing mandate,none,5/13/20,none,2,1
461,AL,2020-01-04,2019-12-29,1110,1044,1180,1075,-35,0,2020,1,1,71,54,89,71,0,1075.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-35,-35
462,AL,2020-01-11,2020-01-05,1115,1049,1186,1123,8,0,2020,2,1,75,58,93,90,15,1123.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,8,8
463,AL,2020-01-18,2020-01-12,1115,1049,1186,1033,-82,0,2020,3,1,67,51,85,67,0,1033.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-82,-82
464,AL,2020-01-25,2020-01-19,1117,1050,1185,1046,-71,0,2020,4,1,69,53,87,73,4,1046.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-71,-71
465,AL,2020-02-01,2020-01-26,1117,1049,1186,1019,-98,0,2020,5,1,68,52,85,70,2,1019.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-98,-98
466,AL,2020-02-08,2020-02-02,1113,1044,1181,1108,-5,0,2020,6,1,74,57,91,71,-3,1108.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-5,-5
467,AL,2020-02-15,2020-02-09,1104,1037,1171,1080,-24,0,2020,7,1,71,54,88,81,10,1080.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-24,-24
468,AL,2020-02-22,2020-02-16,1088,1023,1157,1082,-6,0,2020,8,1,68,51,85,72,4,1082.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-6,-6
469,AL,2020-02-29,2020-02-23,1075,1009,1142.025,1144,69,0,2020,9,1,68,52,86,77,9,1144.5,,,,,,,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,69,69
470,AL,2020-03-07,2020-03-01,1059,994,1125.025,1035,-24,0,2020,10,1,59,45,76,70,11,1035.5,2020-03-01,0,0,4903185,0,2020-03-07,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,-24,-24
471,AL,2020-03-14,2020-03-08,1046,981,1112,1064,18,0,2020,11,1,59,44,76,67,8,1064.5,2020-03-08,28,0,4903185,0.00571057384128888,2020-03-14,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,18,18
472,AL,2020-03-21,2020-03-15,1032,966,1100,1037,5,7,2020,12,1,56,41,72,79,23,1037.5,2020-03-15,124,0,4903185,0.0252896841542793,2020-03-21,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,5,-2
473,AL,2020-03-28,2020-03-22,1017,954,1082,1038,21,22,2020,13,1,54,40,70,91,37,1038.5,2020-03-22,4728,3,4903185,0.964271182914779,2020-03-28,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,21,-1
474,AL,2020-04-04,2020-03-29,1003,938,1068,1121,118,49,2020,14,1,57,42.975,73,105,48,1121.5,2020-03-29,5973,40,4903185,1.21818776978637,2020-04-04,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,118,69
475,AL,2020-04-11,2020-04-05,987,924,1052,1096,109,80,2020,15,1,54,40,70,140,86,1096.5,2020-04-05,10396,48,4903185,2.12025448764426,2020-04-11,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,109,29
476,AL,2020-04-18,2020-04-12,965,902,1029,1083,118,87,2020,16,1,52,38,67,153,101,1083.5,2020-04-12,21289,55,4903185,4.34187166097139,2020-04-18,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,118,31
477,AL,2020-04-25,2020-04-19,938,879,1001,1047,109,73,2020,17,1,49,36,64,129,80,1047.5,2020-04-19,28806,66,4903185,5.87495678829169,2020-04-25,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,109,36
478,AL,2020-05-02,2020-04-26,893,832,953,1018,125,68,2020,18,1,47,34,62,125,78,1018.5,2020-04-26,20865,76,4903185,4.25539725708901,2020-05-02,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,125,57
479,AL,2020-05-09,2020-05-03,802,746,862,941,139,83,2020,19,1,43,30,57,139,96,941.5,2020-05-03,33285,100,4903185,6.78844465383215,2020-05-09,0.879932137054781,1,Statewide stay-at-home order,minor,5/21/20,minor,139,56
702,AR,2020-01-04,2019-12-29,679,627,732,673,-6,0,2020,1,1,50,37,66,61,11,673.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,-6,-6
703,AR,2020-01-11,2020-01-05,676,624,729,685,9,0,2020,2,1,52,38,68,58,6,685.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,9,9
704,AR,2020-01-18,2020-01-12,678,627,731,656,-22,0,2020,3,1,52,38,67,47,-5,656.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,-22,-22
705,AR,2020-01-25,2020-01-19,678,626,731.025,617,-61,0,2020,4,1,50,37,66,44,-6,617.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,-61,-61
706,AR,2020-02-01,2020-01-26,675,623,728,678,3,0,2020,5,1,56,41,72,63,7,678.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,3,3
707,AR,2020-02-08,2020-02-02,673,620,728,671,-2,0,2020,6,1,55,41,71,59,4,671.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,-2,-2
708,AR,2020-02-15,2020-02-09,669,616,722,686,17,0,2020,7,1,56,41,71,43,-13,686.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,17,17
709,AR,2020-02-22,2020-02-16,662,610,716,692,30,0,2020,8,1,55,41,71,61,6,692.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,30,30
710,AR,2020-02-29,2020-02-23,659,606,711,654,-5,0,2020,9,1,50,36,65,39,-11,654.5,,,,,,,0.925940572286195,2,,minor,5/13/20,minor,-5,-5
711,AR,2020-03-07,2020-03-01,652,601,704,693,41,0,2020,10,1,51,38,67,51,0,693.5,2020-03-01,0,0,3017804,0,2020-03-07,0.925940572286195,2,,minor,5/13/20,minor,41,41
712,AR,2020-03-14,2020-03-08,648,597,702,626,-22,0,2020,11,1,45,32,60,41,-4,626.5,2020-03-08,71,0,3017804,0.0235270415176068,2020-03-14,0.925940572286195,2,,minor,5/13/20,minor,-22,-22
713,AR,2020-03-21,2020-03-15,640,590,693,631,-9,0,2020,12,1,43,31,58,64,21,631.5,2020-03-15,608,0,3017804,0.20147100341838,2020-03-21,0.925940572286195,2,,minor,5/13/20,minor,-9,-9
714,AR,2020-03-28,2020-03-22,631,581,683,632,1,9,2020,13,1,41,29,55,49,8,632.5,2020-03-22,2657,5,3017804,0.880441539609597,2020-03-28,0.925940572286195,2,,minor,5/13/20,minor,1,-8
715,AR,2020-04-04,2020-03-29,621,572,673,603,-18,7,2020,14,1,38,26,51,57,19,603.5,2020-03-29,7028,9,3017804,2.32884574346114,2020-04-04,0.925940572286195,2,,minor,5/13/20,minor,-18,-25
716,AR,2020-04-11,2020-04-05,613,565,667,624,11,12,2020,15,1,38,26,51,66,28,624.5,2020-04-05,8208,10,3017804,2.71985854614813,2020-04-11,0.925940572286195,2,,minor,5/13/20,minor,11,-1
717,AR,2020-04-18,2020-04-12,604,555,654,627,23,12,2020,16,1,37,25,50,56,19,627.5,2020-04-12,5563,14,3017804,1.84339340792179,2020-04-18,0.925940572286195,2,,minor,5/13/20,minor,23,11
718,AR,2020-04-25,2020-04-19,592,543,643,593,1,13,2020,17,1,34,23,47,53,19,593.5,2020-04-19,13912,9,3017804,4.60997467032319,2020-04-25,0.925940572286195,2,,minor,5/13/20,minor,1,-12
719,AR,2020-05-02,2020-04-26,574,525,623,601,27,18,2020,18,1,34,23,47,55,21,601.5,2020-04-26,13529,26,3017804,4.48306119284089,2020-05-02,0.925940572286195,2,,minor,5/13/20,minor,27,9
720,AR,2020-05-09,2020-05-03,540,494,589,603,63,15,2020,19,1,34,23,46,49,15,603.5,2020-05-03,13946,15,3017804,4.62124114090908,2020-05-09,0.925940572286195,2,,minor,5/13/20,minor,63,48
943,AZ,2020-01-04,2019-12-29,1296,1226,1369.025,1296,0,0,2020,1,1,85,67,105,88,3,1296.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,0,0
944,AZ,2020-01-11,2020-01-05,1305,1232,1377,1386,81,0,2020,2,1,93,74,113,97,4,1386.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,81,81
945,AZ,2020-01-18,2020-01-12,1321,1250,1395,1312,-9,0,2020,3,1,91,73,112,73,-18,1312.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,-9,-9
946,AZ,2020-01-25,2020-01-19,1327,1253.975,1402,1273,-54,0,2020,4,1,91,72,111,104,13,1273.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,-54,-54
947,AZ,2020-02-01,2020-01-26,1342,1268,1418,1263,-79,0,2020,5,1,93,74,114,87,-6,1263.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,-79,-79
948,AZ,2020-02-08,2020-02-02,1335.5,1262,1411,1260,-75.5,0,2020,6,1,92,74,113,89,-3,1260.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,-75.5,-75.5
949,AZ,2020-02-15,2020-02-09,1331,1258,1403,1309,-22,0,2020,7,1,96,76,117,105,9,1309.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,-22,-22
950,AZ,2020-02-22,2020-02-16,1330,1257,1404.025,1336,6,0,2020,8,1,98,78.975,118,90,-8,1336.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,6,6
951,AZ,2020-02-29,2020-02-23,1315,1242,1387,1348,33,0,2020,9,1,97,77,118,95,-2,1348.5,,,,,,,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,33,33
952,AZ,2020-03-07,2020-03-01,1287,1213,1361,1376,89,0,2020,10,1,94,74,115,88,-6,1376.5,2020-03-01,20,0,7278717,0.00274773699815503,2020-03-07,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,89,89
953,AZ,2020-03-14,2020-03-08,1277,1205,1350,1344,67,0,2020,11,1,90,71,110,93,3,1344.5,2020-03-08,84,0,7278717,0.0115404953922511,2020-03-14,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,67,67
954,AZ,2020-03-21,2020-03-15,1247,1175.975,1320,1281,34,9,2020,12,1,81,63,101,109,28,1281.5,2020-03-15,211,1,7278717,0.0289886253305356,2020-03-21,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,34,25
955,AZ,2020-03-28,2020-03-22,1230,1158,1300,1316,86,29,2020,13,1,81,63,100,132,51,1316.5,2020-03-22,7984,14,7278717,1.09689660966349,2020-03-28,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,86,57
956,AZ,2020-04-04,2020-03-29,1213,1143,1284,1344,131,56,2020,14,1,80,62,99.0249999999996,152,72,1344.5,2020-03-29,18832,37,7278717,2.58726915746278,2020-04-04,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,131,75
957,AZ,2020-04-11,2020-04-05,1196,1125,1268,1389,193,88,2020,15,1,80,62,99,187,107,1389.5,2020-04-05,13370,56,7278717,1.83686218326664,2020-04-11,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,193,105
958,AZ,2020-04-18,2020-04-12,1176,1106,1247,1298,122,91,2020,16,1,72,55,90,163,91,1298.5,2020-04-12,10515,69,7278717,1.44462272678001,2020-04-18,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,122,31
959,AZ,2020-04-25,2020-04-19,1151,1083,1220,1341,190,100,2020,17,1,71,55,89,172,101,1341.5,2020-04-19,11463,89,7278717,1.57486546049256,2020-04-25,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,190,90
960,AZ,2020-05-02,2020-04-26,1119,1053,1187,1353,234,95,2020,18,1,69,53,87,171,102,1353.5,2020-04-26,15489,82,7278717,2.12798491822116,2020-05-02,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,234,139
961,AZ,2020-05-09,2020-05-03,1054,987,1119,1332,278,105,2020,19,1,65,50,82,168,103,1332.5,2020-05-03,27813,184,7278717,3.8211404564843,2020-05-09,0.935436042297911,2,Statewide stay-at-home order,minor,5/13/20,minor,278,173
1184,CA,2020-01-04,2019-12-29,5819,5666.975,5972,5885,66,0,2020,1,1,486,441,530,506,20,5885.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,66,66
1185,CA,2020-01-11,2020-01-05,5881,5728,6039.025,5865,-16,0,2020,2,1,499,455,546,469,-30,5865.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-16,-16
1186,CA,2020-01-18,2020-01-12,5922,5766.975,6079,5818,-104,0,2020,3,1,506,461,552.025,564,58,5818.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-104,-104
1187,CA,2020-01-25,2020-01-19,5949,5794,6106,5823,-126,0,2020,4,1,515,470,562,507,-8,5823.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-126,-126
1188,CA,2020-02-01,2020-01-26,5944,5785,6102,5674,-270,0,2020,5,1,504,458,550,483,-21,5674.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-270,-270
1189,CA,2020-02-08,2020-02-02,5907,5752,6061,5895,-12,69,2020,6,1,519,474,568,512,-7,5895.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-12,-81
1190,CA,2020-02-15,2020-02-09,5844,5694,6001,5573,-271,0,2020,7,1,484,440,529,500,16,5573.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-271,-271
1191,CA,2020-02-22,2020-02-16,5781,5624.975,5942,5788,7,73,2020,8,1,493,449,538,530,37,5788.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,7,-66
1192,CA,2020-02-29,2020-02-23,5698,5543,5851.025,5664,-34,0,2020,9,1,470,427,514,500,30,5664.5,,,,,,,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-34,-34
1193,CA,2020-03-07,2020-03-01,5605,5454,5757,5709,104,57,2020,10,1,459,416,504,535,76,5709.5,2020-03-01,16,0,39512223,4.04937985898693e-4,2020-03-07,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,104,47
1194,CA,2020-03-14,2020-03-08,5506,5355,5655.025,5439,-67,58,2020,11,1,423,381,466,478,55,5439.5,2020-03-08,637,5,39512223,0.0161215935635917,2020-03-14,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,-67,-125
1195,CA,2020-03-21,2020-03-15,5387,5234,5537,5644,257,42,2020,12,1,420,379,464,540,120,5644.5,2020-03-15,11360,19,39512223,0.287505969988072,2020-03-21,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,257,215
1196,CA,2020-03-28,2020-03-22,5304,5152,5455,5654,350,123,2020,13,1,409,368,452,652,243,5654.5,2020-03-22,12664,77,39512223,0.320508415838815,2020-03-28,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,350,227
1197,CA,2020-04-04,2020-03-29,5227,5080,5374,5926,699,282,2020,14,1,416,375,459,767,351,5926.5,2020-03-29,88508,175,39512223,2.24001570349509,2020-04-04,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,699,417
1198,CA,2020-04-11,2020-04-05,5157,5012,5305,5958,801,369,2020,15,1,408,367,450,789,381,5958.50000000001,2020-04-05,59519,333,39512223,1.50634399891902,2020-04-11,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,801,432
1199,CA,2020-04-18,2020-04-12,5084,4940,5230,5991,907,501,2020,16,1,400,361,442,907,507,5991.5,2020-04-12,86447,463,39512223,2.18785462918652,2020-04-18,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,907,406
1200,CA,2020-04-25,2020-04-19,5009,4867,5156,5612,603,426,2020,17,1,367,329,407,790,423,5612.5,2020-04-19,246369,579,39512223,6.23526041549219,2020-04-25,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,603,177
1201,CA,2020-05-02,2020-04-26,4898.5,4760,5045,5400,501.5,455,2020,18,1,346,310,385,759,413,5400.5,2020-04-26,180768,520,39512223,4.57498936468343,2020-05-02,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,501.5,46.5
1202,CA,2020-05-09,2020-05-03,4660,4523,4797,5257,597,458,2020,19,1,331,295,369,747,416,5257.5,2020-05-03,225767,507,39512223,5.71385214139938,2020-05-09,0.990949203715835,3,Statewide stay-at-home order,major_variance,5/13/20,major,597,139
1425,CO,2020-01-04,2019-12-29,828,771,885,853,25,0,2020,1,1,53,39,70,53,0,853.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,25,25
1426,CO,2020-01-11,2020-01-05,833,776,892,871,38,0,2020,2,1,57,42,73,59,2,871.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,38,38
1427,CO,2020-01-18,2020-01-12,836,778,896,848,12,0,2020,3,1,58,43,74,67,9,848.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,12,12
1428,CO,2020-01-25,2020-01-19,839,783,899,852,13,0,2020,4,1,60,45,76,72,12,852.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,13,13
1429,CO,2020-02-01,2020-01-26,842,783,902,790,-52,0,2020,5,1,57,42,73,52,-5,790.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-52,-52
1430,CO,2020-02-08,2020-02-02,840,782,899,843,3,0,2020,6,1,61,46,78,62,1,843.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,3,3
1431,CO,2020-02-15,2020-02-09,840,780,899,804,-36,0,2020,7,1,59,44,75,57,-2,804.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-36,-36
1432,CO,2020-02-22,2020-02-16,834,776,894,879,45,0,2020,8,1,64,48,81,48,-16,879.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,45,45
1433,CO,2020-02-29,2020-02-23,829,771,890,842,13,0,2020,9,1,60,45,76,73,13,842.5,,,,,,,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,13,13
1434,CO,2020-03-07,2020-03-01,821,763,880,820,-1,0,2020,10,1,57,42,73,61,4,820.5,2020-03-01,44,0,5758736,0.00764056556855532,2020-03-07,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-1,-1
1435,CO,2020-03-14,2020-03-08,815,757,875,816,1,12,2020,11,1,55,40,71,49,-6,816.5,2020-03-08,648,1,5758736,0.112524692918724,2020-03-14,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,1,-11
1436,CO,2020-03-21,2020-03-15,809,752,867,889,80,16,2020,12,1,58,43,74,88,30,889.5,2020-03-15,2969,3,5758736,0.515564526660017,2020-03-21,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,80,64
1437,CO,2020-03-28,2020-03-22,802,745,861,851,49,44,2020,13,1,53,39,69,112,59,851.5,2020-03-22,7996,27,5758736,1.38849914286746,2020-03-28,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,49,5
1438,CO,2020-04-04,2020-03-29,795,739.975,855,959,164,129,2020,14,1,58,43,74,203,145,959.5,2020-03-29,10395,80,5758736,1.80508361557119,2020-04-04,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,164,35
1439,CO,2020-04-11,2020-04-05,788,731.975,846,1089,301,209,2020,15,1,63,47,80,275,212,1089.5,2020-04-05,10582,139,5758736,1.83755601923755,2020-04-11,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,301,92
1440,CO,2020-04-18,2020-04-12,780,723,839,1089,309,209,2020,16,1,61,45,78,250,189,1089.5,2020-04-12,10654,141,5758736,1.85005876289519,2020-04-18,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,309,100
1441,CO,2020-04-25,2020-04-19,770,713,827,1037,267,207,2020,17,1,56,42,72,252,196,1037.5,2020-04-19,13482,283,5758736,2.34113874989234,2020-04-25,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,267,60
1442,CO,2020-05-02,2020-04-26,755,700,812,960,205,166,2020,18,1,50,37,65,209,159,960.5,2020-04-26,20160,146,5758736,3.50076822413808,2020-05-02,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,205,39
1443,CO,2020-05-09,2020-05-03,727,672.975,783,858,131,126,2020,19,1,44,31,58,163,119,858.5,2020-05-03,19823,140,5758736,3.44224843785164,2020-05-09,0.971384564753282,3,Statewide stay-at-home order,moderate,5/13/20,moderate,131,5
1666,DC,2020-01-04,2019-12-29,134,112,159,130,-4,0,2020,1,1,8,3,14,11,3,130.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-4,-4
1667,DC,2020-01-11,2020-01-05,133,110,157,128,-5,0,2020,2,1,8,3,14,5,-3,128.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-5,-5
1668,DC,2020-01-18,2020-01-12,132,109,155,137,5,0,2020,3,1,9,4,16,12,3,137.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,5,5
1669,DC,2020-01-25,2020-01-19,131,109,155,131,0,0,2020,4,1,9,4,16,12,3,131.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,0,0
1670,DC,2020-02-01,2020-01-26,130,108,154.025,142,12,0,2020,5,1,10,4,17,11,1,142.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,12,12
1671,DC,2020-02-08,2020-02-02,130,107,154,130,0,0,2020,6,1,10,4,17,10,0,130.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,0,0
1672,DC,2020-02-15,2020-02-09,129,107,153,121,-8,0,2020,7,1,9,4,16,13,4,121.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-8,-8
1673,DC,2020-02-22,2020-02-16,127,105,151,102,-25,0,2020,8,1,8,3,14,7,-1,102.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-25,-25
1674,DC,2020-02-29,2020-02-23,125,103,149,133,8,0,2020,9,1,10,4,17,7,-3,133.5,,,,,,,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,8,8
