X1,state,week_end_date,week_start_date,baseline_all_cause,baseline_all_cause_lower,baseline_all_cause_upper,all_cause_deaths,excess_all_cause_deaths,covid19.nchs,year,week,day,baseline_pi,baseline_pi_lower,baseline_pi_upper,pneumonia_influenza_covid,excess_pneumonia_influenza_covid,pic.denom,date,testN,covid.track.death,pop2019,test.week.per.capita,week_end,lag,quantile_rank,type_of_order,restrictions,Last checked,restriction_type,adjusted_expected,adjusted_expected_minus_covid
6009,MS,2020-02-08,2020-02-02,663,611,716,701,38,0,2020,6,1,59,44,75,62,3,701.5,,,,,,,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,38,38
6010,MS,2020-02-15,2020-02-09,658,606,710,642,-16,0,2020,7,1,53,39,69,54,1,642.5,,,,,,,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,-16,-16
6011,MS,2020-02-22,2020-02-16,651,600,702,623,-28,0,2020,8,1,51,38,67,48,-3,623.5,,,,,,,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,-28,-28
6012,MS,2020-02-29,2020-02-23,643,591,695,662,19,0,2020,9,1,54,39,69,66,12,662.5,,,,,,,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,19,19
6013,MS,2020-03-07,2020-03-01,633,583,686,652,19,0,2020,10,1,52,38,67,63,11,652.5,2020-03-01,0,0,2976149,0,2020-03-07,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,19,19
6014,MS,2020-03-14,2020-03-08,624,574,676,615,-9,0,2020,11,1,48,34,63,56,8,615.5,2020-03-08,90,0,2976149,0.0302404214305131,2020-03-14,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,-9,-9
6015,MS,2020-03-21,2020-03-15,613,563,664,613,0,6,2020,12,1,47,34,62,57,10,613.5,2020-03-15,745,1,2976149,0.250323488508136,2020-03-21,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,0,-6
6016,MS,2020-03-28,2020-03-22,606,557,657,684,78,15,2020,13,1,51,37,67,74,23,684.5,2020-03-22,2388,12,2976149,0.80237918195628,2020-03-28,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,78,63
6017,MS,2020-04-04,2020-03-29,599,550,650,697,98,50,2020,14,1,51,37,67,112,61,697.5,2020-03-29,3365,22,2976149,1.13065575681863,2020-04-04,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,98,48
6018,MS,2020-04-11,2020-04-05,593,545,643,679,86,60,2020,15,1,49,36,65,112,63,679.5,2020-04-05,14686,58,2976149,4.93456476809461,2020-04-11,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,86,26
6019,MS,2020-04-18,2020-04-12,586,535.975,636,718,132,62,2020,16,1,51,37,67,120,69,718.5,2020-04-12,17491,59,2976149,5.87705790267893,2020-04-18,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,132,70
6020,MS,2020-04-25,2020-04-19,577,529,627,718,141,59,2020,17,1,50,36,66,110,60,718.5,2020-04-19,20192,69,2976149,6.78460655027688,2020-04-25,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,141,82
6021,MS,2020-05-02,2020-04-26,563,516,613,706,143,89,2020,18,1,49,35,64,130,81,706.5,2020-04-26,15518,70,2976149,5.21412066398557,2020-05-02,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,143,54
6022,MS,2020-05-09,2020-05-03,532,486,579,680,148,73,2020,19,1,46,33,60,115,69,680.5,2020-05-03,7004,130,2976149,2.35337679665904,2020-05-09,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,148,75
6245,MT,2020-01-04,2019-12-29,206,178,236,231,25,0,2020,1,1,14,8,23,16,2,231.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,25,25
6246,MT,2020-01-11,2020-01-05,208,180,237,211,3,0,2020,2,1,14,7,22,15,1,211.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,3,3
6247,MT,2020-01-18,2020-01-12,210,181,240,202,-8,0,2020,3,1,13,7,21,12,-1,202.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-8,-8
6248,MT,2020-01-25,2020-01-19,211,182,240,196,-15,0,2020,4,1,14,7,22,7,-7,196.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-15,-15
6249,MT,2020-02-01,2020-01-26,213,185,244,218,5,0,2020,5,1,16,9,24,11,-5,218.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,5,5
6250,MT,2020-02-08,2020-02-02,214,185,245,202,-12,0,2020,6,1,15,8,24,11,-4,202.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-12,-12
6251,MT,2020-02-15,2020-02-09,215,186,245,198,-17,0,2020,7,1,16,8,25,11,-5,198.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-17,-17
6252,MT,2020-02-22,2020-02-16,216,186,246.025,218,2,0,2020,8,1,18,10,27,17,-1,218.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,2,2
6253,MT,2020-02-29,2020-02-23,215,185,245,235,20,0,2020,9,1,19,11,29,11,-8,235.5,,,,,,,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,20,20
6254,MT,2020-03-07,2020-03-01,215,185,245,220,5,0,2020,10,1,18,10,27,18,0,220.5,2020-03-01,0,0,1068778,0,2020-03-07,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,5,5
6255,MT,2020-03-14,2020-03-08,213,184,243,218,5,0,2020,11,1,17,10,27,17,0,218.5,2020-03-08,97,0,1068778,0.0907578561684466,2020-03-14,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,5,5
6256,MT,2020-03-21,2020-03-15,210,181,240,227,17,0,2020,12,1,17,10,26,26,9,227.5,2020-03-15,1058,0,1068778,0.989915585837283,2020-03-21,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,17,17
6257,MT,2020-03-28,2020-03-22,208,178,237,206,-2,5,2020,13,1,15,8,23,26,11,206.5,2020-03-22,2219,1,1068778,2.07620291585343,2020-03-28,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-2,-7
6258,MT,2020-04-04,2020-03-29,204,175,233,176,-28,4,2020,14,1,12,6,20,17,5,176.5,2020-03-29,2792,4,1068778,2.61232922084848,2020-04-04,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-28,-32
6259,MT,2020-04-11,2020-04-05,200,172,229,213,13,1,2020,15,1,13,7,21,10,-3,213.5,2020-04-05,2404,1,1068778,2.2492977961747,2020-04-11,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,13,12
6260,MT,2020-04-18,2020-04-12,195,168,225,190,-5,4,2020,16,1,11,5,18,15,4,190.5,2020-04-12,1988,4,1068778,1.86006822745229,2020-04-18,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-5,-9
6261,MT,2020-04-25,2020-04-19,191,164,219.025,183,-8,4,2020,17,1,10,4,17,5,-5,183.5,2020-04-19,1928,4,1068778,1.80392934734809,2020-04-25,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-8,-12
6262,MT,2020-05-02,2020-04-26,182,155,210,195,13,2,2020,18,1,10,4,17,11,1,195.5,2020-04-26,2138,2,1068778,2.00041542771277,2020-05-02,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,13,11
6263,MT,2020-05-09,2020-05-03,150,126,175,141,-9,0,2020,19,1,6,2,12,3,-3,141.5,2020-05-03,6694,0,1068778,6.26322772362455,2020-05-09,0.947348134926247,2,Statewide stay-at-home order,minor,,minor,-9,-9
6486,ND,2020-01-04,2019-12-29,149,125,175,149,0,0,2020,1,1,11,5,18,9,-2,149.5,,,,,,,0.955904177271168,2,,minor,,minor,0,0
6487,ND,2020-01-11,2020-01-05,150,126,174,151,1,0,2020,2,1,11,5,19,13,2,151.5,,,,,,,0.955904177271168,2,,minor,,minor,1,1
6488,ND,2020-01-18,2020-01-12,150,126,176,171,21,0,2020,3,1,13,7,21,8,-5,171.5,,,,,,,0.955904177271168,2,,minor,,minor,21,21
6489,ND,2020-01-25,2020-01-19,151,127,176,146,-5,0,2020,4,1,12,6,20,13,1,146.5,,,,,,,0.955904177271168,2,,minor,,minor,-5,-5
6490,ND,2020-02-01,2020-01-26,151,128,178,130,-21,0,2020,5,1,11,5,18,11,0,130.5,,,,,,,0.955904177271168,2,,minor,,minor,-21,-21
6491,ND,2020-02-08,2020-02-02,152,128,178,137,-15,0,2020,6,1,12,6,20,10,-2,137.5,,,,,,,0.955904177271168,2,,minor,,minor,-15,-15
6492,ND,2020-02-15,2020-02-09,152,128,178,145,-7,0,2020,7,1,13,6,21,8,-5,145.5,,,,,,,0.955904177271168,2,,minor,,minor,-7,-7
6493,ND,2020-02-22,2020-02-16,152,128,178,174,22,0,2020,8,1,16,8.97500000000002,25,11,-5,174.5,,,,,,,0.955904177271168,2,,minor,,minor,22,22
6494,ND,2020-02-29,2020-02-23,152,128,178,149,-3,0,2020,9,1,14,7,22,15,1,149.5,,,,,,,0.955904177271168,2,,minor,,minor,-3,-3
6495,ND,2020-03-07,2020-03-01,152,127,177,163,11,0,2020,10,1,15,8,23,21,6,163.5,2020-03-01,0,0,762062,0,2020-03-07,0.955904177271168,2,,minor,,minor,11,11
6496,ND,2020-03-14,2020-03-08,151,127,177,140,-11,0,2020,11,1,12,6,20,18,6,140.5,2020-03-08,55,0,762062,0.072172605378565,2020-03-14,0.955904177271168,2,,minor,,minor,-11,-11
6497,ND,2020-03-21,2020-03-15,150,126,176,119,-31,0,2020,12,1,10,4,17,21,11,119.5,2020-03-15,1114,0,762062,1.46182331621312,2020-03-21,0.955904177271168,2,,minor,,minor,-31,-31
6498,ND,2020-03-28,2020-03-22,149,125,175,88,-61,1,2020,13,1,7,2,13,9,2,88.5,2020-03-22,1723,1,762062,2.26097089213214,2020-03-28,0.955904177271168,2,,minor,,minor,-61,-62
6499,ND,2020-04-04,2020-03-29,149,125,174,81,-68,2,2020,14,1,6,2,12,13,7,81.5,2020-03-29,3315,2,762062,4.35003976054442,2020-04-04,0.955904177271168,2,,minor,,minor,-68,-70
6500,ND,2020-04-11,2020-04-05,148,124,174,94,-54,4,2020,15,1,7,2,13,8,1,94.5,2020-04-05,3873,4,762062,5.08226364783968,2020-04-11,0.955904177271168,2,,minor,,minor,-54,-58
6501,ND,2020-04-18,2020-04-12,147.5,124,173,103,-44.5,4,2020,16,1,7,3,14,19,12,103.5,2020-04-12,2883,2,762062,3.78315675102551,2020-04-18,0.955904177271168,2,,minor,,minor,-44.5,-48.5
6502,ND,2020-04-25,2020-04-19,146,122,171,103,-43,2,2020,17,1,7,3,13,16,9,103.5,2020-04-19,6387,7,762062,8.38120782823445,2020-04-25,0.955904177271168,2,,minor,,minor,-43,-45
6503,ND,2020-05-02,2020-04-26,142,119,168,95,-47,8,2020,18,1,6,2,13,11,5,95.5,2020-04-26,12197,8,762062,16.0052594145883,2020-05-02,0.955904177271168,2,,minor,,minor,-47,-55
6504,ND,2020-05-09,2020-05-03,135,112,159,77,-58,0,2020,19,1,5,1,11,4,-1,77.5,2020-05-03,12386,11,762062,16.2532707312528,2020-05-09,0.955904177271168,2,,minor,,minor,-58,-58
6727,NE,2020-01-04,2019-12-29,359,322,398,345,-14,0,2020,1,1,30,19,41,30,0,345.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-14,-14
6728,NE,2020-01-11,2020-01-05,362,324,401,362,0,0,2020,2,1,33,22,45,43,10,362.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,0,0
6729,NE,2020-01-18,2020-01-12,365,326,405,333,-32,0,2020,3,1,32,21,44,37,5,333.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-32,-32
6730,NE,2020-01-25,2020-01-19,366,328,405,358,-8,0,2020,4,1,36,24,48,29,-7,358.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-8,-8
6731,NE,2020-02-01,2020-01-26,366,328,405,373,7,0,2020,5,1,38,26,51,35,-3,373.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,7,7
6732,NE,2020-02-08,2020-02-02,365,326,405,345,-20,0,2020,6,1,36,24,49,27,-9,345.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-20,-20
6733,NE,2020-02-15,2020-02-09,361,324,400,326,-35,0,2020,7,1,34,23,46,31,-3,326.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-35,-35
6734,NE,2020-02-22,2020-02-16,359,322,398,318,-41,0,2020,8,1,32,21,45,31,-1,318.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-41,-41
6735,NE,2020-02-29,2020-02-23,355,318,393,340,-15,0,2020,9,1,33,22,46,24,-9,340.5,,,,,,,0.908026790144781,1,,moderate,5/21/20,moderate,-15,-15
6736,NE,2020-03-07,2020-03-01,350,314,389.025,355,5,0,2020,10,1,33,22,46,31,-2,355.5,2020-03-01,1,0,1934408,5.16954024176906e-4,2020-03-07,0.908026790144781,1,,moderate,5/21/20,moderate,5,5
6737,NE,2020-03-14,2020-03-08,347,310,385,342,-5,0,2020,11,1,31,20,43,25,-6,342.5,2020-03-08,76,0,1934408,0.0392885058374448,2020-03-14,0.908026790144781,1,,moderate,5/21/20,moderate,-5,-5
6738,NE,2020-03-21,2020-03-15,342,306,380,349,7,0,2020,12,1,30,19,42,33,3,349.5,2020-03-15,300,0,1934408,0.155086207253072,2020-03-21,0.908026790144781,1,,moderate,5/21/20,moderate,7,7
6739,NE,2020-03-28,2020-03-22,339,302,377,329,-10,4,2020,13,1,27,17,38,25,-2,329.5,2020-03-22,1606,2,1934408,0.830228162828111,2020-03-28,0.908026790144781,1,,moderate,5/21/20,moderate,-10,-14
6740,NE,2020-04-04,2020-03-29,335,298.975,373,308,-27,5,2020,14,1,24,15,35,34,10,308.5,2020-03-29,3379,4,1934408,1.74678764769376,2020-04-04,0.908026790144781,1,,moderate,5/21/20,moderate,-27,-32
6741,NE,2020-04-11,2020-04-05,331,294,368,338,7,10,2020,15,1,25,16,36,30,5,338.5,2020-04-05,4606,11,1934408,2.38109023535883,2020-04-11,0.908026790144781,1,,moderate,5/21/20,moderate,7,-3
6742,NE,2020-04-18,2020-04-12,326,290,364,343,17,16,2020,16,1,25,15,36,45,20,343.5,2020-04-12,3692,7,1934408,1.90859425726114,2020-04-18,0.908026790144781,1,,moderate,5/21/20,moderate,17,1
6743,NE,2020-04-25,2020-04-19,319,284,356,342,23,25,2020,17,1,24,15,35,49,25,342.5,2020-04-19,6296,26,1934408,3.2547425362178,2020-04-25,0.908026790144781,1,,moderate,5/21/20,moderate,23,-2
6744,NE,2020-05-02,2020-04-26,305,270,341,333,28,18,2020,18,1,23,14,33,37,14,333.5,2020-04-26,9375,23,1934408,4.84644397665849,2020-05-02,0.908026790144781,1,,moderate,5/21/20,moderate,28,10
6745,NE,2020-05-09,2020-05-03,283,250,318,311,28,19,2020,19,1,21,12,31,37,16,311.5,2020-05-03,13628,19,1934408,7.04504944148287,2020-05-09,0.908026790144781,1,,moderate,5/21/20,moderate,28,9
6968,NH,2020-01-04,2019-12-29,254,223,287,261,7,0,2020,1,1,17,9,26,19,2,261.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,7,7
6969,NH,2020-01-11,2020-01-05,257,225,290,263,6,0,2020,2,1,18,10,27,21,3,263.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,6,6
6970,NH,2020-01-18,2020-01-12,258,227,293,245,-13,0,2020,3,1,17,10,26,15,-2,245.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-13,-13
6971,NH,2020-01-25,2020-01-19,260,228,294,241,-19,0,2020,4,1,18,10,27,14,-4,241.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-19,-19
6972,NH,2020-02-01,2020-01-26,261,230,295,240,-21,0,2020,5,1,18,10,27,15,-3,240.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-21,-21
6973,NH,2020-02-08,2020-02-02,262,230,295,257,-5,0,2020,6,1,20,12,30,17,-3,257.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-5,-5
6974,NH,2020-02-15,2020-02-09,261,229,294,236,-25,0,2020,7,1,19,11,28,12,-7,236.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-25,-25
6975,NH,2020-02-22,2020-02-16,260,228,293,277,17,0,2020,8,1,22,13,33,27,5,277.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,17,17
6976,NH,2020-02-29,2020-02-23,258,226,290,227,-31,0,2020,9,1,18,10,28,21,3,227.5,,,,,,,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-31,-31
6977,NH,2020-03-07,2020-03-01,255,223,290,267,12,0,2020,10,1,21,13,31,20,-1,267.5,2020-03-01,10,0,1359711,0.00735450400857241,2020-03-07,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,12,12
6978,NH,2020-03-14,2020-03-08,252,220,286,238,-14,0,2020,11,1,18,10,28,21,3,238.5,2020-03-08,197,0,1359711,0.144883728968876,2020-03-14,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,-14,-14
6979,NH,2020-03-21,2020-03-15,250,217,282,252,2,0,2020,12,1,19,10,28,23,4,252.5,2020-03-15,809,0,1359711,0.594979374293508,2020-03-21,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,2,2
6980,NH,2020-03-28,2020-03-22,247,216,279,258,11,2,2020,13,1,18,10,28,26,8,258.5,2020-03-22,2815,2,1359711,2.07029287841313,2020-03-28,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,11,9
6981,NH,2020-04-04,2020-03-29,244,212,276,246,2,10,2020,14,1,17,9,26,21,4,246.5,2020-03-29,3662,5,1359711,2.69321936793922,2020-04-04,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,2,-8
6982,NH,2020-04-11,2020-04-05,240,209,273,270,30,17,2020,15,1,18,10,27,37,19,270.5,2020-04-05,2988,15,1359711,2.19752579776144,2020-04-11,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,30,13
6983,NH,2020-04-18,2020-04-12,238,207,270,242,4,16,2020,16,1,15,8,24,27,12,242.5,2020-04-12,2359,15,1359711,1.73492749562223,2020-04-18,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,4,-12
6984,NH,2020-04-25,2020-04-19,235,205,267,270,35,18,2020,17,1,16,9,25,42,26,270.5,2020-04-19,4875,16,1359711,3.58532070417905,2020-04-25,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,35,17
6985,NH,2020-05-02,2020-04-26,232,201,264,259,27,32,2020,18,1,15,8,23,43,28,259.5,2020-04-26,6622,28,1359711,4.87015255447665,2020-05-02,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,27,-5
6986,NH,2020-05-09,2020-05-03,229,199,260,288,59,40,2020,19,1,16,9,25,55,39,288.5,2020-05-03,7949,40,1359711,5.84609523641421,2020-05-09,1.03284028686805,3,Statewide stay-at-home order,moderate,,moderate,59,19
7209,NJ,2020-01-04,2019-12-29,1579,1499,1660,1628,49,0,2020,1,1,97,77,118,81,-16,1628.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,49,49
7210,NJ,2020-01-11,2020-01-05,1583,1502,1664,1587,4,0,2020,2,1,96,77,117,103,7,1587.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,4,4
7211,NJ,2020-01-18,2020-01-12,1583,1502,1664,1486,-97,0,2020,3,1,92,73,112,97,5,1486.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-97,-97
7212,NJ,2020-01-25,2020-01-19,1587,1506,1668,1574,-13,0,2020,4,1,99,79,120,99,0,1574.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-13,-13
7213,NJ,2020-02-01,2020-01-26,1587,1506,1670,1512,-75,0,2020,5,1,97,78,118,95,-2,1512.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-75,-75
7214,NJ,2020-02-08,2020-02-02,1585,1504,1666,1489,-96,0,2020,6,1,97,77,118,93,-4,1489.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-96,-96
7215,NJ,2020-02-15,2020-02-09,1578,1497,1658,1482,-96,0,2020,7,1,97,77,117,84,-13,1482.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-96,-96
7216,NJ,2020-02-22,2020-02-16,1562,1482,1645,1487,-75,0,2020,8,1,95,76,116,88,-7,1487.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,-75,-75
7217,NJ,2020-02-29,2020-02-23,1542,1462,1624,1569,27,0,2020,9,1,98,78,119,102,4,1569.5,,,,,,,0.987763941069931,3,Statewide stay-at-home order,major,,major,27,27
7218,NJ,2020-03-07,2020-03-01,1523,1445,1602,1502,-21,0,2020,10,1,90,72,111,98,8,1502.5,2020-03-01,3,0,8882190,3.37754540265408e-4,2020-03-07,0.987763941069931,3,Statewide stay-at-home order,major,,major,-21,-21
7219,NJ,2020-03-14,2020-03-08,1501,1422,1583,1466,-35,10,2020,11,1,85,67,105,97,12,1466.5,2020-03-08,143,1,8882190,0.0160996330859844,2020-03-14,0.987763941069931,3,Statewide stay-at-home order,major,,major,-35,-45
7220,NJ,2020-03-21,2020-03-15,1482,1404,1561,1585,103,36,2020,12,1,89,71,109,142,53,1585.5,2020-03-15,1474,15,8882190,0.16595006411707,2020-03-21,0.987763941069931,3,Statewide stay-at-home order,major,,major,103,67
7221,NJ,2020-03-28,2020-03-22,1463,1387,1542,2108,645,282,2020,13,1,115,93,138,474,359,2108.5,2020-03-22,28889,124,8882190,3.25246363790912,2020-03-28,0.987763941069931,3,Statewide stay-at-home order,major,,major,645,363
7222,NJ,2020-04-04,2020-03-29,1440,1364,1520,3443,2003,1208,2020,14,1,181,154,210,1459,1278,3443.5,2020-03-29,44846,706,8882190,5.04898003758082,2020-04-04,0.987763941069931,3,Statewide stay-at-home order,major,,major,2003,795
7223,NJ,2020-04-11,2020-04-05,1417,1340,1494.025,4630,3213,2253,2020,15,1,235,203,270,2491,2256,4630.5,2020-04-05,44837,1337,8882190,5.04796677396003,2020-04-11,0.987763941069931,3,Statewide stay-at-home order,major,,major,3213,960
7224,NJ,2020-04-18,2020-04-12,1391,1317,1470,4545,3154,2335,2020,16,1,224,192,259,2526,2302,4545.5,2020-04-12,42343,1887,8882190,4.76718016615272,2020-04-18,0.987763941069931,3,Statewide stay-at-home order,major,,major,3154,819
7225,NJ,2020-04-25,2020-04-19,1363,1289,1441,3688,2325,1781,2020,17,1,177,149,206,1966,1789,3688.5,2020-04-19,51150,1793,8882190,5.7587149115252,2020-04-25,0.987763941069931,3,Statewide stay-at-home order,major,,major,2325,544
7226,NJ,2020-05-02,2020-04-26,1326,1254,1401,2817,1491,1244,2020,18,1,132,109,157,1366,1234,2817.5,2020-04-26,48626,1879,8882190,5.47455075831524,2020-05-02,0.987763941069931,3,Statewide stay-at-home order,major,,major,1491,247
7227,NJ,2020-05-09,2020-05-03,1252,1179,1325,2346,1094,981,2020,19,1,108,87,130,1063,955,2346.5,2020-05-03,42894,1374,8882190,4.8292144167148,2020-05-09,0.987763941069931,3,Statewide stay-at-home order,major,,major,1094,113
7450,NM,2020-01-04,2019-12-29,391,351,431,398,7,0,2020,1,1,30,20,42,39,9,398.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,7,7
7451,NM,2020-01-11,2020-01-05,395,356,436,403,8,0,2020,2,1,32,21,43,34,2,403.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,8,8
7452,NM,2020-01-18,2020-01-12,400,360,443,383,-17,0,2020,3,1,32,21,44,31,-1,383.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-17,-17
7453,NM,2020-01-25,2020-01-19,401,360,442,392,-9,0,2020,4,1,32,21,45,39,7,392.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-9,-9
7454,NM,2020-02-01,2020-01-26,401,361,442,362,-39,0,2020,5,1,30,19,42,32,2,362.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-39,-39
7455,NM,2020-02-08,2020-02-02,401,360,441,362,-39,0,2020,6,1,30,19,41,23,-7,362.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-39,-39
7456,NM,2020-02-15,2020-02-09,398,358,439,377,-21,0,2020,7,1,30,20,43,38,8,377.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-21,-21
7457,NM,2020-02-22,2020-02-16,396,355,437,377,-19,0,2020,8,1,30,19,42,25,-5,377.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-19,-19
7458,NM,2020-02-29,2020-02-23,392,353,434,389,-3,0,2020,9,1,30,20,42,25,-5,389.5,,,,,,,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-3,-3
7459,NM,2020-03-07,2020-03-01,386,346,428,383,-3,0,2020,10,1,28,18,40,27,-1,383.5,2020-03-01,32,0,2096829,0.0152611395588291,2020-03-07,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-3,-3
7460,NM,2020-03-14,2020-03-08,382,342,422,330,-52,0,2020,11,1,24,14,34,22,-2,330.5,2020-03-08,199,0,2096829,0.0949052116314683,2020-03-14,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-52,-52
7461,NM,2020-03-21,2020-03-15,377,338,417,375,-2,0,2020,12,1,26,16,37,31,5,375.5,2020-03-15,3581,0,2096829,1.70781689875522,2020-03-21,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-2,-2
7462,NM,2020-03-28,2020-03-22,370,332,409,346,-24,2,2020,13,1,23,14,33,24,1,346.5,2020-03-22,5559,1,2096829,2.65114608773534,2020-03-28,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,-24,-26
7463,NM,2020-04-04,2020-03-29,363,325,403,379,16,4,2020,14,1,24,15,35,36,12,379.5,2020-03-29,6245,9,2096829,2.97830676702774,2020-04-04,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,16,12
7464,NM,2020-04-11,2020-04-05,354,317,392,381,27,21,2020,15,1,23,14,34,47,24,381.5,2020-04-05,11466,9,2096829,5.46825706817294,2020-04-11,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,27,6
7465,NM,2020-04-18,2020-04-12,344,307,382,394,50,32,2020,16,1,23,14,34,55,32,394.5,2020-04-12,8515,32,2096829,4.06089385448217,2020-04-18,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,50,18
7466,NM,2020-04-25,2020-04-19,330,294,368,350,20,34,2020,17,1,20,12,30,54,34,350.5,2020-04-19,15897,33,2096829,7.58144798645955,2020-04-25,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,20,-14
7467,NM,2020-05-02,2020-04-26,313,277,349,348,35,56,2020,18,1,19,11,29,63,44,348.5,2020-04-26,19608,47,2096829,9.35126326467251,2020-05-02,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,35,-21
7468,NM,2020-05-09,2020-05-03,281,248,317,345,64,46,2020,19,1,19,11,28,63,44,345.5,2020-05-03,22144,50,2096829,10.5607085747097,2020-05-09,0.832793152712581,1,Statewide stay-at-home order,major,5/22/20,major,64,18
